fy,source,amount,status,document,page
2017,MECHANICAL PERMITS,3275.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,MUNICIPAL LIENS,12725.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,ROAD OPENING PERMITS,700.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,"CERT COPY BIRTH, DEATH, MARRIAGE",4211.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,BUSINESS CERTIFICATE,2620.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,RESIDENCY CERTIFICATE,10.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,CHARTER TUITION REIMBURSEMENT,82498.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,CERTIFICATE OF INSPECTION,675.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,STATE OWNED LAND,47275.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,CABLE T.V.,1775.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,VET/BLIND/SURVIVING SPOUSE ABATEMENTS,54459.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,RELEASE FEES,12030.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,ABATEMENTS ELDERLY,20582.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,SEALING FEES,2785.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,CH 70 SCHOOL AID,6351257.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,PRE-SCHOOL TUITION,38697.09,checked,4124-fy-2017-annual-town-report.pdf,22
2017,SMART GROWTH SCHOOL COST REIMB,115147.85,checked,4124-fy-2017-annual-town-report.pdf,22
2017,CONSTABLE FEES,335.21,checked,4124-fy-2017-annual-town-report.pdf,22
2017,"SEC 2D CH 29 LOTTERY, BEANO",1016777.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,BUILDING RENTAL - SOLAR PANELS,1000.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,MSBA REIMB-SCHOOL,474239.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,SCHOOL TRANSPORTATION,8980.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,VETERANS BENEFITS REIMBURSEMENT,69214.14,checked,4124-fy-2017-annual-town-report.pdf,22
2017,SUBDIVISION/FORM A FILING FEES,2100.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,LOCAL OPTION MEALS TAX,100666.01,checked,4124-fy-2017-annual-town-report.pdf,22
2017,PLANNING BOARD FEES/PERMITS,7160.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,WETLANDS BYLAWS,2536.03,checked,4124-fy-2017-annual-town-report.pdf,22
2017,STUDENT PARKING FEES,5200.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,TRAILER PARKS,15792.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,ZONING BOARD FILING FEES,1784.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,RESCUE WAGON,247899.49,checked,4124-fy-2017-annual-town-report.pdf,22
2017,CEMETERIES BURIALS,4800.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,MEADOW WOODS WATER PRINCIPAL,29359.79,checked,4124-fy-2017-annual-town-report.pdf,22
2017,COPIER FEES,2734.05,checked,4124-fy-2017-annual-town-report.pdf,22
2017,MEADOW WOODS WATER INTEREST,65847.74,checked,4124-fy-2017-annual-town-report.pdf,22
2017,WETLANDS FILING FEES,5115.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,STREET BETTERMENTS,900.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,WETLANDS ADVERTISING FEE,965.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,STREET BETTERMENT INTEREST,189.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,RENTAL OF OFFICE SPACE,900.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,RESEARCH FEES,1.50,checked,4124-fy-2017-annual-town-report.pdf,22
2017,POLE LOCATIONS,225.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,PARKING FINES,775.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,RECORDING FEES,75.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,COURT FINES,18694.11,checked,4124-fy-2017-annual-town-report.pdf,22
2017,FORM OF INTENT-BUSINESS,750.00,checked,4124-fy-2017-annual-town-report.pdf,22
2017,DOG FINES,3025.00,checked,4124-fy-2017-annual-town-report.pdf,22
2018,PERSONAL PROPERT Y T AXES,728150.63,checked,4125-fy-2018-annual-town-report.pdf,28
2018,RENT AL FEES CELL T OWER,67209.66,checked,4125-fy-2018-annual-town-report.pdf,28
2018,NET  MET ERING CREDIT S,132027.92,checked,4125-fy-2018-annual-town-report.pdf,28
2018,REAL EST AT E T AXES,24790167.56,checked,4125-fy-2018-annual-town-report.pdf,28
2018,ST REET  LIST S,120.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,SCHOOL BASED MEDICARE REIMB,123497.59,checked,4125-fy-2018-annual-town-report.pdf,28
2018,T AX LIENS REDEEMED,511237.55,checked,4125-fy-2018-annual-town-report.pdf,28
2018,T OWN PROPERT Y HAYING,1000.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,LOCK UP FEES,100.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,PRIOR YEAR REFUNDS,3039.91,checked,4125-fy-2018-annual-town-report.pdf,28
2018,MISC OVER/SHORT,18.37,checked,4125-fy-2018-annual-town-report.pdf,28
2018,DISHONORED CHECK FEE,425.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,FEDERAL REVENUE,0.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,SUPPL T AX-NEW CONST RUCT ION,97562.10,checked,4125-fy-2018-annual-town-report.pdf,28
2018,CEMET ERY WEEKEND BURIAL FEES,2000.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,PREMIUM SALE OF BONDS,0.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,PRO FORMA/ROLL BACK T AXES,3412.12,checked,4125-fy-2018-annual-town-report.pdf,28
2018,SALE OF COMPOST ING BINS/RAIN BARRELS,0.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,SALE OF T OWN EQUIPMENT,360.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,MOT OR VEHICLE EXCISE,1788950.07,checked,4125-fy-2018-annual-town-report.pdf,28
2018,RENT AL OF T URF FIELD FEES,0.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,MISC. REVENUE,2288.45,checked,4125-fy-2018-annual-town-report.pdf,28
2018,ON-LINE FEES,41.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,MEDICAL RECORDS,160.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,INT EREST  PERSONAL PROPERT Y,7278.13,checked,4125-fy-2018-annual-town-report.pdf,28
2018,ALCOHOLIC BEVERAGES,28925.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,INVEST MENT  INCOME,61701.73,checked,4125-fy-2018-annual-town-report.pdf,28
2018,INT EREST  REAL EST AT E,57085.81,checked,4125-fy-2018-annual-town-report.pdf,28
2018,MARRIAGE LICENSES,885.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,INT EREST  MOT OR VEHICLE EXCISE,15870.51,checked,4125-fy-2018-annual-town-report.pdf,28
2018,HEALT H LICENSES,1600.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,PEDDLERS LICENSE,45.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,PRIOR YEAR EXCISE,323.44,checked,4125-fy-2018-annual-town-report.pdf,28
2018,RAFFLES/BAZAAR PERMIT,20.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,PRIOR YEAR INT /DEMAND,708.26,checked,4125-fy-2018-annual-town-report.pdf,28
2018,SELECT MEN'S LICENSES,4710.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,DEMANDS MOT OR VEHICLE EXCISE,25693.35,checked,4125-fy-2018-annual-town-report.pdf,28
2018,GASOLINE LICENSES,590.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,T RANSFERS FROM OT HER FUNDS,1692339.93,checked,4125-fy-2018-annual-town-report.pdf,28
2018,DEMANDS REAL EST AT E,1622.84,checked,4125-fy-2018-annual-town-report.pdf,28
2018,DOG LICENSES,9880.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,DEMANDS PERSONAL PROPERT Y,320.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,WIRING PERMIT S,6388.83,checked,4125-fy-2018-annual-town-report.pdf,28
2018,GAS PERMIT S,1355.20,checked,4125-fy-2018-annual-town-report.pdf,28
2018,PENALT Y/INT EREST  T AX LIENS,229349.03,checked,4125-fy-2018-annual-town-report.pdf,28
2018,PLUMBING PERMIT S,2488.60,checked,4125-fy-2018-annual-town-report.pdf,28
2018,PAYMENT  IN LIEU OF T AXES,1649.85,checked,4125-fy-2018-annual-town-report.pdf,28
2018,BUILDING PERMIT S,117854.19,checked,4125-fy-2018-annual-town-report.pdf,28
2018,WOODST OVE PERMIT S,600.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,FIRE PERMIT S,18450.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,POLICE REPORT  FEES,2250.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,POLICE PERMIT S,4150.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,FIRE REPORT  FEES,55.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,T RENCH PERMIT,400.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,SPECIAL DET AIL ADMIN. FEES,19801.20,checked,4125-fy-2018-annual-town-report.pdf,28
2018,EART H REMOVAL PERMIT S,1400.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,MUNICIPAL LIENS,12325.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,MECHANICAL PERMIT S,2309.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,"CERT  COPY BIRT H, DEAT H, MARRIAGE",4671.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,ROAD OPENING PERMIT S,300.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,BUSINESS CERT IFICAT E,2765.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,RESIDENCY CERT IFICAT E,0.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,CERT IFICAT E OF INSPECT ION,1050.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,CHART ER T UIT ION REIMBURSEMENT,32471.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,CABLE T .V.,1694.50,checked,4125-fy-2018-annual-town-report.pdf,28
2018,ST AT E OWNED LAND,47230.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,RELEASE FEES,14585.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,VET /BLIND/SURVIVING SPOUSE ABAT EMENT S,47923.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,SEALING FEES,3245.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,ABAT EMENT S ELDERLY,20582.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,PRE-SCHOOL T UIT ION,37125.77,checked,4125-fy-2018-annual-town-report.pdf,28
2018,CH 70 SCHOOL AID,7272505.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,E-RAT E REIMBURSEMENT,8322.75,checked,4125-fy-2018-annual-town-report.pdf,28
2018,ST AT E REVENUE,1677.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,BUILDING RENT AL - SOLAR PANELS,15000.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,"SEC 2D CH 29 LOT T ERY, BEANO",1056431.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,MSBA REIMB-SCHOOL,474239.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,SCHOOL T RANSPORT AT ION,18375.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,SUBDIVISION/FORM A FILING FEES,2075.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,VET ERANS BENEFIT S REIMBURSEMENT,42397.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,PLANNING BOARD FEES/PERMIT S,4430.70,checked,4125-fy-2018-annual-town-report.pdf,28
2018,LOCAL OPT ION MEALS T AX,96112.53,checked,4125-fy-2018-annual-town-report.pdf,28
2018,WET LANDS BYLAWS,2990.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,ST UDENT  PARKING FEES,5810.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,ZONING BOARD FILING FEES,2065.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,T RAILER PARKS,14136.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,CEMET ERIES BURIALS,5350.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,RESCUE WAGON,270298.40,checked,4125-fy-2018-annual-town-report.pdf,28
2018,COPIER FEES,1793.10,checked,4125-fy-2018-annual-town-report.pdf,28
2018,MEADOW WOODS WAT ER PRINCIPAL,16649.21,checked,4125-fy-2018-annual-town-report.pdf,28
2018,WET LANDS FILING FEES,5693.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,MEADOW WOODS WAT ER INT EREST,47855.36,checked,4125-fy-2018-annual-town-report.pdf,28
2018,WET LANDS ADVERT ISING FEE,375.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,ST REET  BET T ERMENT S,900.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,RENT AL OF OFFICE SPACE,900.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,ST REET  BET T ERMENT  INT EREST,126.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,RESEARCH FEES,18.93,checked,4125-fy-2018-annual-town-report.pdf,28
2018,POLE LOCAT IONS,0.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,RECORDING FEES,0.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,PARKING FINES,970.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,FORM OF INT ENT -BUSINESS,945.00,checked,4125-fy-2018-annual-town-report.pdf,28
2018,COURT  FINES,26186.68,checked,4125-fy-2018-annual-town-report.pdf,28
2018,DOG FINES,2560.00,checked,4125-fy-2018-annual-town-report.pdf,28
2019,PERSONAL PROPERTY TAXES,712304.76,no check,4126-fy-2019-annual-town-report.pdf,30
2019,RENTAL FEES CELL TOWER,69225.96,no check,4126-fy-2019-annual-town-report.pdf,30
2019,REAL ESTATE TAXES,25.60,no check,4126-fy-2019-annual-town-report.pdf,30
2019,STREET LISTS,100.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,TAX LIENS REDEEMED,143695.63,no check,4126-fy-2019-annual-town-report.pdf,30
2019,DISHONORED CHECK FEE,430.05,no check,4126-fy-2019-annual-town-report.pdf,30
2019,CEMETERY WEEKEND BURIAL FEES,1500.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,SUPPL TAX-NEW CONSTRUCTION,58097.48,no check,4126-fy-2019-annual-town-report.pdf,30
2019,COBRA FEES,39.52,no check,4126-fy-2019-annual-town-report.pdf,30
2019,PRO FORMA/ROLL BACK TAXES,19.09,no check,4126-fy-2019-annual-town-report.pdf,30
2019,ON-LINE FEES,66.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,MOTOR VEHICLE EXCISE,1.84,no check,4126-fy-2019-annual-town-report.pdf,30
2019,ALCOHOLIC BEVERAGES,26.89,no check,4126-fy-2019-annual-town-report.pdf,30
2019,MARRIAGE LICENSES,800.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,INTEREST PERSONAL PROPERTY,2299.15,no check,4126-fy-2019-annual-town-report.pdf,30
2019,HEALTH LICENSES,2000.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,INTEREST REAL ESTATE,46.89,no check,4126-fy-2019-annual-town-report.pdf,30
2019,PEDDLERS LICENSE,40.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,INTEREST MOTOR VEHICLE EXCISE,17.61,no check,4126-fy-2019-annual-town-report.pdf,30
2019,RAFFLES/BAZAAR PERMIT,20.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,SELECTMEN'S LICENSES,5680.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,GASOLINE LICENSES,570.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,DOG LICENSES,11.41,no check,4126-fy-2019-annual-town-report.pdf,30
2019,DEMANDS MOTOR VEHICLE EXCISE,30613.78,no check,4126-fy-2019-annual-town-report.pdf,30
2019,WIRING PERMITS,5.26,no check,4126-fy-2019-annual-town-report.pdf,30
2019,DEMANDS REAL ESTATE,721.42,no check,4126-fy-2019-annual-town-report.pdf,30
2019,GAS PERMITS,2348.20,no check,4126-fy-2019-annual-town-report.pdf,30
2019,DEMANDS PERSONAL PROPERTY,125.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,PLUMBING PERMITS,1.86,no check,4126-fy-2019-annual-town-report.pdf,30
2019,BUILDING PERMITS,164595.70,no check,4126-fy-2019-annual-town-report.pdf,30
2019,PENALTY/INTEREST TAX LIENS,57.51,no check,4126-fy-2019-annual-town-report.pdf,30
2019,WOODSTOVE PERMITS,675.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,PAYMENT IN LIEU OF TAXES,1.64,no check,4126-fy-2019-annual-town-report.pdf,30
2019,FIRE PERMITS,21300.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,POLICE PERMITS,5.67,no check,4126-fy-2019-annual-town-report.pdf,30
2019,TRENCH PERMIT,640.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,POLICE REPORT FEES,21.23,no check,4126-fy-2019-annual-town-report.pdf,30
2019,EARTH REMOVAL PERMITS,1400.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,FIRE REPORT FEES,58.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,MECHANICAL PERMITS,328.75,no check,4126-fy-2019-annual-town-report.pdf,30
2019,SPECIAL DETAIL ADMIN. FEES,17.92,no check,4126-fy-2019-annual-town-report.pdf,30
2019,ROAD OPENING PERMITS,800.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,MUNICIPAL LIENS,10725.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,"CERT COPY BIRTH, DEATH, MARRIAGE",7125.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,BUSINESS CERTIFICATE,3.42,no check,4126-fy-2019-annual-town-report.pdf,30
2019,CHARTER TUITION REIMBURSEMENT,45.48,no check,4126-fy-2019-annual-town-report.pdf,30
2019,RESIDENCY CERTIFICATE,0.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,STATE OWNED LAND,47.23,no check,4126-fy-2019-annual-town-report.pdf,30
2019,CERTIFICATE OF INSPECTION,1000.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,VET/BLIND/SURVIVING SPOUSE ABATEMEN,50815.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,CABLE T.V.,1.70,no check,4126-fy-2019-annual-town-report.pdf,30
2019,ABATEMENTS ELDERLY,16566.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,RELEASE FEES,13745.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,CH 70 SCHOOL AID,7.53,no check,4126-fy-2019-annual-town-report.pdf,30
2019,SEALING FEES,2625.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,SMART GROWTH 40S,49601.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,PRE-SCHOOL TUITION,16590.50,no check,4126-fy-2019-annual-town-report.pdf,30
2019,UNRESTRICTED GEN'L GOVT AID,1093.40,no check,4126-fy-2019-annual-town-report.pdf,30
2019,E-RATE REIMBURSEMENT,0.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,MSBA REIMB-SCHOOL,474239.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,BUILDING RENTAL - SOLAR PANELS,9.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,SCHOOL TRANSPORTATION,12641.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,VETERANS BENEFITS REIMBURSEMENT,35.75,no check,4126-fy-2019-annual-town-report.pdf,30
2019,LOCAL OPTION MEALS TAX,100.98,no check,4126-fy-2019-annual-town-report.pdf,30
2019,SUBDIVISION/FORM A FILING FEES,3.52,no check,4126-fy-2019-annual-town-report.pdf,30
2019,PLANNING BOARD FEES/PERMITS,2865.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,WETLANDS BYLAWS,2542.70,no check,4126-fy-2019-annual-town-report.pdf,30
2019,TRAILER PARKS,13068.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,STUDENT PARKING FEES,5245.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,RESCUE WAGON,276.94,no check,4126-fy-2019-annual-town-report.pdf,30
2019,ZONING BOARD FILING FEES,2698.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,MEADOW WOODS WATER PRINCIPAL,0.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,CEMETERIES BURIALS,3550.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,MEADOW WOODS WATER INTEREST,15697.67,no check,4126-fy-2019-annual-town-report.pdf,30
2019,COPIER FEES,1.96,no check,4126-fy-2019-annual-town-report.pdf,30
2019,STREET BETTERMENTS,900.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,WETLANDS FILING FEES,6090.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,STREET BETTERMENT INTEREST,63.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,WETLANDS ADVERTISING FEE,690.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,RENTAL OF OFFICE SPACE,900.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,LAND LEASE,1000.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,PARKING FINES,375.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,POLE LOCATIONS,50.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,COURT FINES,20.08,no check,4126-fy-2019-annual-town-report.pdf,30
2019,FORM OF INTENT-BUSINESS,1185.00,no check,4126-fy-2019-annual-town-report.pdf,30
2019,DOG FINES,6755.00,no check,4126-fy-2019-annual-town-report.pdf,30
2020,PERSONAL PROPERTY TAXES REAL ESTATE TAXES,790599.19,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,"RENTAL FEES CELL TOWER                  571,302.82",120.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,NET METERING CREDITS,138280.15,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,SCHOOL BASED MEDICARE REIMB,37133.91,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,TAX LIENS REDEEMED,229176.93,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,PRIOR YEAR REFUNDS,1461.70,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,LOCK UP FEES,155.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,DISHONORED CHECK FEE,425.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,BID CHARGES,1750.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,CEMETERY WEEKEND BURIAL FEES,1500.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,FEDERAL REVENUE,0.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,SUPPL. TAX-NEW CONSTRUCTION,10057.81,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,COBRA FEES,0.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,PREMIUM SALE OF BONDS,0.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,"FORMA/ROLL BACK TAXES                514,501.67 ON-LINE FEES",101.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,SALE OF TOWN EQUIPMENT,2101.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,MOTOR VEHICLE EXCISE,1.81,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,MISC. REVENUE,9839.82,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,MEDICAL RECORDS,190.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,ALCOHOLIC BEVERAGES,28660.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,MARRIAGE LICENSES,750.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,INTEREST PERSONAL PROPERTY,1028.58,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,HEALTH LICENSES,1800.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,INVESTMENT INCOME,102340.41,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,INTEREST REAL ESTATE,58501.05,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,PEDDLERS LICENSE,40.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,INTEREST MOTOR VEHICLE EXCISE,16203.36,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,RAFFLES/BAZAAR PERMIT,0.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,SELECTMEN'S LICENSES,4620.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,PRIOR YEAR EXCISE,61.25,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,GASOLINE LICENSES,520.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,PRIOR YEAR INT/DEMAND,120.78,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,DOG LICENSES,12585.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,DEMANDS MOTOR VEHICLE EXCISE,23358.82,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,WIRING PERMITS,3707.45,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,DEMANDS REAL ESTATE,1130.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,GAS PERMITS,1657.88,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,DEMANDS PERSONAL PROPERTY,195.30,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,PLUMBING PERMITS,1864.42,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,BUILDING PERMITS,245265.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,PENALTY/INTEREST TAX LIENS,54131.23,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,WOODSTOVE PERMITS,225.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,PAYMENT IN LIEU OF TAXES,0.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,FIRE PERMITS,18685.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,POLICE PERMITS,6300.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,TRENCH PERMIT,1040.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,POLICE REPORT FEES,0.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,EARTH REMOVAL PERMITS,800.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,FIRE REPORT FEES,65.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,MECHANICAL PERMITS,1135.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,ROAD OPENING PERMITS,1600.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,CHARTER TUITION REIMBURSEMENT,43653.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,RESIDENCY CERTIFICATE,26222.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,VET/BLIND/SURVIVING SPOUSE ABATEMENTS,3013.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,ABATEMENTS ELDERLY,14056.00,check failed,4127-fy-2020-annual-town-report.pdf,24
