fy,lea,district,geo_level,grades,grades_level,student_group,student_group_level,indicator_category,indicator,printing,denominator_cnt,measure_cnt,measure_pct,value_type,doc_id
2023,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grades 5 and 8),1,59,11,19.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 3-8),1,744,,47.8,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 3-8),1,744,,48.7,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grades 3-8),1,881,441,50.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grades 3-8),1,882,415,47.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grades 5 and 8),1,300,148,49.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,97,58,60.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,323,100,31.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,104,97,93.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),SAT average score - Mathematics,1,76,,583.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),SAT average score - Reading,1,76,,597.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,CONTEXT,Stability rate (enrolled all year),1,2318,2262,97.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,CONTEXT,Student Enrollment,1,2325,2325,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,119,92,77.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,163,11,6.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,163,108,66.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,163,119,73.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,PROGRAM OF STUDY,12th graders passing a full year of mathematics coursework,1,162,23,14.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,PROGRAM OF STUDY,12th graders passing a full year of science and technology/engineering coursework,1,162,24,14.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,PROGRAM OF STUDY,9th graders completing and passing all courses,1,172,160,93.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,PROGRAM OF STUDY,High school graduates who completed MassCore,1,163,163,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,STUDENT OUTCOMES,4-year cohort graduation rate,1,167,,96.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,STUDENT OUTCOMES,5-year cohort graduation rate,1,167,,97.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,STUDENT OUTCOMES,9th to 10th grade promotion rate (first-time 9th graders only),1,170,162,95.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,STUDENT OUTCOMES,Annual dropout rate,1,650,3,0.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,STUDENT OUTCOMES,Chronically absent rate (% of students absent 10% or more each year),1,2346,311,13.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,STUDENT OUTCOMES,Student attendance rate,1,2346,,93.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,STUDENT OUTCOMES,Students absent 10 or more days each year,1,2346,1100,46.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,STUDENT OUTCOMES,Students suspended in-school at least once,1,2349,45,1.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,STUDENT OUTCOMES,Students suspended out-of-school at least once,1,2349,19,0.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,41,2,5.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,2,,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),SAT average score - Mathematics,1,1,,,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),SAT average score - Reading,1,1,,,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,CONTEXT,Stability rate (enrolled all year),1,431,426,98.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,CONTEXT,Student Enrollment,1,2325,395,17.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,15,8,53.300000000000004,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,33,6,18.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,33,9,27.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,33,15,45.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of mathematics coursework,1,18,1,5.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of science and technology/engineering coursework,1,18,2,11.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,9th graders completing and passing all courses,1,32,24,75.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,High school graduates who completed MassCore,1,33,33,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education director FTE,1,,,1.0,FTE,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education paraprofessionals per 100 SWD,1,70,380,18.4,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education service FTE per 100 SWD,1,0.8,380,4.5,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education support FTE per 100 SWD,1,7.9,380,0.5,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education teachers per 100 SWD,1,24.1,380,0.2,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,4-year cohort graduation rate,1,33,,90.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,5-year cohort graduation rate,1,33,,90.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,9th to 10th grade promotion rate (first-time 9th graders only),1,29,27,93.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Annual dropout rate,1,97,1,1.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Chronically absent rate (% of students absent 10% or more each year),1,409,81,19.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Student attendance rate,1,409,,92.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Students absent 10 or more days each year,1,409,196,47.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Students suspended in-school at least once,1,443,25,5.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Students suspended out-of-school at least once,1,443,13,2.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,96,58,60.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,282,98,35.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,102,96,94.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),SAT average score - Mathematics,1,75,,583.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),SAT average score - Reading,1,75,,595.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students without Disabilities,detail,CONTEXT,Student Enrollment,1,2325,1930,83.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,104,84,80.80000000000001,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,130,5,3.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,130,99,76.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,130,104,80.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students without Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of mathematics coursework,1,144,22,15.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,K-12,all,Students without Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of science and technology/engineering coursework,1,144,22,15.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
