fy,lea,district,race_ethnicity,race_level,job_class,educators_headcount,educators_pct,hires_headcount,hires_pct,retained_headcount,retained_pct,reconciles,doc_id
2021,01250000,Harvard,Hispanic/Latino,detail,Paraprofessional,1,0.036,1,0.125,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,Hispanic/Latino,detail,Teacher,2,0.022,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,"Multi-race, Non-Hisp./Lat.",detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,"Multi-race, Non-Hisp./Lat.",detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,"Multi-race, Non-Hisp./Lat.",detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,"Multi-race, Non-Hisp./Lat.",detail,Paraprofessional,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,"Multi-race, Non-Hisp./Lat.",detail,Teacher,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,Nat. Haw. or Pacif. Isl.,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,Nat. Haw. or Pacif. Isl.,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,Nat. Haw. or Pacif. Isl.,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,Nat. Haw. or Pacif. Isl.,detail,Paraprofessional,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,Nat. Haw. or Pacif. Isl.,detail,Teacher,1,0.011,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,White,detail,Administrator,8,1,,,7,1,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,White,detail,Other - Licensed,8,0.889,,,7,0.875,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,White,detail,Other - Non-Licensed,20,0.952,,,16,0.889,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,White,detail,Paraprofessional,26,0.929,7,0.875,14,0.583,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01250000,Harvard,White,detail,Teacher,88,0.946,,,79,0.888,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Afr. Amer./Black,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Afr. Amer./Black,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Afr. Amer./Black,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Afr. Amer./Black,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Afr. Amer./Black,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,All Educators,all,Administrator,14,1,,,13,0.813,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,All Educators,all,Other - Licensed,14,1,,,11,0.786,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,All Educators,all,Other - Non-Licensed,37,1,,,28,0.933,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,All Educators,all,Paraprofessional,60,1,,,53,0.93,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,All Educators,all,Teacher,114,1,7,1,105,0.921,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Amer. Ind. or Alaska Nat.,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Amer. Ind. or Alaska Nat.,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Amer. Ind. or Alaska Nat.,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Amer. Ind. or Alaska Nat.,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Amer. Ind. or Alaska Nat.,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Asian,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Asian,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Asian,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Asian,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Asian,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Hispanic/Latino,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Hispanic/Latino,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Hispanic/Latino,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Hispanic/Latino,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Hispanic/Latino,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,"Multi-race, Non-Hisp./Lat.",detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,"Multi-race, Non-Hisp./Lat.",detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,"Multi-race, Non-Hisp./Lat.",detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,"Multi-race, Non-Hisp./Lat.",detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,"Multi-race, Non-Hisp./Lat.",detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Nat. Haw. or Pacif. Isl.,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Nat. Haw. or Pacif. Isl.,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Nat. Haw. or Pacif. Isl.,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Nat. Haw. or Pacif. Isl.,detail,Paraprofessional,1,0.017,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,Nat. Haw. or Pacif. Isl.,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,White,detail,Administrator,14,1,,,13,0.813,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,White,detail,Other - Licensed,14,1,,,11,0.786,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,White,detail,Other - Non-Licensed,37,1,,,28,0.933,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,White,detail,Paraprofessional,59,0.983,,,52,0.929,yes,sources/state-dese/dese-educators-retention.xlsx
2021,01620000,Lunenburg,White,detail,Teacher,114,1,7,1,105,0.921,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Afr. Amer./Black,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Afr. Amer./Black,detail,Other - Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Afr. Amer./Black,detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Afr. Amer./Black,detail,Paraprofessional,1,0.014,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Afr. Amer./Black,detail,Teacher,3,0.018,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,All Educators,all,Administrator,17,1,,,11,0.611,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,All Educators,all,Other - Licensed,30,1,6,1,22,0.846,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,All Educators,all,Other - Non-Licensed,40,1,7,1,31,0.705,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,All Educators,all,Paraprofessional,69,1,,,59,0.756,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,All Educators,all,Teacher,163,1,6,1,151,0.893,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Amer. Ind. or Alaska Nat.,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Amer. Ind. or Alaska Nat.,detail,Other - Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Amer. Ind. or Alaska Nat.,detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Amer. Ind. or Alaska Nat.,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Amer. Ind. or Alaska Nat.,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Asian,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Asian,detail,Other - Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Asian,detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Asian,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Asian,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Hispanic/Latino,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Hispanic/Latino,detail,Other - Licensed,1,0.033,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Hispanic/Latino,detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Hispanic/Latino,detail,Paraprofessional,1,0.014,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Hispanic/Latino,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,"Multi-race, Non-Hisp./Lat.",detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,"Multi-race, Non-Hisp./Lat.",detail,Other - Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,"Multi-race, Non-Hisp./Lat.",detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,"Multi-race, Non-Hisp./Lat.",detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,"Multi-race, Non-Hisp./Lat.",detail,Teacher,2,0.012,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Nat. Haw. or Pacif. Isl.,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Nat. Haw. or Pacif. Isl.,detail,Other - Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Nat. Haw. or Pacif. Isl.,detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Nat. Haw. or Pacif. Isl.,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,Nat. Haw. or Pacif. Isl.,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,White,detail,Administrator,17,1,,,11,0.611,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,White,detail,Other - Licensed,29,0.967,6,1,21,0.84,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,White,detail,Other - Non-Licensed,40,1,7,1,31,0.721,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,White,detail,Paraprofessional,67,0.971,,,57,0.75,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06100000,Ashburnham-Westminster,White,detail,Teacher,158,0.969,6,1,146,0.896,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Afr. Amer./Black,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Afr. Amer./Black,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Afr. Amer./Black,detail,Other - Non-Licensed,1,0.038,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Afr. Amer./Black,detail,Paraprofessional,2,0.035,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Afr. Amer./Black,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,All Educators,all,Administrator,16,1,,,14,0.933,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,All Educators,all,Other - Licensed,18,1,,,13,0.765,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,All Educators,all,Other - Non-Licensed,26,1,,,26,0.963,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,All Educators,all,Paraprofessional,57,1,,,48,0.828,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,All Educators,all,Teacher,142,1,8,1,126,0.92,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Amer. Ind. or Alaska Nat.,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Amer. Ind. or Alaska Nat.,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Amer. Ind. or Alaska Nat.,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Amer. Ind. or Alaska Nat.,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Amer. Ind. or Alaska Nat.,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Asian,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Asian,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Asian,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Asian,detail,Paraprofessional,3,0.053,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Asian,detail,Teacher,1,0.007,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Hispanic/Latino,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Hispanic/Latino,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Hispanic/Latino,detail,Other - Non-Licensed,1,0.038,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Hispanic/Latino,detail,Paraprofessional,2,0.035,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Hispanic/Latino,detail,Teacher,3,0.021,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,"Multi-race, Non-Hisp./Lat.",detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,"Multi-race, Non-Hisp./Lat.",detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,"Multi-race, Non-Hisp./Lat.",detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,"Multi-race, Non-Hisp./Lat.",detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,"Multi-race, Non-Hisp./Lat.",detail,Teacher,1,0.007,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Nat. Haw. or Pacif. Isl.,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Nat. Haw. or Pacif. Isl.,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Nat. Haw. or Pacif. Isl.,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Nat. Haw. or Pacif. Isl.,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,Nat. Haw. or Pacif. Isl.,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,White,detail,Administrator,16,1,,,14,0.933,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,White,detail,Other - Licensed,18,1,,,13,0.813,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,White,detail,Other - Non-Licensed,24,0.923,,,24,0.96,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,White,detail,Paraprofessional,50,0.877,,,42,0.808,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06160000,Ayer Shirley School District,White,detail,Teacher,137,0.965,8,1,121,0.924,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Afr. Amer./Black,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Afr. Amer./Black,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Afr. Amer./Black,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Afr. Amer./Black,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Afr. Amer./Black,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,All Educators,all,Administrator,25,1,,,21,0.913,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,All Educators,all,Other - Licensed,29,1,,,28,0.966,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,All Educators,all,Other - Non-Licensed,36,1,,,33,0.917,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,All Educators,all,Paraprofessional,60,1,,,58,0.906,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,All Educators,all,Teacher,194,1,17,1,178,0.942,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Amer. Ind. or Alaska Nat.,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Amer. Ind. or Alaska Nat.,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Amer. Ind. or Alaska Nat.,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Amer. Ind. or Alaska Nat.,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Amer. Ind. or Alaska Nat.,detail,Teacher,1,0.005,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Asian,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Asian,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Asian,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Asian,detail,Paraprofessional,1,0.017,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Asian,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Hispanic/Latino,detail,Administrator,1,0.04,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Hispanic/Latino,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Hispanic/Latino,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Hispanic/Latino,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,Hispanic/Latino,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2021,06730000,Groton-Dunstable,"Multi-race, Non-Hisp./Lat.",detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
