id,kind,subkind,code,name,owner,owner_basis,relates_to,purpose,authority,trend_label,report
rev-437000,revenue,fee or permit,437000,COWDREY BO,cemetery-commission,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-437100,revenue,fee or permit,437100,COMP PERMI,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-437200,revenue,fee or permit,437200,REC FEES,parks-commission,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-437300,revenue,fee or permit,437300,LEASE PRIM,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-437400,revenue,fee or permit,437400,PARKINGFEE,police,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-437500,revenue,fee or permit,437500,BETTQUOTE,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-437600,revenue,fee or permit,437600,STUDENTBUS,treasurer-collector,"the department that raises it, by the account name",school-committee,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-437700,revenue,fee or permit,437700,HAYING FEE,select-board,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-437800,revenue,fee or permit,437800,COMPOSTING,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-438000,revenue,fee or permit,438000,CONSTABLEF,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-438100,revenue,fee or permit,438100,RENTALOFFI,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-438200,revenue,fee or permit,438200,RENTTURFFI,treasurer-collector,"the department that raises it, by the account name",school-committee,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-438300,revenue,fee or permit,438300,BLDGRENSOL,facilities,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-438600,revenue,fee or permit,438600,CERTFEE,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-440100,revenue,fee or permit,440100,ALCOHOL BV,select-board,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-440200,revenue,fee or permit,440200,OTHER LIC,select-board,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-440300,revenue,fee or permit,440300,MARR LIC,town-clerk,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-440400,revenue,fee or permit,440400,HEALTH LIC,board-of-health,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-440500,revenue,fee or permit,440500,SELECT LIC,select-board,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-440600,revenue,fee or permit,440600,GAS LIC,board-of-health,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-440700,revenue,fee or permit,440700,DOG LIC,town-clerk,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-440800,revenue,fee or permit,440800,PEDDLR LIC,select-board,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-441000,revenue,fee or permit,441000,WIRING PER,building-inspection,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-441100,revenue,fee or permit,441100,GAS PERMIT,building-inspection,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-441200,revenue,fee or permit,441200,PLUMB PERM,building-inspection,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-441300,revenue,fee or permit,441300,BUILD PERM,building-inspection,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-441400,revenue,fee or permit,441400,WOOD PERM,building-inspection,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-441500,revenue,fee or permit,441500,TRENCH PER,building-inspection,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-441700,revenue,fee or permit,441700,FIRE PERM,fire,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-441800,revenue,fee or permit,441800,POLICE PER,police,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-441900,revenue,fee or permit,441900,RAF & BAZ,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-442000,revenue,fee or permit,442000,EARTH PER,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-442100,revenue,fee or permit,442100,SALE STAND,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-442200,revenue,fee or permit,442200,ROAD PER,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-442300,revenue,fee or permit,442300,MECHPERMI,building-inspection,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-450000,revenue,state aid,450000,STATE REVE,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-450100,revenue,state aid,450100,STATE LAND,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-450200,revenue,state aid,450200,VET ABATE,board-of-assessors,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-450300,revenue,state aid,450300,ABATE SPOU,board-of-assessors,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-450400,revenue,state aid,450400,BLIND ABAT,board-of-assessors,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-450500,revenue,state aid,450500,ABATE ELDE,board-of-assessors,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-450600,revenue,state aid,450600,CH 70 AID,treasurer-collector,"the department that raises it, by the account name",school-committee,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-450700,revenue,state aid,450700,MSBA REIMB,treasurer-collector,"the department that raises it, by the account name",school-committee,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-450800,revenue,state aid,450800,ADD AID LB,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-450900,revenue,state aid,450900,SCHOOL TRA,treasurer-collector,"the department that raises it, by the account name",school-committee,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-451000,revenue,state aid,451000,MUN STAB,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-451100,revenue,state aid,451100,CHARTER,treasurer-collector,"the department that raises it, by the account name",school-committee,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-451200,revenue,state aid,451200,PROF DEV,treasurer-collector,"the department that raises it, by the account name",school-committee,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-451300,revenue,state aid,451300,MIN TEACHE,treasurer-collector,"the department that raises it, by the account name",school-committee,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-451400,revenue,state aid,451400,UGGA,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-451500,revenue,state aid,451500,CH 81,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-451700,revenue,state aid,451700,LOC AID AD,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-451800,revenue,state aid,451800,RM OCC EXC,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-451900,revenue,state aid,451900,ADD'L ASST,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-452000,revenue,state aid,452000,S6CH115VET,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-452100,revenue,state aid,452100,HWY RECON,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-452200,revenue,state aid,452200,QUINN BILL,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-452300,revenue,state aid,452300,MUN RELIEF,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-452400,revenue,state aid,452400,FOREST CUT,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-452500,revenue,state aid,452500,ZONING INC,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-452600,revenue,state aid,452600,MEALS TAX,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-452700,revenue,state aid,452700,ADDAIDESTR,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-452800,revenue,state aid,452800,ADDAIDAPPR,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-452900,revenue,state aid,452900,SCHCOSTREI,treasurer-collector,"the department that raises it, by the account name",school-committee,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-460000,revenue,federal,460000,FED REV,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-460100,revenue,federal,460100,MEDRECMRC,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-460200,revenue,federal,460200,ERATEREIMB,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-470100,revenue,fine or miscellaneous,470100,COURT FINE,police,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-470200,revenue,fine or miscellaneous,470200,TRAIL PARK,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-470300,revenue,fine or miscellaneous,470300,RESCUE WAG,fire,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-470500,revenue,fine or miscellaneous,470500,TAX TITLE,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-471300,revenue,fine or miscellaneous,471300,FINES FORF,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-471400,revenue,fine or miscellaneous,471400,PARK FINE,police,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-471500,revenue,fine or miscellaneous,471500,ZON FINES,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-471600,revenue,fine or miscellaneous,471600,FIRE FINES,fire,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-471700,revenue,fine or miscellaneous,471700,CONS FINE,conservation-commission,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-471800,revenue,fine or miscellaneous,471800,DOG FINES,animal-control,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-471900,revenue,fine or miscellaneous,471900,MISC REV,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-472000,revenue,fine or miscellaneous,472000,SALE TOWNP,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-472100,revenue,fine or miscellaneous,472100,LOCK FEES,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-472200,revenue,fine or miscellaneous,472200,BID CHRGS,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-472300,revenue,fine or miscellaneous,472300,TOWN EQUIP,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-472400,revenue,fine or miscellaneous,472400,MED D DRUG,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-472500,revenue,fine or miscellaneous,472500,NETMETERIN,facilities,"the department that raises it, by the account name",,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-472600,revenue,fine or miscellaneous,472600,MISCTAXOVE,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-472700,revenue,fine or miscellaneous,472700,PREPAYPP,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-473000,revenue,fine or miscellaneous,473000,SPED REIMB,treasurer-collector,"the department that raises it, by the account name",school-committee,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-475000,revenue,fine or miscellaneous,475000,ST BT PRIN,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-475100,revenue,fine or miscellaneous,475100,ST BETT IN,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-475200,revenue,fine or miscellaneous,475200,SEPTIC BET,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-475300,revenue,fine or miscellaneous,475300,SEP INT,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-475400,revenue,fine or miscellaneous,475400,SEWER BET,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-475500,revenue,fine or miscellaneous,475500,SEWER INT,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-475600,revenue,fine or miscellaneous,475600,MWWATPRINC,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-475700,revenue,fine or miscellaneous,475700,MWWATINTER,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-480100,revenue,interest and transfers,480100,INVEST INC,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-480200,revenue,interest and transfers,480200,PY BAL,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-480300,revenue,interest and transfers,480300,PY EXCISE,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-480400,revenue,interest and transfers,480400,PY INT,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-480500,revenue,interest and transfers,480500,INS SETTLR,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-490100,revenue,interest and transfers,490100,BOND PROC,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-490200,revenue,interest and transfers,490200,OP TRAN SR,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-490300,revenue,interest and transfers,490300,OP TRAN CP,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-490400,revenue,interest and transfers,490400,OP TRAN TR,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-490500,revenue,interest and transfers,490500,OP TRAN AG,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-490700,revenue,interest and transfers,490700,TRANS ENT,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-490800,revenue,interest and transfers,490800,TRANSOFFSE,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-490900,revenue,interest and transfers,490900,TRANSRECRE,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-493000,revenue,interest and transfers,493000,PREMIUMS,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-496000,revenue,interest and transfers,496000,INT BONDS,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
rev-499900,revenue,interest and transfers,499900,FBCYBUDGET,treasurer-collector,receipted by the Treasurer/Collector; no department raises it,,,,,sources/town-ledgers/revenue/glytdbud-revenue-fy2026-p09-gf-all.txt
sr-1300,special-revenue,other,1300,LOST BOOKS/TECH REV FUND,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,payments for lost books and devices,,Recovery for Lost Books,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1301,special-revenue,revolving,1301,CHAPTER 658 REVOLVING FUND,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,"athletics and student activities: fees and gate receipts, spent on the programmes that raise them",M.G.L. c.71 §47,Chapter 658 School Athletics,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1302,special-revenue,revolving,1302,ADULT EDUCATION REVOLVING FUND,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,adult and continuing education tuition,M.G.L. c.71 §71E,Adult Education,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1303,special-revenue,revolving,1303,SUMMER SCHOOL REVOLVING FUND,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,summer school tuition,M.G.L. c.71 §71E,Summer School Program,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1305,special-revenue,other,1305,AFTER SCHOOL ACTIVITIES FUND,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,after-school activity fees,,After School Activities,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1306,special-revenue,revolving,1306,SCHOOL FACILITIES USE REVOLV,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,rent from outside groups using school buildings and fields,M.G.L. c.71 §71E,School Facilities Use,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1308,special-revenue,revolving,1308,SCHOOL CHOICE REVOLVING FUND,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,tuition the state pays for pupils who choose Lunenburg from another district,M.G.L. c.76 §12B,School Choice,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1309,special-revenue,other,1309,INSURANCE RECOVERIES SCHOOL,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,insurance recoveries on school property,,Insurance Recoveries - School,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1310,special-revenue,revolving,1310,GREENTHUMB REVOLVING FUND,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,Greenthumb Revolving,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1311,special-revenue,gift,1311,SCHOOL GIFT FUND,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,"gifts to the schools, spent as the donor directs",M.G.L. c.44 §53A,School Gift Fund,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1312,special-revenue,revolving,1312,EXTENDED DAY REVOLVING FUND,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,extended-day programme fees,,Extended Day Revolving Fund,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1314,special-revenue,revolving,1314,VENDING REVOLVING,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,vending-machine receipts,,Vending Machine Revolving,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1315,special-revenue,gift,1315,FAMILY NETWORK GIFT FUND,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,Family Network Gift Fund,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1316,special-revenue,revolving,1316,COA MEALS REVOLVING FUND,council-on-aging,department code 541 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1500,special-revenue,revolving,1500,PARK REVOLVING FUND,parks-commission,department code 650 in the unlabelled column of the town’s special-revenue report,,"programme and beach fees, spent on the parks that raise them",,Park User Fees,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1501,special-revenue,other,1501,INSURANCE RECOVERIES-HIGHWAY,dpw,department code 411 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1502,special-revenue,other,1502,INSURANCE RECOVERIES,fire,department code 220 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1503,special-revenue,other,1503,INSURANCE RECOVERIES POLICE,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1504,special-revenue,revolving,1504,LIBRARY REVOLVING FUND,library-board-of-trustees,department code 610 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1505,special-revenue,revolving,1505,MART REVOLVING FUND,council-on-aging,department code 541 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1506,special-revenue,revolving,1506,COASTAL/PATRIOT REVOLVING FUND,fire,department code 220 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1507,special-revenue,revolving,1507,CONSERVATION CONSULTANT REVOLV,conservation-commission,department code 171 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1508,special-revenue,other,1508,POLICE DRUG FORFEITURE STATE,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1511,special-revenue,gift,1511,LIBRARY GIFT FUND,library-board-of-trustees,department code 610 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1513,special-revenue,other,1513,MUNICIPAL SCHOLARSHIP FUND,trust-fund-commission,department code 134 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1515,special-revenue,other,1515,BELL TOWER MTC FUND,facilities,department code 193 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1516,special-revenue,gift,1516,POLICE GIFT FUND,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
