id,kind,subkind,code,name,owner,owner_basis,relates_to,purpose,authority,trend_label,report
sr-2787,special-revenue,grant,2787,FY22 TITLE IV PART A #309,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2788,special-revenue,grant,2788,FY22 TITLE II #140,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2793,special-revenue,grant,2793,SCHOOL WATER IMPROVEMENT GRANT,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2795,special-revenue,grant,2795,FY23 TITLE IV #309,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2796,special-revenue,grant,2796,FY23 TITLE II #140,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2797,special-revenue,grant,2797,FY23 #719 ACCELERATED LITERACY,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2800,special-revenue,grant,2800,FY25 140   080524093026,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2809,special-revenue,grant,2809,FY26 117 soa Evidence Based,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2813,special-revenue,grant,2813,FY25 #240,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2814,special-revenue,grant,2814,FY26 #240,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2832,special-revenue,grant,2832,FY25 #274  0205202509302025,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2903,special-revenue,grant,2903,BC/BS MINI GRANT,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,BC/BS Healthy Choices,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2911,special-revenue,grant,2911,TECH PREP PRIVATE GRANT,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,Tech Prep Consortium,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2912,special-revenue,grant,2912,TUFTS UNIVERSITY HEAT GRANT,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,Tufts University Heat Grant,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2914,special-revenue,grant,2914,HACH SCIENTIFIC FOUNDATION GR,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,Hach Scientific Foundation Grant,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2921,special-revenue,grant,2921,UNITED WAY VENTURE GRANT,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,United Way Venture,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2940,special-revenue,grant,2940,WALMART GRANT - POLICE DEPT,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2941,special-revenue,grant,2941,VENTURE GRANT/ARE YOU OK,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2942,special-revenue,grant,2942,FIELDS POND FOUNDATION GRANT,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2943,special-revenue,grant,2943,CVS VOLUNTEER CHALLENGE GRANT,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2944,special-revenue,grant,2944,MARCH FOR PARKS,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2945,special-revenue,grant,2945,POLICE NRA FOUNDATION GRANT,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2946,special-revenue,grant,2946,TOWN HALL CHIMNEY GRANT,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2947,special-revenue,grant,2947,K9 GRANT - STANTON FOUNDATION,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2948,special-revenue,grant,2948,AGRICULTURAL COMMISSION GRANT,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2949,special-revenue,grant,2949,COA PROGRAM GRANT,council-on-aging,department code 541 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2952,special-revenue,grant,2952,MIIA FLEX GRANT,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2953,special-revenue,grant,2953,MEDICATION DISPOSAL GRANT,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
ef-5000,enterprise,betterment,5000,SEWER BETTERMENTS,sewer-commission,the board that sets its rates,,,,,sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-ef-sewer.txt
ef-5100,enterprise,betterment,5100,WATER BETTERMENT FUND,dpw,the board that sets its rates,,,,,sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-ef-sewer.txt
ef-6000,enterprise,enterprise fund,6000,SEWER ENTERPRISE FUND,sewer-commission,the board that sets its rates,,,,,sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-ef-sewer.txt
ef-6100,enterprise,enterprise fund,6100,WATER ENTERPRISE FUND,dpw,the board that sets its rates,,,,,sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-ef-water.txt
ef-6200,enterprise,enterprise fund,6200,PEG ACCESS ENTERPRISE FUND,select-board,the board that sets its rates,,,,,sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-ef-peg-access.txt
ef-7900,enterprise,enterprise fund,7900,SOLID WASTE/RECYCLING ENTERPRI,dpw,the board that sets its rates,,,,,sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-ef-solid-waste.txt
tr-8000,trust,,8000,Cemetery perp care interest,cemetery-commission,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8001,trust,,8001,Perpetual care bequest,cemetery-commission,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8110,trust,scholarship,8110,Dora Haven Cowdrey Scholarship,trust-fund-commission,"a scholarship trust, by its name; the Trust Fund Commission holds the town’s trusts",,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8111,trust,,8111,Arts Lottery,cultural-council,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8112,trust,scholarship,8112,Timothy Stanley Scholarship,trust-fund-commission,"a scholarship trust, by its name; the Trust Fund Commission holds the town’s trusts",,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8113,trust,scholarship,8113,Beth Curtis Scholarship Trust,trust-fund-commission,"a scholarship trust, by its name; the Trust Fund Commission holds the town’s trusts",,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8114,trust,,8114,Library Book/ All Purpose,library-board-of-trustees,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8115,trust,,8115,Cemetery Sale of Lots,cemetery-commission,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8116,trust,,8116,School Prize Fund,school-committee,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8117,trust,scholarship,8117,Ryan Busque Scholarship,trust-fund-commission,"a scholarship trust, by its name; the Trust Fund Commission holds the town’s trusts",,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8118,trust,scholarship,8118,Philip Crouse Scholarship fund,trust-fund-commission,"a scholarship trust, by its name; the Trust Fund Commission holds the town’s trusts",,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8119,trust,,8119,Athletic Booster Clun,school-committee,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8120,trust,scholarship,8120,Wakefield Scholarship,trust-fund-commission,"a scholarship trust, by its name; the Trust Fund Commission holds the town’s trusts",,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8121,trust,,8121,Sidewalks & Grounds,dpw,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8122,trust,,8122,Chester Moosman Trust Fund,unresolved,,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8123,trust,,8123,Worth Poor Funds,unresolved,,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8126,trust,,8126,Playground Fund,parks-commission,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8127,trust,,8127,C Allen Headstone Trust,cemetery-commission,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8128,trust,,8128,Gazebo Restoration Trust,unresolved,,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8130,trust,scholarship,8130,Barbara Nelson Scholarship,trust-fund-commission,"a scholarship trust, by its name; the Trust Fund Commission holds the town’s trusts",,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8131,trust,,8131,American Legion Post,select-board,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8132,trust,,8132,Sewer Reserve Capacity Fund,sewer-commission,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8134,trust,scholarship,8134,Czelusniak Scholarship Fund,trust-fund-commission,"a scholarship trust, by its name; the Trust Fund Commission holds the town’s trusts",,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8135,trust,scholarship,8135,Linde Sacksen Scholarship Fund,trust-fund-commission,"a scholarship trust, by its name; the Trust Fund Commission holds the town’s trusts",,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8139,trust,scholarship,8139,Pete Lincoln Scholarship,trust-fund-commission,"a scholarship trust, by its name; the Trust Fund Commission holds the town’s trusts",,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8142,trust,,8142,Vincent Joseph Fund,unresolved,,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8143,trust,scholarship,8143,Geof Lucier Scholarship,trust-fund-commission,"a scholarship trust, by its name; the Trust Fund Commission holds the town’s trusts",,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8144,trust,,8144,Compensated Absense,town-manager,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8124,stabilization,,8124,stabilization,town-meeting,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8125,stabilization,,8125,conservation trust,conservation-commission,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8129,stabilization,,8129,playground fund,unresolved,,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8133,stabilization,,8133,Sewer stabilization,sewer-commission,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8136,stabilization,,8136,vehicle equipment,capital-planning-committee,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8137,stabilization,,8137,opeb,treasurer-collector,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8138,stabilization,,8138,sewer cap stab,sewer-commission,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8140,stabilization,,8140,Health Ins  Stabil,town-manager,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-8141,stabilization,,8141,opiod,board-of-health,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-9000,agency,,9000,Regional Assessor Account,board-of-assessors,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-9001,agency,,9001,Police Fire Special Details,police,the fund’s name,,,,,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
tr-9002,agency,,9002,Custodian Special Detail,school-committee,the fund’s name,,,,Custodian Special Details,sources/town-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx
cp-3006,capital,capital project fund,3006,8/2STM & 6/6 STM Dev Cem,cemetery-commission,the article the fund’s name cites,,,,,sources/data/report-trust-funds.csv
cp-3053,capital,capital project fund,3053,4/5 STM Eng/Constr Sewers,sewer-commission,the article the fund’s name cites,,,,,sources/data/report-trust-funds.csv
cp-3083,capital,capital project fund,3083,FY14 Capital Plan,capital-planning-committee,the article the fund’s name cites,,,,,sources/data/report-trust-funds.csv
cp-3096,capital,capital project fund,3096,FY20 Capital Plan,capital-planning-committee,the article the fund’s name cites,,,,,sources/data/report-trust-funds.csv
cp-3100,capital,capital project fund,3100,Acquistion of Streetlights,dpw,the article the fund’s name cites,,,,,sources/data/report-trust-funds.csv
cp-3101,capital,capital project fund,3101,FY22 Cap Plan #5 5/21 ATM,capital-planning-committee,the article the fund’s name cites,,,,,sources/data/report-trust-funds.csv
cp-3102,capital,capital project fund,3102,Old Primary School,select-board,the article the fund’s name cites,,,,,sources/data/report-trust-funds.csv
cp-3105,capital,capital project fund,3105,FY23 Capital Plan,capital-planning-committee,the article the fund’s name cites,,,,,sources/data/report-trust-funds.csv
cp-3106,capital,capital project fund,3106,Woodruff Property Clean up,select-board,the article the fund’s name cites,,,,,sources/data/report-trust-funds.csv
cp-3108,capital,capital project fund,3108,11/22 Marshall Park Design,parks-commission,the article the fund’s name cites,,,,,sources/data/report-trust-funds.csv
cp-3109,capital,capital project fund,3109,5/23 FY24 Capital Plan,capital-planning-committee,the article the fund’s name cites,,,,,sources/data/report-trust-funds.csv
cp-3110,capital,capital project fund,3110,Historic Homes,historical-commission,the article the fund’s name cites,,,,,sources/data/report-trust-funds.csv
cp-3111,capital,capital project fund,3111,FY25 Capital Plan,capital-planning-committee,the article the fund’s name cites,,,,,sources/data/report-trust-funds.csv
cp-3114,capital,capital project fund,3114,11/23 TC Passios Roof,school-committee,the article the fund’s name cites,,,,,sources/data/report-trust-funds.csv
gf-710,debt,debt service,710,PRINCIPAL SERIAL LOANS,treasurer-collector,the department the ledger files it under,,,,,sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt
gf-751,debt,debt service,751,INTEREST SERIAL LOANS,treasurer-collector,the department the ledger files it under,,,,,sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt
gf-754,debt,debt service,754,LOAN ADMINISTRATIVE FEES,treasurer-collector,the department the ledger files it under,,,,,sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt
