fy,level,func_cat_code,func_code,func_desc,districts,gen_fund_total,grants_revolving_total,total,grant_share,per_pupil_basis,per_pupil_min,per_pupil_p25,per_pupil_median,per_pupil_p75,per_pupil_max,lunenburg_per_pupil,lunenburg_rank_of_districts,doc_id
2013,detail,TUIT,9400,Tuition to Collaboratives,248,137159959,36898337,174058295,0.2120,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2013,rollup,IIII,IIII,In-district Expenditure,324,11026225534,1382320587,12408546116,0.1114,"per pupil, in-district FTE",8597,11811.2,12926.0,15931.5,40985,11342,276 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2013,rollup,OODD,OODD,Out-of-district Expenditure,316,1115372944,242026056,1357398999,0.1783,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2013,total,TTPP,TTPP,"Expenditure (Admin, Instruction, Operations)",324,12141598470,1624346647,13765945120,0.1180,"per pupil, in-district FTE",10111,12452.5,13463.0,16017.0,30948,12027,270 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,category,ADMN,ADMN,Administration,324,443640739,15089116,458729854,0.0329,"per pupil, in-district FTE",211,412.8,515.5,689.2,3013,398,252 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,category,BENE,BENE,"Insurance, Retirement Programs and Other",324,2163256474,69733701,2232990178,0.0312,"per pupil, in-district FTE",460,1899.0,2332.0,2811.2,11073,2112,209 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,category,GUID,GUID,"Guidance, Counseling and Testing",324,369586223,16447609,386033832,0.0426,"per pupil, in-district FTE",104,341.8,421.0,536.0,1272,372,217 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,category,LDRS,LDRS,Instructional Leadership,324,773787272,83947308,857734580,0.0979,"per pupil, in-district FTE",179,743.8,900.0,1111.5,2617,673,287 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,category,MATL,MATL,"Instructional Materials, Equipment and Technology",324,269087232,126311113,395398346,0.3195,"per pupil, in-district FTE",36,243.0,356.0,522.0,2512,155,304 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,category,ODTR,ODTR,Out-of-district Transportation,278,133217068,0,133217068,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,category,OPMN,OPMN,Operations and Maintenance,324,973450094,37755368,1011205460,0.0373,"per pupil, in-district FTE",486,937.2,1124.0,1363.0,3605,918,255 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,category,PDEV,PDEV,Professional Development,323,127982140,71099471,199081613,0.3571,"per pupil, in-district FTE",11,92.5,149.0,228.0,892,62,279 of 323,sources/state-dese/district-expenditures-by-function.xlsx
2014,category,SERV,SERV,Pupil Services,324,798905839,462966092,1261871923,0.3669,"per pupil, in-district FTE",302,1071.8,1251.0,1517.5,4104,1031,259 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,category,TCHR,TCHR,Teachers,324,4653015101,339222035,4992237130,0.0679,"per pupil, in-district FTE",3579,4872.2,5388.5,6180.5,12708,4787,255 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,category,TSER,TSER,Other Teaching Services,324,884733299,159346768,1044080067,0.1526,"per pupil, in-district FTE",244,864.8,1059.0,1397.2,4374,1014,175 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,ADMN,1110,School Committee,321,22785137,174406,22959543,0.0076,"per pupil, in-district FTE",0,6.0,11.0,28.0,1323,3,279 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,ADMN,1210,Superintendent,324,75696729,1267521,76964252,0.0165,"per pupil, in-district FTE",12,72.0,114.0,189.5,986,114,162 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,ADMN,1220,Assistant Superintendents,151,27288391,365034,27653425,0.0132,"per pupil, in-district FTE",0,29.5,42.0,57.0,246,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,ADMN,1230,Other District-Wide Administration,153,24022727,5173080,29195806,0.1772,"per pupil, in-district FTE",0,12.0,37.0,63.0,759,7,125 of 153,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,ADMN,1410,Business and Finance,321,154818203,4248217,159066420,0.0267,"per pupil, in-district FTE",4,133.0,180.0,252.0,1427,169,179 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,ADMN,1420,Human Resources and Benefits,225,32850286,465093,33315379,0.0140,"per pupil, in-district FTE",0,20.0,32.0,56.0,353,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,ADMN,1430,Legal Service for School Committee,312,19403996,387768,19791764,0.0196,"per pupil, in-district FTE",0,11.0,19.0,34.0,154,20,147 of 312,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,ADMN,1435,Legal Settlements,60,3849920,126768,3976688,0.0319,"per pupil, in-district FTE",0,3.0,11.5,23.5,108,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,ADMN,1450,District-wide Information Mgmt & Tech,289,82925344,2881228,85806573,0.0336,"per pupil, in-district FTE",0,37.0,88.0,154.0,563,86,148 of 289,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,BENE,5100,Employer Retirement Contributions,319,343921193,16243277,360164466,0.0451,"per pupil, in-district FTE",6,287.5,397.0,516.0,3260,156,310 of 319,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,BENE,5150,Employee Separation Costs,166,29368434,5554953,34923386,0.1591,"per pupil, in-district FTE",0,11.0,24.0,49.8,277,11,124 of 166,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,BENE,5200,Insurance for Active Employees,324,1290969898,45069267,1336039164,0.0337,"per pupil, in-district FTE",211,1135.2,1414.0,1732.2,4224,1295,191 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,BENE,5250,Insurance for Retired School Employees,310,403178404,716870,403895273,0.0018,"per pupil, in-district FTE",0,236.5,389.0,601.8,2682,598,79 of 310,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,BENE,5260,Other Non-Employee Insurance,302,51124361,50434,51174795,0.0010,"per pupil, in-district FTE",0,37.0,69.0,133.2,1476,53,179 of 302,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,BENE,5300,Rental Lease of Equipment,101,6044134,600010,6644146,0.0903,"per pupil, in-district FTE",0,3.0,23.0,33.0,850,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,BENE,5350,Rental Lease of Buildings,63,4685182,1050223,5735405,0.1831,"per pupil, in-district FTE",0,5.0,14.0,29.5,1146,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,BENE,5400,Short Term Interest RANs,8,221737,0,221737,0.0000,"per pupil, in-district FTE",0,0.8,2.5,8.0,17,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,BENE,5500,Other Fixed Charges,95,21029176,301567,21330743,0.0141,"per pupil, in-district FTE",0,2.0,8.0,23.5,410,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,BENE,5550,School Crossing Guards,136,12713961,147104,12861065,0.0114,"per pupil, in-district FTE",1,6.0,13.0,25.0,98,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,GUID,2710,Guidance incl Adjustment Counselors,311,257053132,8433817,265486949,0.0318,"per pupil, in-district FTE",30,218.0,302.0,409.0,1124,318,141 of 311,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,GUID,2720,Testing and Assessment,225,10806513,3580835,14387348,0.2489,"per pupil, in-district FTE",0,3.0,9.0,22.0,167,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,GUID,2800,Psychological Services,310,101726576,4432957,106159533,0.0418,"per pupil, in-district FTE",1,71.2,111.0,164.8,517,54,273 of 310,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,LDRS,2110,Curriculum Directors  (Supervisory),310,134831402,44298100,179129502,0.2473,"per pupil, in-district FTE",4,118.2,171.0,248.0,1073,193,132 of 310,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,LDRS,2120,Department Heads  (Non-Supervisory),128,17148060,3767595,20915655,0.1801,"per pupil, in-district FTE",0,10.0,36.0,80.0,344,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,LDRS,2210,School Leadership,323,475659841,12192666,487852507,0.0250,"per pupil, in-district FTE",55,464.0,526.0,618.0,2037,465,238 of 323,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,LDRS,2220,Curriculum/Dept Leaders (School Level),196,68293184,5899422,74192606,0.0795,"per pupil, in-district FTE",0,17.8,49.5,108.2,892,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,LDRS,2250,Admin. Technology (School Level),242,36742198,1685674,38427872,0.0439,"per pupil, in-district FTE",0,16.2,53.0,122.8,771,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,LDRS,2315,Instructional Coordinators (Non-Supervisory),224,41112592,16103851,57216443,0.2815,"per pupil, in-district FTE",0,13.0,51.0,115.5,596,15,164 of 224,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,MATL,2410,"Textbooks, Related Software/Media/Matls",318,49038046,15020842,64058888,0.2345,"per pupil, in-district FTE",0,30.0,50.0,82.0,871,4,314 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,MATL,2415,Other Instructional Matls (Libraries),313,38080497,15924117,54004614,0.2949,"per pupil, in-district FTE",0,10.0,24.0,80.0,1045,44,122 of 313,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,MATL,2420,Instructional Equipment,269,22798736,7732706,30531442,0.2533,"per pupil, in-district FTE",0,9.0,30.0,62.0,1199,17,168 of 269,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,MATL,2430,General Classroom Supplies,314,49488427,14002320,63490752,0.2205,"per pupil, in-district FTE",1,37.0,72.5,107.0,1219,23,277 of 314,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,MATL,2440,Other Instructional Services,299,48467477,59459782,107927259,0.5509,"per pupil, in-district FTE",0,14.0,40.0,107.5,1163,5,257 of 299,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,MATL,2451,Classroom Instructional Technology,282,45098487,9685081,54783568,0.1768,"per pupil, in-district FTE",0,16.2,51.0,105.0,563,62,114 of 282,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,MATL,2453,Other Instructional Hardware (Libraries),157,7849200,2665284,10514484,0.2535,"per pupil, in-district FTE",0,3.0,11.0,32.0,351,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,MATL,2455,Instructional Software,196,8266356,1820981,10087337,0.1805,"per pupil, in-district FTE",0,5.0,13.5,27.0,145,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,OPMN,4110,Custodial Services,321,336780802,12479412,349260219,0.0357,"per pupil, in-district FTE",3,339.0,401.0,489.0,1542,331,249 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,OPMN,4120,Heating of Buildings,313,111694614,2063672,113758282,0.0181,"per pupil, in-district FTE",1,107.0,145.0,207.0,1034,114,222 of 313,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,OPMN,4130,Utility Services,323,203177703,5015842,208193545,0.0241,"per pupil, in-district FTE",3,173.0,215.0,278.0,687,191,207 of 323,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,OPMN,4210,Maintenance of Grounds,298,48749689,1995935,50745625,0.0393,"per pupil, in-district FTE",0,20.0,47.0,92.0,812,47,149 of 298,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,OPMN,4220,Maintenance of Buildings,321,190094728,11669826,201764554,0.0578,"per pupil, in-district FTE",16,111.0,174.0,271.0,1246,79,281 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,OPMN,4225,Building Security System,136,3649186,252807,3901993,0.0648,"per pupil, in-district FTE",0,2.0,7.0,15.0,104,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,OPMN,4230,Maintenance of Equipment,284,24689011,1567314,26256326,0.0597,"per pupil, in-district FTE",0,12.0,28.0,58.2,941,13,210 of 284,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,OPMN,4300,Extraordinary Maintenance,115,21665203,1738861,23404065,0.0743,"per pupil, in-district FTE",0,10.0,43.0,90.0,569,118,24 of 115,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,OPMN,4400,Networking and Telecommunications,175,19023813,598744,19622560,0.0305,"per pupil, in-district FTE",0,13.0,32.0,66.0,349,23,103 of 175,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,OPMN,4450,Technology Maintenance,150,13925339,372957,14298295,0.0261,"per pupil, in-district FTE",0,7.2,27.5,53.8,235,2,130 of 150,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,PDEV,2351,Professional Development Leadership,159,10717084,3113380,13830464,0.2251,"per pupil, in-district FTE",0,5.0,15.0,40.5,271,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,PDEV,2353,Instructional Staff-Professional Days,217,64494937,1956262,66451199,0.0294,"per pupil, in-district FTE",0,47.0,90.0,128.0,449,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,PDEV,2355,Substitutes for Prof. Development,170,3460313,959999,4420311,0.2172,"per pupil, in-district FTE",0,3.0,7.0,13.0,114,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,PDEV,2357,"Prof. Dev. Stipends, Providers, Expenses",319,49309819,65069830,114379649,0.5689,"per pupil, in-district FTE",1,44.0,71.0,116.5,761,62,182 of 319,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,SERV,3100,Attendance and Parent Liaison Services,139,16256734,3899559,20156293,0.1935,"per pupil, in-district FTE",0,2.0,8.0,37.5,228,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,SERV,3200,Medical/Health Services,324,137254234,6920220,144174451,0.0480,"per pupil, in-district FTE",1,125.0,154.5,192.2,1287,108,280 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,SERV,3300,Transportation Services,322,469506878,33735658,503242535,0.0670,"per pupil, in-district FTE",0,358.0,499.5,682.8,2858,436,188 of 322,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,SERV,3400,Food Services,318,14366328,336482267,350848598,0.9591,"per pupil, in-district FTE",3,266.8,331.0,405.5,1081,280,219 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,SERV,3510,Athletics,270,101366132,39579542,140945677,0.2808,"per pupil, in-district FTE",1,131.0,183.0,264.2,930,198,114 of 270,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,SERV,3520,Other Student Activities,289,28488415,41610708,70099122,0.5936,"per pupil, in-district FTE",0,31.0,61.0,112.0,640,10,274 of 289,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,SERV,3600,School Security,169,31667118,738134,32405253,0.0228,"per pupil, in-district FTE",0,10.0,26.0,58.0,611,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,TCHR,2305,"Teachers, Classroom",324,4178567101,255910197,4434477292,0.0577,"per pupil, in-district FTE",3091,4226.0,4779.0,5602.0,12123,4000,274 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,TCHR,2310,"Teachers, Specialists",290,474448008,83311836,557759844,0.1494,"per pupil, in-district FTE",1,215.0,664.5,1086.2,3973,787,126 of 290,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,TSER,2320,Medical/ Therapeutic Services,293,222192572,13404389,235596961,0.0569,"per pupil, in-district FTE",1,154.0,261.0,355.0,1344,278,137 of 293,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,TSER,2325,Substitute Teachers,321,118907022,2672114,121579136,0.0220,"per pupil, in-district FTE",22,84.0,108.0,140.0,559,100,191 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,TSER,2330,Paraprofessionals,324,474102648,141875794,615978442,0.2303,"per pupil, in-district FTE",47,491.0,641.0,880.2,2655,553,211 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,TSER,2340,Librarians/Media Center Directors,312,69531056,1394471,70925527,0.0197,"per pupil, in-district FTE",7,57.0,89.0,136.0,688,83,166 of 312,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,TUIT,9100,Tuition to Mass. Schools,261,67401989,8516758,75918746,0.1122,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,TUIT,9110,Tuition for School Choice,282,81702101,0,81702101,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,TUIT,9120,Tuition to Commonwealth Charter Schools,245,398492600,0,398492600,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,TUIT,9125,Tuition to Horace Mann Charter Schools,4,6622351,463188,7085539,0.0654,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,TUIT,9200,Tuition to Out-of-State Schools,84,19017731,5755430,24773159,0.2323,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,TUIT,9300,Tuition to Non-Public Schools,267,308362558,201879584,510242144,0.3957,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,detail,TUIT,9400,Tuition to Collaboratives,252,152585858,42184976,194770835,0.2166,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,rollup,IIII,IIII,In-district Expenditure,324,11457444385,1381918571,12839362961,0.1076,"per pupil, in-district FTE",8910,12289.8,13494.5,16319.5,39260,11521,288 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2014,rollup,OODD,OODD,Out-of-district Expenditure,316,1167402265,258799938,1426202196,0.1815,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2014,total,TTPP,TTPP,"Expenditure (Admin, Instruction, Operations)",324,12624846645,1640718510,14265565158,0.1150,"per pupil, in-district FTE",10323,12978.5,13983.5,16539.2,30626,12384,277 of 324,sources/state-dese/district-expenditures-by-function.xlsx
2015,category,ADMN,ADMN,Administration,321,466126745,18724835,484851573,0.0386,"per pupil, in-district FTE",214,433.0,545.0,704.0,2821,417,252 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,category,BENE,BENE,"Insurance, Retirement Programs and Other",321,2209639106,63778758,2273417868,0.0281,"per pupil, in-district FTE",519,1937.0,2432.0,2964.0,9700,1967,236 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,category,GUID,GUID,"Guidance, Counseling and Testing",321,389029165,15786917,404816082,0.0390,"per pupil, in-district FTE",96,359.0,442.0,547.0,1213,378,222 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,category,LDRS,LDRS,Instructional Leadership,321,810217787,81242557,891460344,0.0911,"per pupil, in-district FTE",180,766.0,937.0,1161.0,2936,651,292 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,category,MATL,MATL,"Instructional Materials, Equipment and Technology",321,255633403,137638710,393272116,0.3500,"per pupil, in-district FTE",93,259.0,367.0,530.0,2982,100,318 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,category,ODTR,ODTR,Out-of-district Transportation,270,134854264,0,134854264,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,category,OPMN,OPMN,Operations and Maintenance,321,1001917128,38800838,1040717986,0.0373,"per pupil, in-district FTE",610,1001.0,1174.0,1413.0,3599,902,275 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,category,PDEV,PDEV,Professional Development,321,141189351,39140623,180329975,0.2171,"per pupil, in-district FTE",14,94.0,155.0,232.0,1055,65,279 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,category,SERV,SERV,Pupil Services,321,828536676,477054951,1305591624,0.3654,"per pupil, in-district FTE",567,1124.0,1324.0,1609.0,4162,1082,254 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,category,TCHR,TCHR,Teachers,321,4803769362,328154056,5131923425,0.0639,"per pupil, in-district FTE",4039,5003.0,5548.0,6403.0,13493,4848,266 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,category,TSER,TSER,Other Teaching Services,321,919092730,155869476,1074962206,0.1450,"per pupil, in-district FTE",222,904.0,1104.0,1435.0,4748,1114,156 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,ADMN,1110,School Committee,317,24959620,149653,25109271,0.0060,"per pupil, in-district FTE",0,6.0,11.0,34.0,320,113,22 of 317,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,ADMN,1210,Superintendent,321,76982336,1120680,78103013,0.0143,"per pupil, in-district FTE",13,75.0,116.0,188.0,794,117,157 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,ADMN,1220,Assistant Superintendents,148,29495373,168837,29664211,0.0057,"per pupil, in-district FTE",1,31.8,47.0,62.0,313,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,ADMN,1230,Other District-Wide Administration,151,23808381,6971397,30779778,0.2265,"per pupil, in-district FTE",0,12.5,38.0,64.5,553,7,125 of 151,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,ADMN,1410,Business and Finance,317,158741115,5384103,164125216,0.0328,"per pupil, in-district FTE",7,133.0,191.0,259.0,1519,36,313 of 317,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,ADMN,1420,Human Resources and Benefits,230,36093790,2619138,38712929,0.0677,"per pupil, in-district FTE",0,20.0,33.5,57.8,570,24,149 of 230,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,ADMN,1430,Legal Service for School Committee,304,18862428,213534,19075963,0.0112,"per pupil, in-district FTE",0,11.0,20.0,32.0,183,21,140 of 304,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,ADMN,1435,Legal Settlements,70,4944739,196558,5141297,0.0382,"per pupil, in-district FTE",0,6.0,12.0,29.5,169,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,ADMN,1450,District-wide Information Mgmt & Tech,286,92238977,1900932,94139903,0.0202,"per pupil, in-district FTE",0,45.0,91.5,172.8,608,100,134 of 286,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,BENE,5100,Employer Retirement Contributions,316,359889716,14627890,374517601,0.0391,"per pupil, in-district FTE",19,301.8,424.5,550.5,1757,182,300 of 316,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,BENE,5150,Employee Separation Costs,156,29993712,3850391,33844101,0.1138,"per pupil, in-district FTE",1,12.0,24.5,54.2,341,9,126 of 156,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,BENE,5200,Insurance for Active Employees,321,1311694555,41671692,1353366249,0.0308,"per pupil, in-district FTE",250,1149.0,1452.0,1837.0,5904,1262,211 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,BENE,5250,Insurance for Retired School Employees,313,405569483,1262754,406832237,0.0031,"per pupil, in-district FTE",7,237.0,394.0,578.0,2527,459,131 of 313,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,BENE,5260,Other Non-Employee Insurance,305,57527162,208299,57735461,0.0036,"per pupil, in-district FTE",0,42.0,75.0,132.0,928,55,188 of 305,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,BENE,5300,Rental Lease of Equipment,100,6588968,478112,7067080,0.0677,"per pupil, in-district FTE",0,4.0,24.0,34.0,771,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,BENE,5350,Rental Lease of Buildings,65,5146866,1157028,6303894,0.1835,"per pupil, in-district FTE",0,5.0,13.0,29.0,86,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,BENE,5400,Short Term Interest RANs,8,115924,4773,120697,0.0395,"per pupil, in-district FTE",1,1.8,4.0,8.8,16,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,BENE,5500,Other Fixed Charges,99,18966721,417658,19384379,0.0215,"per pupil, in-district FTE",0,2.0,7.0,19.0,1375,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,BENE,5550,School Crossing Guards,135,14146013,100163,14246176,0.0070,"per pupil, in-district FTE",1,7.0,14.0,26.0,86,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,GUID,2710,Guidance incl Adjustment Counselors,308,268103645,8157525,276261170,0.0295,"per pupil, in-district FTE",6,230.0,318.5,415.0,961,323,149 of 308,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,GUID,2720,Testing and Assessment,233,12409880,3716091,16125971,0.2304,"per pupil, in-district FTE",0,4.0,9.0,23.0,217,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,GUID,2800,Psychological Services,306,108515630,3913301,112428931,0.0348,"per pupil, in-district FTE",1,80.2,112.5,166.8,562,55,267 of 306,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,LDRS,2110,Curriculum Directors  (Supervisory),308,148388782,43601786,191990568,0.2271,"per pupil, in-district FTE",2,121.8,183.0,268.5,889,165,182 of 308,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,LDRS,2120,Department Heads  (Non-Supervisory),124,19035427,3391631,22427058,0.1512,"per pupil, in-district FTE",0,9.8,30.0,86.2,371,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,LDRS,2210,School Leadership,320,494080546,14188008,508268554,0.0279,"per pupil, in-district FTE",64,473.5,535.0,650.2,1951,471,242 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,LDRS,2220,Curriculum/Dept Leaders (School Level),203,68277764,5011103,73288867,0.0684,"per pupil, in-district FTE",0,14.0,48.0,108.5,919,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,LDRS,2250,Admin. Technology (School Level),233,37013720,1866539,38880259,0.0480,"per pupil, in-district FTE",0,19.0,57.0,121.0,614,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,LDRS,2315,Instructional Coordinators (Non-Supervisory),214,43421546,13183490,56605036,0.2329,"per pupil, in-district FTE",0,18.0,67.0,131.5,539,15,165 of 214,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,MATL,2410,"Textbooks, Related Software/Media/Matls",314,46215952,14657794,60873746,0.2408,"per pupil, in-district FTE",1,26.0,51.0,80.8,985,9,290 of 314,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,MATL,2415,Other Instructional Matls (Libraries),305,33140921,16612699,49753620,0.3339,"per pupil, in-district FTE",0,10.0,28.0,77.0,1447,35,134 of 305,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,MATL,2420,Instructional Equipment,275,22793663,8649283,31442946,0.2751,"per pupil, in-district FTE",0,10.5,31.0,61.0,1217,15,183 of 275,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,MATL,2430,General Classroom Supplies,312,47758145,13631302,61389443,0.2220,"per pupil, in-district FTE",1,38.8,72.0,105.0,1291,24,271 of 312,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,MATL,2440,Other Instructional Services,288,48310795,66501585,114812380,0.5792,"per pupil, in-district FTE",0,16.0,53.5,126.0,1204,12,227 of 288,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,MATL,2451,Classroom Instructional Technology,274,40161910,10926078,51087988,0.2139,"per pupil, in-district FTE",0,17.2,51.0,110.5,460,6,251 of 274,sources/state-dese/district-expenditures-by-function.xlsx
