fy,level,func_cat_code,func_code,func_desc,districts,gen_fund_total,grants_revolving_total,total,grant_share,per_pupil_basis,per_pupil_min,per_pupil_p25,per_pupil_median,per_pupil_p75,per_pupil_max,lunenburg_per_pupil,lunenburg_rank_of_districts,doc_id
2022,detail,MATL,2415,Other Instructional Matls (Libraries),310,38087744,43329605,81417349,0.5322,"per pupil, in-district FTE",0,12.0,41.5,127.8,1643,54,139 of 310,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,MATL,2420,Instructional Equipment,277,25994396,27726185,53720581,0.5161,"per pupil, in-district FTE",0,9.0,29.0,68.0,1653,40,111 of 277,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,MATL,2430,General Classroom Supplies,314,60220967,30927919,91148893,0.3393,"per pupil, in-district FTE",1,53.2,106.0,152.0,1189,30,268 of 314,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,MATL,2440,Other Instructional Services,300,78114617,129769341,207883957,0.6242,"per pupil, in-district FTE",0,23.8,67.5,181.8,1502,3,278 of 300,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,MATL,2451,Instructional Hardware - Student and Staff Devices (computers),289,48518244,31240036,79758280,0.3917,"per pupil, in-district FTE",0,29.0,84.0,167.0,729,27,220 of 289,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,MATL,2453,Instructional Hardware - All Other,214,24358061,11553247,35911309,0.3217,"per pupil, in-district FTE",0,9.0,27.5,72.5,1057,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,MATL,2455,Instructional Software and Other Instructional Materials,280,26933034,18514010,45447044,0.4074,"per pupil, in-district FTE",0,25.0,53.0,86.0,500,21,221 of 280,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,ODTR,9130,Charter Transportation Tuition,8,5751898,0,5751898,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,OPMN,4110,Custodial Services,315,390032751,25490614,415523362,0.0613,"per pupil, in-district FTE",6,414.0,514.0,626.0,2362,560,116 of 315,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,OPMN,4120,Heating of Buildings,299,98142272,1281398,99423671,0.0129,"per pupil, in-district FTE",0,102.5,133.0,181.0,956,65,283 of 299,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,OPMN,4130,Utility Services,316,230434552,4572901,235007453,0.0195,"per pupil, in-district FTE",3,205.0,266.0,346.0,2797,154,288 of 316,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,OPMN,4210,Maintenance of Grounds,298,73198587,2807427,76006009,0.0369,"per pupil, in-district FTE",1,33.0,63.0,133.5,907,56,168 of 298,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,OPMN,4220,Maintenance of Buildings,315,288317980,38273116,326591097,0.1172,"per pupil, in-district FTE",13,191.0,297.0,426.5,2752,107,288 of 315,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,OPMN,4225,Building Security System,148,5898887,739227,6638113,0.1114,"per pupil, in-district FTE",0,3.0,11.0,25.2,122,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,OPMN,4230,Maintenance of Equipment,283,27149053,4632441,31781493,0.1458,"per pupil, in-district FTE",0,13.0,35.0,80.5,369,107,55 of 283,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,OPMN,4300,Extraordinary Maintenance,105,22152434,6929482,29081916,0.2383,"per pupil, in-district FTE",0,13.0,45.0,116.0,2353,53,48 of 105,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,OPMN,4400,"Technology Infrastructure, Maintenance, and Support - Salaries",250,79421405,2078152,81499557,0.0255,"per pupil, in-district FTE",5,88.0,129.0,177.8,447,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,OPMN,4450,"Technology Infrastructure, Maintenance, and Support - All Other",251,45181493,5920316,51101806,0.1159,"per pupil, in-district FTE",0,25.5,52.0,100.0,747,121,38 of 251,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,PDEV,2351,Professional Development Leadership,150,10016923,4496274,14513197,0.3098,"per pupil, in-district FTE",0,4.0,15.0,40.5,302,14,78 of 150,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,PDEV,2352,Instructional Coaches,126,52447873,16013760,68461633,0.2339,"per pupil, in-district FTE",0,9.2,58.0,182.0,651,22,87 of 126,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,PDEV,2354,Stipends for Teachers Providing Instructional Coaching,230,7798441,7688404,15486845,0.4964,"per pupil, in-district FTE",0,8.0,16.5,37.8,267,65,29 of 230,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,PDEV,2356,Costs for Instructional Staff to Attend Professional Development,301,36391156,19155256,55546411,0.3449,"per pupil, in-district FTE",0,20.0,41.0,78.0,430,30,192 of 301,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,PDEV,2358,Outside Professional Development Providers for Instructional Staff,278,18362461,30456288,48818749,0.6239,"per pupil, in-district FTE",0,18.0,40.0,70.8,542,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,SERV,3100,Attendance and Parent Liaison Services,140,31597140,8278458,39875599,0.2076,"per pupil, in-district FTE",0,4.0,24.0,67.8,601,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,SERV,3200,Medical/Health Services,318,197542485,28304076,225846563,0.1253,"per pupil, in-district FTE",4,201.0,242.0,319.2,976,223,194 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,SERV,3300,Transportation Services,317,635252223,55537820,690790050,0.0804,"per pupil, in-district FTE",-488,567.0,722.0,982.0,2909,527,256 of 317,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,SERV,3400,Food Services,312,14588351,471391475,485979824,0.9700,"per pupil, in-district FTE",3,397.8,473.0,576.0,1499,392,236 of 312,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,SERV,3510,Athletics,267,141656413,36537955,178194370,0.2050,"per pupil, in-district FTE",1,175.0,243.0,352.0,912,291,95 of 267,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,SERV,3520,Other Student Activities,285,39243548,45930550,85174095,0.5393,"per pupil, in-district FTE",0,42.0,76.0,153.0,974,28,243 of 285,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,SERV,3600,School Security,198,46929455,2866817,49796272,0.0576,"per pupil, in-district FTE",0,20.0,40.0,83.8,603,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,TCHR,2305,"Teachers, Classroom",318,6044260144,419344453,6463604596,0.0649,"per pupil, in-district FTE",4399,6498.5,7238.0,8378.0,20580,5878,297 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,TSER,2320,Medical/ Therapeutic Services,302,346099829,24459577,370559406,0.0660,"per pupil, in-district FTE",1,293.2,440.5,582.5,2533,318,219 of 302,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,TSER,2324,"Substitutes, Long-Term",233,47123230,4164281,51287511,0.0812,"per pupil, in-district FTE",0,32.0,64.0,109.0,710,21,188 of 233,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,TSER,2325,"Substitutes, Short-Term",316,107147969,7466864,114614833,0.0651,"per pupil, in-district FTE",3,76.0,111.0,154.2,410,80,231 of 316,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,TSER,2330,Paraprofessionals,318,670647212,169906537,840553750,0.2021,"per pupil, in-district FTE",88,717.5,919.0,1225.0,3623,929,157 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,TSER,2340,Librarians/Media Center Directors,294,75325153,1644684,76969837,0.0214,"per pupil, in-district FTE",1,63.0,109.5,160.8,869,134,113 of 294,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,TSER,2345,Distance Learning and Online Coursework,84,6873777,5145649,12019426,0.4281,"per pupil, in-district FTE",0,2.8,6.0,11.2,220,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,TUIT,9100,Tuition to Mass. Schools,248,63923106,6619009,70542114,0.0938,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,TUIT,9110,Tuition for School Choice,305,121873933,0,121873933,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,TUIT,9120,Tuition to Commonwealth Charter Schools,255,789330757,0,789330757,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,TUIT,9125,Tuition to Horace Mann Charter Schools,2,32576865,117784,32694649,0.0036,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,TUIT,9200,Tuition to Out-of-State Schools,88,17833087,5757580,23590668,0.2441,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,TUIT,9300,Tuition to Non-Public Schools,264,376979035,282702709,659681747,0.4285,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,detail,TUIT,9400,Tuition to Collaboratives,254,189678275,72484307,262162581,0.2765,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,rollup,IIII,IIII,In-district Expenditure,318,15100862574,2049185852,17150048424,0.1195,"per pupil, in-district FTE",13270,17032.8,19196.5,22403.0,46471,15873,278 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2022,rollup,OODD,OODD,Out-of-district Expenditure,312,1791533051,367681388,2159214436,0.1703,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2022,total,TTPP,TTPP,"Expenditure (Admin, Instruction, Operations)",318,16892395616,2416867237,19309262852,0.1252,"per pupil, in-district FTE",13827,17637.0,19552.5,22446.0,43690,15864,301 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2023,category,ADMN,ADMN,Administration,320,587170678,43465705,630636385,0.0689,"per pupil, in-district FTE",246,580.2,716.0,930.2,3826,805,120 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2023,category,BENE,BENE,"Insurance, Retirement Programs and Other",320,2995745015,86387430,3082132444,0.0280,"per pupil, in-district FTE",249,2835.5,3370.5,4128.0,10659,3573,140 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2023,category,COMM,COMM,Community Activities,2,84854,0,84854,0.0000,"per pupil, in-district FTE",0,7.2,14.5,21.8,29,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,category,GUID,GUID,"Guidance, Counseling and Testing",319,583517329,50174969,633692299,0.0792,"per pupil, in-district FTE",128,581.0,718.0,907.0,1909,795,123 of 319,sources/state-dese/district-expenditures-by-function.xlsx
2023,category,LDRS,LDRS,Instructional Leadership,320,1097607680,109525141,1207132821,0.0907,"per pupil, in-district FTE",549,1052.5,1301.5,1594.8,3773,1209,184 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2023,category,MATL,MATL,"Instructional Materials, Equipment and Technology",320,376671294,418682745,795354042,0.5264,"per pupil, in-district FTE",111,421.0,606.5,973.2,4733,262,302 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2023,category,ODTR,ODTR,Out-of-district Transportation,277,236104381,0,236104381,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,category,OPMN,OPMN,Operations and Maintenance,320,1365692029,145095646,1510787681,0.0960,"per pupil, in-district FTE",42,1384.2,1691.0,2047.5,5538,1190,288 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2023,category,PDEV,PDEV,Professional Development,320,136166117,119899678,256065794,0.4682,"per pupil, in-district FTE",11,95.5,164.5,277.2,1551,230,106 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2023,category,SERV,SERV,Pupil Services,320,1200677614,749241121,1949918739,0.3842,"per pupil, in-district FTE",11,1738.2,2069.0,2601.5,5620,1772,233 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2023,category,TCHR,TCHR,Teachers,320,6372835106,426337716,6799172825,0.0627,"per pupil, in-district FTE",3019,6836.0,7604.5,8732.5,22098,6262,284 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2023,category,TSER,TSER,Other Teaching Services,320,1365412307,223269004,1588681312,0.1405,"per pupil, in-district FTE",148,1409.2,1760.5,2189.2,7162,1596,197 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,ADMN,1110,School Committee,312,27410815,3531157,30941972,0.1141,"per pupil, in-district FTE",0,8.0,16.0,42.2,578,3,286 of 312,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,ADMN,1210,Superintendent,318,97146525,2452394,99598920,0.0246,"per pupil, in-district FTE",15,98.5,149.5,239.5,1258,204,101 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,ADMN,1220,Assistant Superintendents,168,43055053,1122090,44177143,0.0254,"per pupil, in-district FTE",0,46.5,65.0,90.0,326,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,ADMN,1230,Other District-Wide Administration,194,52924481,21926555,74851038,0.2929,"per pupil, in-district FTE",0,26.0,54.0,91.5,873,29,136 of 194,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,ADMN,1410,Business and Finance,316,202875384,4694276,207569661,0.0226,"per pupil, in-district FTE",34,193.0,261.5,367.0,2184,244,181 of 316,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,ADMN,1420,Human Resources and Benefits,244,58767175,4633634,63400806,0.0731,"per pupil, in-district FTE",2,36.8,60.0,97.0,584,41,170 of 244,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,ADMN,1430,Legal Service for School Committee,312,24728545,551897,25280443,0.0218,"per pupil, in-district FTE",3,16.0,25.5,41.0,165,23,173 of 312,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,ADMN,1435,Legal Settlements,58,7748350,0,7748350,0.0000,"per pupil, in-district FTE",0,4.2,10.0,22.0,298,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,ADMN,1450,Administrative Technology-Districtwide,269,68799659,3850544,72650204,0.0530,"per pupil, in-district FTE",0,40.0,75.0,136.0,1083,261,12 of 269,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,BENE,5100,Employer Retirement Contributions,314,570947519,24569610,595517130,0.0413,"per pupil, in-district FTE",4,537.0,713.0,900.5,4673,413,282 of 314,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,BENE,5150,Employee Separation Costs,266,35429782,6604783,42034564,0.1571,"per pupil, in-district FTE",0,13.0,24.0,52.5,1266,24,133 of 266,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,BENE,5200,Insurance for Active Employees,318,1748714911,51408417,1800123323,0.0286,"per pupil, in-district FTE",249,1610.0,1952.0,2483.2,5877,2260,112 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,BENE,5250,Insurance for Retired School Employees,310,505579491,1828218,507407711,0.0036,"per pupil, in-district FTE",48,359.0,524.5,776.8,3545,778,78 of 310,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,BENE,5260,Other Non-Employee Insurance,306,85487983,278373,85766357,0.0032,"per pupil, in-district FTE",0,75.2,116.5,193.5,1057,98,190 of 306,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,BENE,5300,Rental Lease of Equipment,97,7690602,255141,7945743,0.0321,"per pupil, in-district FTE",0,4.0,25.0,41.0,905,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,BENE,5350,Rental Lease of Buildings,50,8754231,940640,9694870,0.0970,"per pupil, in-district FTE",0,6.0,23.0,48.2,320,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,BENE,5400,Short Term Interest RANs,2,1950799,0,1950799,0.0000,"per pupil, in-district FTE",190,258.0,326.0,394.0,462,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,BENE,5500,Other Fixed Charges,98,10752688,275081,11027768,0.0249,"per pupil, in-district FTE",0,3.0,6.0,16.8,570,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,BENE,5550,School Crossing Guards,138,16532480,187675,16720154,0.0112,"per pupil, in-district FTE",0,9.0,17.5,32.0,76,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,GUID,2710,Guidance incl Adjustment Counselors,306,391242582,32646722,423889305,0.0770,"per pupil, in-district FTE",51,383.0,509.0,652.5,1793,585,112 of 306,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,GUID,2720,Testing and Assessment,261,19048495,6876327,25924823,0.2652,"per pupil, in-district FTE",0,6.0,14.0,42.0,642,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,GUID,2800,Psychological Services,311,170569514,10542317,181111831,0.0582,"per pupil, in-district FTE",5,113.0,178.0,295.0,1100,210,121 of 311,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,LDRS,2110,Curriculum Directors and Dept. Heads (Supervisory),310,289448376,52332665,341781041,0.1531,"per pupil, in-district FTE",23,197.2,318.0,442.2,1742,353,130 of 310,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,LDRS,2120,Curriculum Directors and Dept. Heads (Non-Supervisory),237,107952286,22095214,130047501,0.1699,"per pupil, in-district FTE",0,42.0,101.0,235.0,834,32,188 of 237,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,LDRS,2130,Instructional Technology Leadership and Training,176,43421515,5245481,48666996,0.1078,"per pupil, in-district FTE",0,44.0,84.0,157.8,572,20,158 of 176,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,LDRS,2210,School Leadership,318,637191972,26746667,663938639,0.0403,"per pupil, in-district FTE",74,630.0,717.5,870.5,2861,749,135 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,LDRS,2250,Administrative Technology and Support (Schools),191,15539301,1821316,17360616,0.1049,"per pupil, in-district FTE",0,5.0,18.0,63.5,642,56,53 of 191,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,MATL,2410,Textbooks,305,38012876,29592624,67605501,0.4377,"per pupil, in-district FTE",1,25.0,53.0,109.0,669,14,262 of 305,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,MATL,2415,Other Instructional Matls (Libraries),310,41501609,70067969,111569578,0.6280,"per pupil, in-district FTE",0,15.0,51.5,134.2,1415,87,117 of 310,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,MATL,2420,Instructional Equipment,279,26339099,35685283,62024382,0.5753,"per pupil, in-district FTE",0,10.0,29.0,72.0,2969,28,141 of 279,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,MATL,2430,General Classroom Supplies,305,75161951,36961114,112123051,0.3296,"per pupil, in-district FTE",1,63.0,109.0,156.0,2796,43,257 of 305,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,MATL,2440,Other Instructional Services,305,81666548,159020659,240687207,0.6607,"per pupil, in-district FTE",0,28.0,91.0,229.0,2138,63,184 of 305,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,MATL,2451,Instructional Hardware - Student and Staff Devices (computers),285,53691817,59087915,112779732,0.5239,"per pupil, in-district FTE",0,20.0,74.0,162.0,984,25,206 of 285,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,MATL,2453,Instructional Hardware - All Other,211,16317252,10372670,26689923,0.3886,"per pupil, in-district FTE",0,7.0,26.0,65.5,607,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,MATL,2455,Instructional Software and Other Instructional Materials,283,31304205,17584663,48888868,0.3597,"per pupil, in-district FTE",0,23.5,51.0,88.5,394,2,272 of 283,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,ODTR,9130,Charter Transportation Tuition,7,5646705,0,5646705,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,OPMN,4110,Custodial Services,316,421153352,17085104,438238464,0.0390,"per pupil, in-district FTE",48,433.0,534.5,640.2,1996,578,119 of 316,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,OPMN,4120,Heating of Buildings,298,94768193,1943881,96712076,0.0201,"per pupil, in-district FTE",1,99.2,136.5,195.5,1127,89,245 of 298,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,OPMN,4130,Utility Services,317,256055717,6548866,262604582,0.0249,"per pupil, in-district FTE",3,217.0,284.0,377.0,1172,177,275 of 317,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,OPMN,4210,Maintenance of Grounds,299,75797300,4622086,80419387,0.0575,"per pupil, in-district FTE",0,38.0,67.0,129.5,956,131,73 of 299,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,OPMN,4220,Maintenance of Buildings,317,325281763,81000619,406282385,0.1994,"per pupil, in-district FTE",0,214.0,312.0,461.0,3196,108,298 of 317,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,OPMN,4225,Building Security System,147,5920385,1509464,7429849,0.2032,"per pupil, in-district FTE",0,5.0,13.0,34.5,240,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,OPMN,4230,Maintenance of Equipment,278,28010986,13629529,41640515,0.3273,"per pupil, in-district FTE",0,13.0,36.0,83.8,838,38,130 of 278,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,OPMN,4300,Extraordinary Maintenance,101,23890820,6291898,30182719,0.2085,"per pupil, in-district FTE",1,15.0,54.0,143.0,2187,45,57 of 101,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,OPMN,4400,"Technology Infrastructure, Maintenance, and Support - Salaries",251,90974574,2174444,93149017,0.0233,"per pupil, in-district FTE",3,98.5,140.0,199.5,388,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,OPMN,4450,"Technology Infrastructure, Maintenance, and Support - All Other",253,43662358,10289758,53952116,0.1907,"per pupil, in-district FTE",0,20.0,50.0,98.0,844,24,180 of 253,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,PDEV,2351,Professional Development Leadership,164,10842184,7384731,18226915,0.4052,"per pupil, in-district FTE",0,4.0,11.0,35.2,671,37,39 of 164,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,PDEV,2352,Instructional Coaches,125,53562755,22799257,76362012,0.2986,"per pupil, in-district FTE",0,10.0,64.0,189.0,748,59,67 of 125,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,PDEV,2354,Stipends for Teachers Providing Instructional Coaching,224,8473347,22108597,30581943,0.7229,"per pupil, in-district FTE",0,9.8,20.0,43.2,811,77,27 of 224,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,PDEV,2356,Costs for Instructional Staff to Attend Professional Development,303,40888076,32426567,73314642,0.4423,"per pupil, in-district FTE",0,23.5,49.0,84.0,595,0,303 of 303,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,PDEV,2358,Outside Professional Development Providers for Instructional Staff,288,22276635,34849860,57126495,0.6100,"per pupil, in-district FTE",0,22.8,51.0,88.5,641,57,130 of 288,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,SERV,3100,Attendance and Parent Liaison Services,142,39902804,9619715,49522517,0.1942,"per pupil, in-district FTE",0,5.2,27.0,67.8,371,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,SERV,3200,Medical/Health Services,316,205598138,23975265,229573404,0.1044,"per pupil, in-district FTE",26,201.0,246.5,322.0,1222,175,278 of 316,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,SERV,3300,Transportation Services,317,683732466,78011847,761744306,0.1024,"per pupil, in-district FTE",-185,617.0,816.0,1095.0,4363,660,219 of 317,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,SERV,3400,Food Services,314,23976281,531405802,555382083,0.9568,"per pupil, in-district FTE",0,477.2,571.5,690.8,1717,508,211 of 314,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,SERV,3510,Athletics,267,152249717,48392224,200641950,0.2412,"per pupil, in-district FTE",14,203.5,275.0,386.0,1588,416,58 of 267,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,SERV,3520,Other Student Activities,286,41977343,53146117,95123461,0.5587,"per pupil, in-district FTE",0,50.0,91.5,178.0,861,13,276 of 286,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,SERV,3600,School Security,208,53147198,4645201,57792398,0.0804,"per pupil, in-district FTE",0,23.0,54.0,104.5,415,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,TCHR,2305,"Teachers, Classroom",318,6360323559,424645132,6784968694,0.0626,"per pupil, in-district FTE",4834,6853.8,7607.0,8737.5,22098,6262,284 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,TSER,2320,Medical/ Therapeutic Services,305,367467176,28332280,395799456,0.0716,"per pupil, in-district FTE",1,298.0,470.0,628.0,2198,325,215 of 305,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,TSER,2324,"Substitutes, Long-Term",222,50557895,3346630,53904525,0.0621,"per pupil, in-district FTE",0,31.0,70.0,114.0,663,24,191 of 222,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,TSER,2325,"Substitutes, Short-Term",317,119027913,12047948,131075862,0.0919,"per pupil, in-district FTE",0,88.0,124.0,172.0,481,96,215 of 317,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,TSER,2330,Paraprofessionals,318,738351925,172443202,910795126,0.1893,"per pupil, in-district FTE",120,781.0,987.5,1292.0,3868,1035,144 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,TSER,2340,Librarians/Media Center Directors,290,80253462,1800522,82053984,0.0219,"per pupil, in-district FTE",2,65.2,114.0,171.0,918,116,143 of 290,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,TSER,2345,Distance Learning and Online Coursework,93,8350865,4575309,12926174,0.3540,"per pupil, in-district FTE",0,1.0,5.0,13.0,231,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,TUIT,9100,Tuition to Mass. Schools,237,66356058,11578322,77934383,0.1486,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,TUIT,9110,Tuition for School Choice,308,128543781,0,128543781,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,TUIT,9120,Tuition to Commonwealth Charter Schools,257,862170196,0,862170196,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,TUIT,9125,Tuition to Horace Mann Charter Schools,2,32704339,5011,32709350,0.0002,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,TUIT,9200,Tuition to Out-of-State Schools,73,19071120,6724465,25795584,0.2607,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,TUIT,9300,Tuition to Non-Public Schools,267,351707510,341989853,693697363,0.4930,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,detail,TUIT,9400,Tuition to Collaboratives,243,193319729,81321175,274640904,0.2961,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,rollup,IIII,IIII,In-district Expenditure,320,16081580018,2372079164,18453659182,0.1285,"per pupil, in-district FTE",11201,18078.5,20415.0,23995.8,51816,17695,256 of 320,sources/state-dese/district-expenditures-by-function.xlsx
