fy,edition,page,group,fund,forward,receipts,disbursements,carried,row_ties,document,read_by
2021,FY2021,35,UNCLASSIFIED,Sale of Real Estate Fund,9925.00,33250.00,,43175.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Arts Lottery Fund,11926.80,7022.52,1059.29,17890.03,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Debris Removal Gift Fund,676.00,,,676.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Citizens Relief Fund,200.00,,,200.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Mass Trails Grant,0.00,,3734.85,-3734.85,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Hollis Road Revolving,46192.89,10200.00,6609.10,49783.79,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,TNC Per Ride Assessment Fund,1877.20,484.20,,2361.40,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Recycling Dividends Program Grant,18793.51,7200.00,2190.00,23803.51,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Community Compact - E-Permitting Grant,200.00,,,200.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Extended Polling Hours Grant,0.00,4282.60,4282.60,0.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Technology Fee Revolving Fund,0.00,15923.95,15923.95,0.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Community Compact - Syber Security Grant,50.00,,,50.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,State Earmark - Town Hall Ramp,-13500.00,13500.00,,0.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
