fy,lea,district,org_code,org_name,org_level,total_cnt,pk_cnt,k_cnt,grade_1_cnt,grade_2_cnt,grade_3_cnt,grade_4_cnt,grade_5_cnt,grade_6_cnt,grade_7_cnt,grade_8_cnt,grade_9_cnt,grade_10_cnt,grade_11_cnt,grade_12_cnt,sp_cnt,el_cnt,el_pct,first_lang_not_english_cnt,high_needs_cnt,high_needs_pct,low_income_cnt,low_income_pct,econ_disadvantaged_cnt,econ_disadvantaged_pct,swd_cnt,swd_pct,reconciles,doc_id
2020,07350000,North Middlesex,07350035,Varnum Brook,school,542,0,102,108,107,108,117,0,0,0,0,0,0,0,0,0,3,0.006,7,189,0.349,,,106,0.196,104,0.192,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2020,07350000,North Middlesex,07350310,Nissitissit Middle School,school,523,0,0,0,0,0,0,119,126,150,128,0,0,0,0,0,1,0.002,4,205,0.392,,,94,0.18,145,0.277,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2020,07350000,North Middlesex,07350505,North Middlesex Regional,school,817,0,0,0,0,0,0,0,0,0,0,170,206,206,217,18,9,0.011,15,218,0.267,,,113,0.138,143,0.175,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,00000000,State Totals,00000000,State Totals,state,911465,21176,57531,63797,65329,65809,67009,67520,69383,71643,72334,73353,72925,71581,70499,1576,95286,0.105,213256,470030,0.51,,,333843,0.366,172379,0.187,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,01250000,Harvard,01250000,Harvard,district,1006,22,47,61,58,78,67,80,77,86,85,85,71,92,97,0,6,0.006,54,193,0.188,,,82,0.082,114,0.111,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,01250000,Harvard,01250005,Hildreth Elementary School,school,413,22,47,61,58,78,67,80,0,0,0,0,0,0,0,0,6,0.015,26,74,0.179,,,30,0.073,40,0.097,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,01250000,Harvard,01250505,Bromfield,school,593,0,0,0,0,0,0,0,77,86,85,85,71,92,97,0,0,0.0,28,101,0.17,,,52,0.088,56,0.094,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,01620000,Lunenburg,01620000,Lunenburg,district,1593,33,106,105,141,110,111,123,125,141,120,122,113,125,114,4,17,0.011,66,516,0.321,,,329,0.207,261,0.163,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,01620000,Lunenburg,01620010,Lunenburg Primary School,school,385,33,106,105,141,0,0,0,0,0,0,0,0,0,0,0,9,0.023,28,158,0.41,,,96,0.249,87,0.226,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,01620000,Lunenburg,01620025,Turkey Hill Elementary School,school,344,0,0,0,0,110,111,123,0,0,0,0,0,0,0,0,5,0.015,13,117,0.34,,,70,0.203,59,0.172,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,01620000,Lunenburg,01620305,Lunenburg Middle School,school,386,0,0,0,0,0,0,0,125,141,120,0,0,0,0,0,1,0.003,8,109,0.282,,,79,0.205,49,0.127,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,01620000,Lunenburg,01620505,Lunenburg High,school,474,0,0,0,0,0,0,0,0,0,0,122,113,125,114,0,2,0.004,17,116,0.245,,,82,0.173,50,0.105,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,01620000,Lunenburg,01620605,Advanced Community Experience Program,school,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,2194,29,136,144,184,156,161,178,191,189,179,166,165,132,172,12,33,0.015,88,750,0.34,,,437,0.199,427,0.194,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,370,0,0,0,101,76,89,104,0,0,0,0,0,0,0,0,7,0.019,15,114,0.308,,,66,0.178,56,0.151,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,157,0,76,81,0,0,0,0,0,0,0,0,0,0,0,0,9,0.057,10,47,0.299,,,27,0.172,17,0.108,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,461,29,60,63,83,80,72,74,0,0,0,0,0,0,0,0,12,0.026,22,175,0.38,,,103,0.223,107,0.232,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,559,0,0,0,0,0,0,0,191,189,179,0,0,0,0,0,2,0.004,23,203,0.363,,,114,0.204,118,0.211,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,647,0,0,0,0,0,0,0,0,0,0,166,165,132,172,12,3,0.005,18,199,0.308,,,127,0.196,117,0.181,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,1603,51,118,142,120,128,140,137,136,137,137,99,95,81,82,0,58,0.036,156,710,0.433,,,444,0.277,352,0.215,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,331,0,57,60,43,49,65,57,0,0,0,0,0,0,0,0,8,0.024,14,143,0.432,,,91,0.275,71,0.215,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06160000,Ayer Shirley School District,06160002,Page Hilltop Elementary School,school,505,51,61,82,77,79,75,80,0,0,0,0,0,0,0,0,33,0.065,71,240,0.475,,,167,0.331,112,0.222,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,410,0,0,0,0,0,0,0,136,137,137,0,0,0,0,0,9,0.022,41,168,0.41,,,100,0.244,77,0.188,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,357,0,0,0,0,0,0,0,0,0,0,99,95,81,82,0,8,0.022,30,124,0.347,,,86,0.241,57,0.16,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,2262,37,127,155,169,172,175,155,197,172,182,171,168,188,189,5,23,0.01,51,540,0.237,,,181,0.08,372,0.163,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06730000,Groton-Dunstable,06730001,Boutwell School,school,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,19,0.514,,,8,0.216,14,0.378,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,283,0,47,57,60,62,57,0,0,0,0,0,0,0,0,0,7,0.025,11,65,0.23,,,22,0.078,44,0.155,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06730000,Groton-Dunstable,06730010,Florence Roche School,school,515,0,80,98,109,110,118,0,0,0,0,0,0,0,0,0,11,0.021,12,131,0.254,,,52,0.101,83,0.161,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,706,0,0,0,0,0,0,155,197,172,182,0,0,0,0,0,3,0.004,8,171,0.242,,,51,0.072,116,0.164,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,721,0,0,0,0,0,0,0,0,0,0,171,168,188,189,5,2,0.003,19,134,0.186,,,48,0.067,95,0.132,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,07350000,North Middlesex,07350000,North Middlesex,district,2893,36,225,206,212,216,216,228,225,252,284,187,178,210,211,7,40,0.014,70,1148,0.39,,,640,0.221,658,0.224,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,47,36,3,3,0,3,2,0,0,0,0,0,0,0,0,0,1,0.021,1,39,0.83,,,21,0.447,27,0.574,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,07350000,North Middlesex,07350005,Spaulding Memorial,school,397,0,83,80,78,73,83,0,0,0,0,0,0,0,0,0,15,0.038,18,162,0.408,,,104,0.262,71,0.179,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,07350000,North Middlesex,07350010,Ashby Elementary,school,172,0,39,36,16,44,37,0,0,0,0,0,0,0,0,0,0,0.0,1,67,0.39,,,49,0.285,24,0.14,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,07350000,North Middlesex,07350030,Hawthorne Brook,school,488,0,0,0,0,0,0,114,107,133,134,0,0,0,0,0,11,0.023,24,210,0.43,,,125,0.256,113,0.232,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,07350000,North Middlesex,07350035,Varnum Brook,school,495,0,100,87,118,96,94,0,0,0,0,0,0,0,0,0,6,0.012,10,174,0.352,,,112,0.226,92,0.186,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,07350000,North Middlesex,07350310,Nissitissit Middle School,school,501,0,0,0,0,0,0,114,118,119,150,0,0,0,0,0,0,0.0,3,207,0.413,,,100,0.2,140,0.279,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2021,07350000,North Middlesex,07350505,North Middlesex Regional,school,793,0,0,0,0,0,0,0,0,0,0,187,178,210,211,7,7,0.009,13,239,0.301,,,129,0.163,143,0.18,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,00000000,State Totals,00000000,State Totals,state,911529,27714,62374,62602,64073,65481,65789,66972,67110,69038,71463,75727,71088,69758,70661,1679,100231,0.11,218070,512242,0.556,399140,0.438,,,174505,0.189,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,01250000,Harvard,01250000,Harvard,district,1025,27,80,52,66,68,78,81,83,77,90,75,86,71,91,0,7,0.007,57,208,0.198,85,0.083,,,118,0.112,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,01250000,Harvard,01250005,Hildreth Elementary School,school,452,27,80,52,66,68,78,81,0,0,0,0,0,0,0,0,7,0.015,32,91,0.201,41,0.091,,,44,0.097,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,01250000,Harvard,01250505,Bromfield,school,573,0,0,0,0,0,0,0,83,77,90,75,86,71,91,0,0,0.0,25,95,0.166,44,0.077,,,52,0.091,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,01620000,Lunenburg,01620000,Lunenburg,district,1597,39,124,112,104,135,110,116,135,125,142,107,119,107,117,5,22,0.014,87,556,0.346,409,0.256,,,227,0.141,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,01620000,Lunenburg,01620010,Lunenburg Primary School,school,379,39,124,112,104,0,0,0,0,0,0,0,0,0,0,0,8,0.021,30,156,0.412,125,0.33,,,64,0.169,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,01620000,Lunenburg,01620025,Turkey Hill Elementary School,school,361,0,0,0,0,135,110,116,0,0,0,0,0,0,0,0,7,0.019,16,140,0.388,95,0.263,,,61,0.169,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,01620000,Lunenburg,01620305,Lunenburg Middle School,school,402,0,0,0,0,0,0,0,135,125,142,0,0,0,0,0,3,0.007,20,126,0.313,97,0.241,,,42,0.104,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,01620000,Lunenburg,01620505,Lunenburg High,school,450,0,0,0,0,0,0,0,0,0,0,107,119,107,117,0,4,0.009,21,118,0.262,89,0.198,,,45,0.1,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,01620000,Lunenburg,01620605,Advanced Community Experience Program,school,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,2272,58,165,152,156,196,170,175,182,196,197,155,168,163,128,11,42,0.018,108,886,0.387,593,0.261,,,433,0.189,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,377,0,0,0,88,109,89,91,0,0,0,0,0,0,0,0,10,0.027,18,144,0.382,90,0.239,,,71,0.188,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,167,0,82,85,0,0,0,0,0,0,0,0,0,0,0,0,5,0.03,8,53,0.317,39,0.234,,,20,0.12,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,528,58,83,67,68,87,81,84,0,0,0,0,0,0,0,0,22,0.042,33,223,0.422,142,0.269,,,111,0.21,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,575,0,0,0,0,0,0,0,182,196,197,0,0,0,0,0,2,0.003,28,217,0.377,154,0.268,,,104,0.181,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,625,0,0,0,0,0,0,0,0,0,0,155,168,163,128,11,3,0.005,21,234,0.374,168,0.269,,,112,0.179,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,1622,74,138,124,145,119,132,132,121,131,138,119,88,99,62,0,58,0.036,164,775,0.468,549,0.338,,,339,0.205,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,324,0,51,62,57,43,50,61,0,0,0,0,0,0,0,0,4,0.012,10,149,0.46,109,0.336,,,70,0.216,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06160000,Ayer Shirley School District,06160002,Page Hilltop Elementary School,school,540,74,87,62,88,76,82,71,0,0,0,0,0,0,0,0,39,0.072,78,264,0.489,199,0.369,,,97,0.18,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,390,0,0,0,0,0,0,0,121,131,138,0,0,0,0,0,6,0.015,44,170,0.436,124,0.318,,,74,0.19,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,368,0,0,0,0,0,0,0,0,0,0,119,88,99,62,0,9,0.024,32,157,0.427,117,0.318,,,65,0.177,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,2315,69,154,150,168,180,175,186,156,202,171,167,174,170,189,4,28,0.012,60,595,0.254,266,0.115,,,370,0.158,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06730000,Groton-Dunstable,06730001,Boutwell School,school,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,16,0.232,10,0.145,,,10,0.145,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,308,0,64,51,63,65,65,0,0,0,0,0,0,0,0,0,7,0.023,11,79,0.256,35,0.114,,,44,0.143,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06730000,Groton-Dunstable,06730010,Florence Roche School,school,519,0,90,99,105,115,110,0,0,0,0,0,0,0,0,0,14,0.027,15,145,0.279,73,0.141,,,77,0.148,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,715,0,0,0,0,0,0,186,156,202,171,0,0,0,0,0,4,0.006,7,191,0.267,75,0.105,,,123,0.172,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,704,0,0,0,0,0,0,0,0,0,0,167,174,170,189,4,3,0.004,27,141,0.2,73,0.104,,,93,0.132,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,07350000,North Middlesex,07350000,North Middlesex,district,2989,77,225,255,226,240,230,224,229,235,263,212,184,175,208,6,51,0.017,89,1353,0.445,875,0.293,,,709,0.233,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,87,77,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0.0,3,56,0.644,33,0.379,,,40,0.46,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,07350000,North Middlesex,07350005,Spaulding Memorial,school,466,0,97,91,86,99,93,0,0,0,0,0,0,0,0,0,20,0.043,25,189,0.406,142,0.305,,,64,0.137,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,07350000,North Middlesex,07350010,Ashby Elementary,school,139,0,22,37,26,24,30,0,0,0,0,0,0,0,0,0,1,0.007,1,59,0.424,48,0.345,,,24,0.173,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,07350000,North Middlesex,07350030,Hawthorne Brook,school,475,0,0,0,0,0,0,110,118,113,134,0,0,0,0,0,8,0.017,18,245,0.516,173,0.364,,,115,0.242,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,07350000,North Middlesex,07350035,Varnum Brook,school,561,0,106,123,111,117,104,0,0,0,0,0,0,0,0,0,5,0.009,6,231,0.412,167,0.298,,,110,0.196,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,07350000,North Middlesex,07350310,Nissitissit Middle School,school,476,0,0,0,0,0,0,114,111,122,129,0,0,0,0,0,3,0.006,11,225,0.473,132,0.277,,,136,0.286,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,785,0,0,0,0,0,0,0,0,0,0,212,184,175,208,6,14,0.018,25,294,0.375,180,0.229,,,166,0.211,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,00000000,State Totals,00000000,State Totals,state,913735,30924,61611,65628,63966,65083,66360,66453,67299,67468,69397,75502,73829,69463,69134,1618,110554,0.121,228169,508820,0.551,386060,0.423,,,179095,0.194,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,01250000,Harvard,01250000,Harvard,district,1020,25,71,79,60,71,74,80,80,81,75,84,77,86,77,0,25,0.025,80,198,0.19,76,0.075,,,105,0.101,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,01250000,Harvard,01250005,Hildreth Elementary School,school,460,25,71,79,60,71,74,80,0,0,0,0,0,0,0,0,16,0.035,44,90,0.196,39,0.085,,,33,0.072,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,01250000,Harvard,01250505,Bromfield,school,560,0,0,0,0,0,0,0,80,81,75,84,77,86,77,0,9,0.016,36,85,0.152,37,0.066,,,49,0.088,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,01620000,Lunenburg,01620000,Lunenburg,district,1562,42,106,125,111,109,136,108,119,132,129,125,104,112,99,5,35,0.022,93,548,0.35,389,0.249,,,234,0.149,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,01620000,Lunenburg,01620010,Lunenburg Primary School,school,384,42,106,125,111,0,0,0,0,0,0,0,0,0,0,0,21,0.055,37,155,0.404,113,0.294,,,66,0.172,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,01620000,Lunenburg,01620025,Turkey Hill Elementary School,school,353,0,0,0,0,109,136,108,0,0,0,0,0,0,0,0,6,0.017,18,126,0.357,88,0.249,,,54,0.153,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,01620000,Lunenburg,01620305,Lunenburg Middle School,school,380,0,0,0,0,0,0,0,119,132,129,0,0,0,0,0,4,0.011,19,128,0.337,83,0.218,,,62,0.163,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,01620000,Lunenburg,01620505,Lunenburg High,school,440,0,0,0,0,0,0,0,0,0,0,125,104,112,99,0,4,0.009,19,130,0.295,102,0.232,,,43,0.098,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,01620000,Lunenburg,01620605,Advanced Community Experience Program,school,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,2309,77,156,167,161,160,208,173,172,183,194,172,155,159,164,8,53,0.023,124,865,0.372,590,0.256,,,395,0.17,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,389,0,0,0,92,91,117,89,0,0,0,0,0,0,0,0,9,0.023,17,141,0.362,88,0.226,,,67,0.172,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,189,29,77,83,0,0,0,0,0,0,0,0,0,0,0,0,9,0.048,10,60,0.317,46,0.243,,,18,0.095,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,524,48,79,84,69,69,91,84,0,0,0,0,0,0,0,0,31,0.059,42,228,0.435,154,0.294,,,106,0.202,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,549,0,0,0,0,0,0,0,172,183,194,0,0,0,0,0,1,0.002,30,194,0.353,143,0.26,,,84,0.153,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,658,0,0,0,0,0,0,0,0,0,0,172,155,159,164,8,3,0.005,25,226,0.343,159,0.242,,,105,0.16,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,1636,73,136,151,118,140,122,135,127,114,126,98,119,88,89,0,71,0.043,121,760,0.455,533,0.326,,,323,0.193,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,343,0,56,62,65,56,47,57,0,0,0,0,0,0,0,0,18,0.052,25,161,0.469,112,0.327,,,76,0.222,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06160000,Ayer Shirley School District,06160002,Page Hilltop Elementary School,school,532,73,80,89,53,84,75,78,0,0,0,0,0,0,0,0,36,0.068,44,258,0.485,190,0.357,,,95,0.179,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,367,0,0,0,0,0,0,0,127,114,126,0,0,0,0,0,9,0.025,28,162,0.441,123,0.335,,,61,0.166,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,394,0,0,0,0,0,0,0,0,0,0,98,119,88,89,0,8,0.02,24,146,0.371,108,0.274,,,58,0.147,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,2351,94,148,177,167,176,186,176,188,157,202,164,161,179,171,5,44,0.019,69,610,0.257,237,0.101,,,393,0.166,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06730000,Groton-Dunstable,06730001,Boutwell School,school,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,29,0.309,13,0.138,,,21,0.223,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,328,0,68,71,57,66,66,0,0,0,0,0,0,0,0,0,12,0.037,12,97,0.296,35,0.107,,,60,0.183,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06730000,Groton-Dunstable,06730010,Florence Roche School,school,526,0,80,106,110,110,120,0,0,0,0,0,0,0,0,0,21,0.04,22,139,0.264,59,0.112,,,77,0.146,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,723,0,0,0,0,0,0,176,188,157,202,0,0,0,0,0,5,0.007,10,185,0.256,72,0.1,,,120,0.166,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,680,0,0,0,0,0,0,0,0,0,0,164,161,179,171,5,6,0.009,25,140,0.206,58,0.085,,,95,0.14,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,07350000,North Middlesex,07350000,North Middlesex,district,3017,90,220,247,252,237,247,240,238,230,237,190,214,187,178,10,73,0.024,141,1347,0.438,834,0.276,,,740,0.241,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,100,90,2,1,4,2,1,0,0,0,0,0,0,0,0,0,5,0.05,7,62,0.62,42,0.42,,,42,0.42,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,07350000,North Middlesex,07350005,Spaulding Memorial,school,419,0,71,96,79,82,91,0,0,0,0,0,0,0,0,0,11,0.026,17,148,0.353,99,0.236,,,67,0.16,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,07350000,North Middlesex,07350010,Ashby Elementary,school,141,0,22,28,36,30,25,0,0,0,0,0,0,0,0,0,6,0.043,6,73,0.518,57,0.404,,,27,0.191,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,07350000,North Middlesex,07350030,Hawthorne Brook,school,464,0,0,0,0,0,0,125,112,113,114,0,0,0,0,0,3,0.006,15,221,0.476,148,0.319,,,112,0.241,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,07350000,North Middlesex,07350035,Varnum Brook,school,633,0,125,122,133,123,130,0,0,0,0,0,0,0,0,0,36,0.057,45,254,0.401,173,0.273,,,115,0.182,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,07350000,North Middlesex,07350310,Nissitissit Middle School,school,481,0,0,0,0,0,0,115,126,117,123,0,0,0,0,0,1,0.002,21,216,0.449,127,0.264,,,130,0.27,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2023,07350000,North Middlesex,07350505,North Middlesex Regional,school,779,0,0,0,0,0,0,0,0,0,0,190,214,187,178,10,11,0.014,30,316,0.406,188,0.241,,,192,0.246,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2024,00000000,State Totals,00000000,State Totals,state,914959,32096,61846,64297,66656,64713,65968,66977,66913,67672,68084,73817,73468,71883,68770,1799,119749,0.131,237854,515939,0.558,385697,0.422,,,187160,0.202,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2024,01250000,Harvard,01250000,Harvard,district,1019,22,64,75,77,59,70,75,88,79,85,76,86,82,79,2,36,0.035,90,252,0.242,99,0.097,,,151,0.145,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2024,01250000,Harvard,01250005,Hildreth Elementary School,school,442,22,64,75,77,59,70,75,0,0,0,0,0,0,0,0,22,0.05,45,116,0.262,46,0.104,,,66,0.149,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2024,01250000,Harvard,01250305,The Bromfield Middle School,school,252,0,0,0,0,0,0,0,88,79,85,0,0,0,0,0,5,0.02,17,48,0.19,22,0.087,,,26,0.103,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2024,01250000,Harvard,01250505,The Bromfield High School,school,325,0,0,0,0,0,0,0,0,0,0,76,86,82,79,2,9,0.028,28,66,0.203,31,0.095,,,37,0.114,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
