fy,lea,district,level,func_cat_code,func_cat_desc,func_code,func_desc,in_out_dist,gen_fund,grants_revolving,total,per_pupil,reconciles,doc_id
2017,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2210,School Leadership,In-District,1046159,0,1046159,616,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2220,Curriculum/Dept Leaders (School Level),In-District,62803,0,62803,37,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2250,Admin. Technology (School Level),In-District,135821,0,135821,80,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2315,Instructional Coordinators (Non-Supervisory),In-District,139406,0,139406,82,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,category,LDRS,Instructional Leadership,LDRS,Instructional Leadership,,1597409,0,1597409,941,yes,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2410,"Textbooks, Related Software/Media/Matls",In-District,156903,60000,216903,128,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2415,Other Instructional Matls (Libraries),In-District,0,27964,27964,16,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2420,Instructional Equipment,In-District,67385,9054,76439,45,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2430,General Classroom Supplies,In-District,161860,5511,167371,99,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2440,Other Instructional Services,In-District,21841,52133,73974,44,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2451,Classroom Instructional Technology,In-District,32840,0,32840,19,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2455,Instructional Software,In-District,151474,0,151474,89,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,category,MATL,"Instructional Materials, Equipment and Technology",MATL,"Instructional Materials, Equipment and Technology",,592302,154662,746964,440,yes,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,category,ODTR,Out-of-district Transportation,ODTR,Out-of-district Transportation,,325143,0,325143,0,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,rollup,OODD,Out-of-district Expenditure,OODD,Out-of-district Expenditure,,3996762,786055,4782817,0,yes,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4110,Custodial Services,In-District,706318,2065,708383,417,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4120,Heating of Buildings,In-District,172265,10624,182889,108,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4130,Utility Services,In-District,475522,0,475522,280,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4210,Maintenance of Grounds,In-District,38990,0,38990,23,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4220,Maintenance of Buildings,In-District,566088,35968,602056,355,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,category,OPMN,Operations and Maintenance,OPMN,Operations and Maintenance,,1959182,48658,2007840,1183,yes,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,PDEV,Professional Development,2357,"Prof. Dev. Stipends, Providers, Expenses",In-District,52329,131032,183361,108,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,category,PDEV,Professional Development,PDEV,Professional Development,,52329,131032,183361,108,yes,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3100,Attendance and Parent Liaison Services,In-District,0,106683,106683,63,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3200,Medical/Health Services,In-District,286549,0,286549,169,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3300,Transportation Services,In-District,1147781,0,1147781,676,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3400,Food Services,In-District,0,627983,627983,370,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3510,Athletics,In-District,306725,50373,357098,210,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3520,Other Student Activities,In-District,47822,27172,74995,44,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,category,SERV,Pupil Services,SERV,Pupil Services,,1788878,812212,2601090,1533,yes,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,TCHR,Teachers,2305,"Teachers, Classroom",In-District,6093782,309889,6403671,3773,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,TCHR,Teachers,2310,"Teachers, Specialists",In-District,2058892,172219,2231110,1315,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,category,TCHR,Teachers,TCHR,Teachers,,8152674,482108,8634782,5088,yes,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,TSER,Other Teaching Services,2320,Medical/ Therapeutic Services,In-District,657378,54293,711671,419,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,TSER,Other Teaching Services,2325,"Substitutes, Short-Term",In-District,178220,0,178220,105,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,TSER,Other Teaching Services,2330,Paraprofessionals,In-District,703854,481020,1184874,698,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,TSER,Other Teaching Services,2340,Librarians/Media Center Directors,In-District,149540,0,149540,88,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,category,TSER,Other Teaching Services,TSER,Other Teaching Services,,1688993,535313,2224306,1311,yes,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,total,TTPP,"Expenditure (Admin, Instruction, Operations)",TTPP,"Expenditure (Admin, Instruction, Operations)",,25449955,3122948,28572903,14660,yes,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,TUIT,Payments to Out-of-District Schools,9100,Tuition to Mass. Schools,Out-of-District,12976,6055,19031,0,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,TUIT,Payments to Out-of-District Schools,9110,Tuition for School Choice,Out-of-District,661471,0,661471,0,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,TUIT,Payments to Out-of-District Schools,9120,Tuition to Commonwealth Charter Schools,Out-of-District,922785,0,922785,0,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,TUIT,Payments to Out-of-District Schools,9300,Tuition to Non-Public Schools,Out-of-District,1545224,404174,1949398,0,,sources/state-dese/district-expenditures-by-function.xlsx
2017,06160000,Ayer Shirley School District,detail,TUIT,Payments to Out-of-District Schools,9400,Tuition to Collaboratives,Out-of-District,529163,375826,904989,0,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,ADMN,Administration,1110,School Committee,In-District,18377,0,18377,11,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,ADMN,Administration,1210,Superintendent,In-District,252217,0,252217,149,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,ADMN,Administration,1220,Assistant Superintendents,In-District,128465,0,128465,76,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,ADMN,Administration,1410,Business and Finance,In-District,314822,0,314822,186,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,ADMN,Administration,1420,Human Resources and Benefits,In-District,27578,0,27578,16,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,ADMN,Administration,1430,Legal Service for School Committee,In-District,37576,0,37576,22,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,ADMN,Administration,1450,Administrative Technology-Districtwide,In-District,252189,5626,257816,152,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,category,ADMN,Administration,ADMN,Administration,,1031225,5626,1036851,612,yes,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,BENE,"Insurance, Retirement Programs and Other",5100,Employer Retirement Contributions,In-District,641987,21191,663178,392,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,BENE,"Insurance, Retirement Programs and Other",5150,Employee Separation Costs,In-District,15970,0,15970,9,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,BENE,"Insurance, Retirement Programs and Other",5200,Insurance for Active Employees,In-District,3193999,66800,3260799,1926,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,BENE,"Insurance, Retirement Programs and Other",5250,Insurance for Retired School Employees,In-District,171658,0,171658,101,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,BENE,"Insurance, Retirement Programs and Other",5260,Other Non-Employee Insurance,In-District,119653,0,119653,71,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,category,BENE,"Insurance, Retirement Programs and Other",BENE,"Insurance, Retirement Programs and Other",,4143266,87991,4231257,2499,yes,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,GUID,"Guidance, Counseling and Testing",2710,Guidance incl Adjustment Counselors,In-District,485653,0,485653,287,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,GUID,"Guidance, Counseling and Testing",2800,Psychological Services,In-District,173036,0,173036,102,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,category,GUID,"Guidance, Counseling and Testing",GUID,"Guidance, Counseling and Testing",,658689,0,658689,389,yes,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,rollup,IIII,In-district Expenditure,IIII,In-district Expenditure,,21695414,2450223,24145637,14261,yes,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2110,Curriculum Directors and Dept. Heads (Supervisory),In-District,213303,0,213303,126,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2120,Curriculum Directors and Dept. Heads (Non-Supervisory),In-District,209106,0,209106,124,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2210,School Leadership,In-District,1121826,0,1121826,663,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2250,Administrative Technology and Support (Schools),In-District,146290,0,146290,86,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,category,LDRS,Instructional Leadership,LDRS,Instructional Leadership,,1690525,0,1690525,998,yes,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2410,Textbooks,In-District,226119,0,226119,134,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2415,Other Instructional Matls (Libraries),In-District,0,69804,69804,41,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2420,Instructional Equipment,In-District,82347,19977,102324,60,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2430,General Classroom Supplies,In-District,175746,0,175746,104,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2440,Other Instructional Services,In-District,25996,161968,187964,111,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2451,Instructional Hardware - Student and Staff Devices (computers),In-District,34227,223,34450,20,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2455,Instructional Software and Other Instructional Materials,In-District,73670,32390,106060,63,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,category,MATL,"Instructional Materials, Equipment and Technology",MATL,"Instructional Materials, Equipment and Technology",,618105,284362,902467,533,yes,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,category,ODTR,Out-of-district Transportation,ODTR,Out-of-district Transportation,,397164,0,397164,0,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,rollup,OODD,Out-of-district Expenditure,OODD,Out-of-district Expenditure,,4430536,237819,4668355,0,yes,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4110,Custodial Services,In-District,663758,5520,669278,395,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4120,Heating of Buildings,In-District,257284,0,257284,152,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4130,Utility Services,In-District,481231,0,481231,284,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4210,Maintenance of Grounds,In-District,35014,0,35014,21,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4220,Maintenance of Buildings,In-District,591280,2708,593988,351,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4225,Building Security System,In-District,10861,1335,12196,7,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,category,OPMN,Operations and Maintenance,OPMN,Operations and Maintenance,,2039428,9563,2048991,1210,yes,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,PDEV,Professional Development,2354,Stipends for Teachers Providing Instructional Coaching,In-District,0,87137,87137,51,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,PDEV,Professional Development,2356,Costs for Instructional Staff to Attend Professional Development,In-District,33399,18336,51735,31,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,PDEV,Professional Development,2358,Outside Professional Development Providers for Instructional Staff,In-District,30103,38667,68770,41,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,category,PDEV,Professional Development,PDEV,Professional Development,,63502,144140,207642,123,yes,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3100,Attendance and Parent Liaison Services,In-District,0,116736,116736,69,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3200,Medical/Health Services,In-District,308694,0,308694,182,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3300,Transportation Services,In-District,1119808,0,1119808,661,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3400,Food Services,In-District,0,624128,624128,369,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3510,Athletics,In-District,385500,44718,430218,254,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3520,Other Student Activities,In-District,67669,49085,116754,69,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,category,SERV,Pupil Services,SERV,Pupil Services,,1881671,834667,2716338,1604,yes,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,TCHR,Teachers,2305,"Teachers, Classroom",In-District,7872459,642223,8514682,5029,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,category,TCHR,Teachers,TCHR,Teachers,,7872459,642223,8514682,5029,yes,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,TSER,Other Teaching Services,2320,Medical/ Therapeutic Services,In-District,663799,0,663799,392,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,TSER,Other Teaching Services,2325,"Substitutes, Short-Term",In-District,175093,0,175093,103,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,TSER,Other Teaching Services,2330,Paraprofessionals,In-District,700319,441651,1141970,674,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,TSER,Other Teaching Services,2340,Librarians/Media Center Directors,In-District,157333,0,157333,93,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,category,TSER,Other Teaching Services,TSER,Other Teaching Services,,1696544,441651,2138195,1263,yes,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,total,TTPP,"Expenditure (Admin, Instruction, Operations)",TTPP,"Expenditure (Admin, Instruction, Operations)",,26125950,2688042,28813992,14829,yes,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,TUIT,Payments to Out-of-District Schools,9100,Tuition to Mass. Schools,Out-of-District,44891,0,44891,0,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,TUIT,Payments to Out-of-District Schools,9110,Tuition for School Choice,Out-of-District,669494,0,669494,0,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,TUIT,Payments to Out-of-District Schools,9120,Tuition to Commonwealth Charter Schools,Out-of-District,971666,0,971666,0,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,TUIT,Payments to Out-of-District Schools,9300,Tuition to Non-Public Schools,Out-of-District,1599693,66700,1666393,0,,sources/state-dese/district-expenditures-by-function.xlsx
2018,06160000,Ayer Shirley School District,detail,TUIT,Payments to Out-of-District Schools,9400,Tuition to Collaboratives,Out-of-District,747628,171119,918747,0,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,ADMN,Administration,1110,School Committee,In-District,31469,0,31469,18,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,ADMN,Administration,1210,Superintendent,In-District,274959,0,274959,161,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,ADMN,Administration,1220,Assistant Superintendents,In-District,130000,0,130000,76,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,ADMN,Administration,1410,Business and Finance,In-District,308107,0,308107,180,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,ADMN,Administration,1420,Human Resources and Benefits,In-District,28268,0,28268,17,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,ADMN,Administration,1430,Legal Service for School Committee,In-District,95523,0,95523,56,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,ADMN,Administration,1450,Administrative Technology-Districtwide,In-District,256721,1199,257920,151,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,category,ADMN,Administration,ADMN,Administration,,1125047,1199,1126246,659,yes,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,BENE,"Insurance, Retirement Programs and Other",5100,Employer Retirement Contributions,In-District,657630,13544,671173,392,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,BENE,"Insurance, Retirement Programs and Other",5150,Employee Separation Costs,In-District,11594,0,11594,7,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,BENE,"Insurance, Retirement Programs and Other",5200,Insurance for Active Employees,In-District,3268823,77700,3346523,1957,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,BENE,"Insurance, Retirement Programs and Other",5250,Insurance for Retired School Employees,In-District,185133,0,185133,108,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,BENE,"Insurance, Retirement Programs and Other",5260,Other Non-Employee Insurance,In-District,151126,0,151126,88,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,category,BENE,"Insurance, Retirement Programs and Other",BENE,"Insurance, Retirement Programs and Other",,4274305,91244,4365549,2553,yes,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,GUID,"Guidance, Counseling and Testing",2710,Guidance incl Adjustment Counselors,In-District,498652,0,498652,292,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,GUID,"Guidance, Counseling and Testing",2800,Psychological Services,In-District,169398,0,169398,99,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,category,GUID,"Guidance, Counseling and Testing",GUID,"Guidance, Counseling and Testing",,668050,0,668050,391,yes,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,rollup,IIII,In-district Expenditure,IIII,In-district Expenditure,,23071103,2513000,25584104,14959,yes,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2110,Curriculum Directors and Dept. Heads (Supervisory),In-District,276220,62500,338720,198,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2120,Curriculum Directors and Dept. Heads (Non-Supervisory),In-District,199773,45528,245301,143,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2130,Instructional Technology Leadership and Training,In-District,278130,0,278130,163,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2210,School Leadership,In-District,1148650,0,1148650,672,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,category,LDRS,Instructional Leadership,LDRS,Instructional Leadership,,1902773,108028,2010801,1176,yes,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2410,Textbooks,In-District,161421,0,161421,94,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2415,Other Instructional Matls (Libraries),In-District,18474,15950,34424,20,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2420,Instructional Equipment,In-District,107439,0,107439,63,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2430,General Classroom Supplies,In-District,311147,0,311147,182,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2440,Other Instructional Services,In-District,50905,96405,147310,86,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2451,Instructional Hardware - Student and Staff Devices (computers),In-District,52282,460,52742,31,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2455,Instructional Software and Other Instructional Materials,In-District,153384,0,153384,90,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,category,MATL,"Instructional Materials, Equipment and Technology",MATL,"Instructional Materials, Equipment and Technology",,855052,112815,967867,566,yes,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,category,ODTR,Out-of-district Transportation,ODTR,Out-of-district Transportation,,603951,0,603951,0,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,rollup,OODD,Out-of-district Expenditure,OODD,Out-of-district Expenditure,,3499907,979179,4479086,0,yes,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4110,Custodial Services,In-District,758668,5758,764425,447,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4120,Heating of Buildings,In-District,263630,0,263630,154,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4130,Utility Services,In-District,406980,0,406980,238,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4210,Maintenance of Grounds,In-District,68250,0,68250,40,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4220,Maintenance of Buildings,In-District,722007,610,722617,423,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,category,OPMN,Operations and Maintenance,OPMN,Operations and Maintenance,,2219534,6368,2225902,1301,yes,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,PDEV,Professional Development,2351,Professional Development Leadership,In-District,0,17401,17401,10,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,PDEV,Professional Development,2352,Instructional Coaches,In-District,19205,9105,28310,17,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,PDEV,Professional Development,2354,Stipends for Teachers Providing Instructional Coaching,In-District,0,73310,73310,43,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,PDEV,Professional Development,2356,Costs for Instructional Staff to Attend Professional Development,In-District,0,44920,44920,26,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,PDEV,Professional Development,2358,Outside Professional Development Providers for Instructional Staff,In-District,56556,50513,107069,63,,sources/state-dese/district-expenditures-by-function.xlsx
