fy,lea,district,level,func_cat_code,func_cat_desc,func_code,func_desc,in_out_dist,gen_fund,grants_revolving,total,per_pupil,reconciles,doc_id
2014,07350000,North Middlesex,category,ADMN,Administration,ADMN,Administration,,1192388,0,1192388,352,yes,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5100,Employer Retirement Contributions,In-District,715914,21165,737079,218,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5150,Employee Separation Costs,In-District,75954,0,75954,22,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5200,Insurance for Active Employees,In-District,4472911,488694,4961605,1465,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5250,Insurance for Retired School Employees,In-District,1771892,0,1771892,523,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5260,Other Non-Employee Insurance,In-District,139207,0,139207,41,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5300,Rental Lease of Equipment,In-District,30193,0,30193,9,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5550,School Crossing Guards,In-District,23572,0,23572,7,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,category,BENE,"Insurance, Retirement Programs and Other",BENE,"Insurance, Retirement Programs and Other",,7229643,509859,7739502,2285,yes,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,GUID,"Guidance, Counseling and Testing",2710,Guidance incl Adjustment Counselors,In-District,695682,0,695682,205,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,GUID,"Guidance, Counseling and Testing",2800,Psychological Services,In-District,332625,0,332625,98,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,category,GUID,"Guidance, Counseling and Testing",GUID,"Guidance, Counseling and Testing",,1028307,0,1028307,304,yes,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,rollup,IIII,In-district Expenditure,IIII,In-district Expenditure,,39130510,3172135,42302645,12492,yes,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,LDRS,Instructional Leadership,2110,Curriculum Directors  (Supervisory),In-District,307168,5183,312351,92,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,LDRS,Instructional Leadership,2210,School Leadership,In-District,1679802,0,1679802,496,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,LDRS,Instructional Leadership,2220,Curriculum/Dept Leaders (School Level),In-District,31781,0,31781,9,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,LDRS,Instructional Leadership,2250,Admin. Technology (School Level),In-District,95036,0,95036,28,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,LDRS,Instructional Leadership,2315,Instructional Coordinators (Non-Supervisory),In-District,320669,0,320669,95,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,category,LDRS,Instructional Leadership,LDRS,Instructional Leadership,,2434456,5183,2439639,720,yes,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2410,"Textbooks, Related Software/Media/Matls",In-District,113693,14922,128615,38,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2415,Other Instructional Matls (Libraries),In-District,12608,0,12608,4,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2420,Instructional Equipment,In-District,186492,0,186492,55,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2430,General Classroom Supplies,In-District,179112,55256,234368,69,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2440,Other Instructional Services,In-District,12549,525,13074,4,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2451,Classroom Instructional Technology,In-District,280208,0,280208,83,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2455,Instructional Software,In-District,51595,0,51595,15,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,category,MATL,"Instructional Materials, Equipment and Technology",MATL,"Instructional Materials, Equipment and Technology",,836257,70703,906960,268,yes,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,category,ODTR,Out-of-district Transportation,ODTR,Out-of-district Transportation,,438478,0,438478,0,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,rollup,OODD,Out-of-district Expenditure,OODD,Out-of-district Expenditure,,4379708,984672,5364380,0,yes,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4110,Custodial Services,In-District,1403090,62889,1465979,433,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4120,Heating of Buildings,In-District,741978,16247,758225,224,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4130,Utility Services,In-District,815862,7457,823319,243,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4210,Maintenance of Grounds,In-District,64268,7852,72120,21,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4220,Maintenance of Buildings,In-District,332665,15181,347846,103,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4225,Building Security System,In-District,12727,0,12727,4,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4230,Maintenance of Equipment,In-District,19697,0,19697,6,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4400,Networking and Telecommunications,In-District,254998,0,254998,75,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,category,OPMN,Operations and Maintenance,OPMN,Operations and Maintenance,,3645285,109626,3754911,1109,yes,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,PDEV,Professional Development,2353,Instructional Staff-Professional Days,In-District,21265,0,21265,6,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,PDEV,Professional Development,2357,"Prof. Dev. Stipends, Providers, Expenses",In-District,83664,103937,187601,55,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,category,PDEV,Professional Development,PDEV,Professional Development,,104929,103937,208866,62,yes,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,SERV,Pupil Services,3200,Medical/Health Services,In-District,536845,0,536845,159,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,SERV,Pupil Services,3300,Transportation Services,In-District,2443685,650,2444335,722,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,SERV,Pupil Services,3400,Food Services,In-District,0,827998,827998,244,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,SERV,Pupil Services,3510,Athletics,In-District,414165,181882,596047,176,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,SERV,Pupil Services,3520,Other Student Activities,In-District,84668,52649,137317,41,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,category,SERV,Pupil Services,SERV,Pupil Services,,3479363,1063179,4542542,1341,yes,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,TCHR,Teachers,2305,"Teachers, Classroom",In-District,15567968,561309,16129277,4763,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,TCHR,Teachers,2310,"Teachers, Specialists",In-District,492073,0,492073,145,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,category,TCHR,Teachers,TCHR,Teachers,,16060041,561309,16621350,4908,yes,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,TSER,Other Teaching Services,2320,Medical/ Therapeutic Services,In-District,1206159,0,1206159,356,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,TSER,Other Teaching Services,2325,Substitute Teachers,In-District,262233,1000,263233,78,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,TSER,Other Teaching Services,2330,Paraprofessionals,In-District,1226377,747339,1973716,583,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,TSER,Other Teaching Services,2340,Librarians/Media Center Directors,In-District,425072,0,425072,126,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,category,TSER,Other Teaching Services,TSER,Other Teaching Services,,3119841,748339,3868180,1142,yes,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,total,TTPP,"Expenditure (Admin, Instruction, Operations)",TTPP,"Expenditure (Admin, Instruction, Operations)",,43510218,4156807,47667025,13147,yes,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9100,Tuition to Mass. Schools,Out-of-District,201566,393101,594667,0,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9110,Tuition for School Choice,Out-of-District,570484,0,570484,0,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9120,Tuition to Commonwealth Charter Schools,Out-of-District,756092,0,756092,0,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9200,Tuition to Out-of-State Schools,Out-of-District,62295,0,62295,0,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9300,Tuition to Non-Public Schools,Out-of-District,1082491,346327,1428818,0,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9400,Tuition to Collaboratives,Out-of-District,1268302,245244,1513546,0,,sources/state-dese/district-expenditures-by-function.xlsx
2015,07350000,North Middlesex,detail,ADMN,Administration,1110,School Committee,In-District,11547,0,11547,4,,sources/state-dese/district-expenditures-by-function.xlsx
2015,07350000,North Middlesex,detail,ADMN,Administration,1210,Superintendent,In-District,227005,0,227005,69,,sources/state-dese/district-expenditures-by-function.xlsx
2015,07350000,North Middlesex,detail,ADMN,Administration,1220,Assistant Superintendents,In-District,127181,0,127181,39,,sources/state-dese/district-expenditures-by-function.xlsx
2015,07350000,North Middlesex,detail,ADMN,Administration,1230,Other District-Wide Administration,In-District,34811,0,34811,11,,sources/state-dese/district-expenditures-by-function.xlsx
2015,07350000,North Middlesex,detail,ADMN,Administration,1410,Business and Finance,In-District,335006,0,335006,102,,sources/state-dese/district-expenditures-by-function.xlsx
2015,07350000,North Middlesex,detail,ADMN,Administration,1420,Human Resources and Benefits,In-District,77264,0,77264,24,,sources/state-dese/district-expenditures-by-function.xlsx
2015,07350000,North Middlesex,detail,ADMN,Administration,1430,Legal Service for School Committee,In-District,93027,0,93027,28,,sources/state-dese/district-expenditures-by-function.xlsx
2015,07350000,North Middlesex,detail,ADMN,Administration,1435,Legal Settlements,In-District,7500,0,7500,2,,sources/state-dese/district-expenditures-by-function.xlsx
2015,07350000,North Middlesex,detail,ADMN,Administration,1450,District-wide Information Mgmt & Tech,In-District,364282,0,364282,111,,sources/state-dese/district-expenditures-by-function.xlsx
