row,section,function_group,line_item,kind,fy23_actual,fy24_actual,fy25_actual,fy25_budget,fy26_final,fy26_actual_td,fy26_encumb_td,fy27_restoration,fy27_core,fy27_level_service,fy27_balanced,forecast_outyear,restoration_2_24_26,comments
337,SALARIES,2330 - Paraprofessionals Special Education *** (LTP notes),P.S. Special Ed Paraprofessionals*,line,268188.47,313996.49,268318.2,317143.0,424416.0,200963.45,,650742.0,650742.0,628537.0,579914.0,,650742.0,
338,SALARIES,2330 - Paraprofessionals Special Education *** (LTP notes),E.S. Special Ed Paraprofessionals,line,192692.72,352506.69,244290.6,312445.0,225152.0,138265.05,,396666.0,396666.0,396666.0,396666.0,,396666.0,
339,SALARIES,2330 - Paraprofessionals Special Education *** (LTP notes),M.S. Special Ed Paraprofessionals,line,260470.44,281867.46,371572.32,323772.0,373590.0,203465.39,,488600.0,488600.0,488600.0,488600.0,,488600.0,
340,SALARIES,2330 - Paraprofessionals Special Education *** (LTP notes),H.S. Special Ed Paraprofessionals,line,274513.56,215465.01,294050.08,347258.0,275473.0,182180.45,,342739.0,342739.0,320534.0,320534.0,,342739.0,
341,SALARIES,2330 - Paraprofessionals Special Education *** (LTP notes),ACE Special Ed Paraprofessionals,line,22206.75,-157886.32,66663.05,66275.0,43742.0,40552.12,,38074.0,38074.0,38074.0,38074.0,,38074.0,
342,SALARIES,2330 - Paraprofessionals Special Education *** (LTP notes),Special Ed Contracted Services,line,,,,,1000.0,0.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,
343,SALARIES,2330 - Paraprofessionals Special Education *** (LTP notes),Special Ed Home/Hospital Tutoring,line,,,5030.74,10000.0,1000.0,0.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,
344,SALARIES,2330 - Paraprofessionals Special Education *** (LTP notes),Special Ed Contracted Services,line,,,,,,,,,,,,,,
346,SALARIES,2340 - Librarians Salaries,P.S. Librarian,line,42574.5,46545.0,48610.34,47425.0,50555.0,27221.88,,52325.0,52325.0,52325.0,52325.0,,52325.0,
347,SALARIES,2340 - Librarians Salaries,E.S. Librarian,line,42574.5,46545.0,48610.66,47425.0,50555.0,27222.02,,52325.0,52325.0,52325.0,52325.0,,52325.0,
348,SALARIES,2340 - Librarians Salaries,M.S. Librarian,line,48484.0,49200.0,50510.5,49325.0,53405.0,29714.99,,55175.0,55175.0,55175.0,55175.0,,55175.0,
349,SALARIES,2340 - Librarians Salaries,H.S. Librarian,line,48484.0,49200.0,50510.5,49325.0,53405.0,29715.01,,55175.0,55175.0,55175.0,55175.0,,55175.0,
351,SALARIES,2710 - Guidance Salaries,P.S. GUIDANCE COUNSELOR,line,,,,,,,,,,,,,,
352,SALARIES,2710 - Guidance Salaries,E.S. Guidance Counselor,line,85778.0,52140.0,49262.23,63738.0,,,,,,,,,,
353,SALARIES,2710 - Guidance Salaries,M.S. Guidance Counselor,line,85771.0,162553.52,95617.0,93090.0,147680.0,54551.56,,155864.0,155864.0,155864.0,155864.0,,153045.0,
354,SALARIES,2710 - Guidance Salaries,H.S. Guidance Counselor,line,145940.0,26266.0,244454.0,238548.0,209884.0,139450.78,,222354.0,222354.0,222354.0,222354.0,,219549.0,
355,SALARIES,2710 - Guidance Salaries,H.S. Guidance Secretary,line,38423.94,38864.72,39826.67,38245.0,,27662.77,,46492.0,46492.0,46492.0,46492.0,,46492.0,
356,SALARIES,2710 - Guidance Salaries,H.S. Summer Guidance Scheduling,line,,5431.53,2578.67,5144.0,5592.0,1812.47,,5648.0,5648.0,5648.0,5648.0,,5648.0,
358,SALARIES,2800 - Psychological Services,System School Psychologist,line,,,,,,,,,,,,,,
359,SALARIES,2800 - Psychological Services,P.S. Psychologist,line,,89887.0,92380.0,85026.0,98784.0,0.0,,102227.0,102227.0,102227.0,102227.0,,102227.0,
360,SALARIES,2800 - Psychological Services,E.S. Psychologist,line,81165.27,9385.84,95000.01,92693.0,98784.0,54659.22,,,,,,,,
361,SALARIES,2800 - Psychological Services,Middle School Psychologist,line,41722.5,42388.0,43571.0,42513.0,45106.0,24395.55,,46685.0,46685.0,46685.0,46685.0,,46685.0,
362,SALARIES,2800 - Psychological Services,H.S. Psychologist,line,41722.5,42388.0,43571.0,42513.0,45106.0,24395.57,,46685.0,46685.0,46685.0,46685.0,,46685.0,
364,SALARIES,2900 - Social Worker Salaries,P.S. Social Worker,line,120726.0,74781.08,89364.0,67779.0,92939.0,50044.12,,99007.0,99007.0,99007.0,99007.0,,96192.0,
365,SALARIES,2900 - Social Worker Salaries,E.S. Social Worker,line,,,89364.0,87184.0,92939.0,50044.12,,96192.0,96192.0,96192.0,96192.0,,96192.0,
366,SALARIES,2900 - Social Worker Salaries,M.S Social Worker,line,,,47189.02,78372.0,92939.0,34038.34,,67766.0,67766.0,67766.0,67766.0,,67766.0,
367,SALARIES,2900 - Social Worker Salaries,H.S. Social Worker,line,76637.99,82866.0,86742.0,84626.0,90212.0,20876.74,,72000.0,72000.0,72000.0,72000.0,,72000.0,
369,SALARIES,3200 - School Nurses Salaries,P.S. Nurses,line,63954.07,65658.0,63035.71,67779.0,74510.0,40120.78,,87870.0,87870.0,87870.0,87870.0,,79454.0,
370,SALARIES,3200 - School Nurses Salaries,E.S. Nurses,line,67944.0,63070.64,68800.0,68623.0,79028.0,42553.56,,86938.0,86938.0,86938.0,86938.0,,84131.0,
371,SALARIES,3200 - School Nurses Salaries,M.S. Nurses,line,60630.66,48746.72,68168.0,64387.0,73153.0,43769.32,,86468.0,86468.0,86468.0,86468.0,,86468.0,
372,SALARIES,3200 - School Nurses Salaries,H.S. Nurses,line,63749.0,56273.36,69446.72,68623.0,75412.0,40606.44,,94249.0,94249.0,94249.0,94249.0,,91428.0,
373,SALARIES,3200 - School Nurses Salaries,Nurse Coordinator,line,3643.79,2957.0,2606.0,2863.0,3154.0,1457.5,,3263.0,3263.0,3263.0,3263.0,,3263.0,
375,SALARIES,3510 - Athletics Salaries,Athletic Director,line,85977.0,90200.0,96044.06,92455.0,74406.0,49604.09,,20000.0,20000.0,20000.0,20000.0,,47500.0,
376,SALARIES,3510 - Athletics Salaries,Athletic Trainer,line,51660.0,61800.0,63900.0,63900.0,66200.0,35646.1,,68517.0,68517.0,68517.0,34258.5,,68517.0,
377,SALARIES,3510 - Athletics Salaries,Athletic Secretary,line,,,,,20407.0,0.0,,20407.0,20407.0,20407.0,20407.0,,20407.0,
378,SALARIES,3510 - Athletics Salaries,Special Detail/Athletic Events,line,3705.42,5807.0,72864.43,5000.0,7100.0,3417.59,780.0,7100.0,7100.0,7100.0,7100.0,,7100.0,
379,SALARIES,3510 - Athletics Salaries,Athletic Coaches,line,100350.5,46733.0,155614.0,0.0,159444.0,100813.0,,159444.0,159444.0,159444.0,87331.0,,159444.0,
380,SALARIES,3510 - Athletics Salaries,"Unified Sports,Track/Basketball Coach",line,1200.0,,1832.0,3925.0,3812.0,1103.0,,3812.0,3812.0,3812.0,3812.0,,3812.0,
381,SALARIES,3510 - Athletics Salaries,Freshman & MS Coaches,line,,,,,14415.0,12116.0,,14415.0,14415.0,0.0,0.0,,14415.0,
383,SALARIES,3520 - After School Advisor Salaries,H.S. After School Advisors,line,15000.8,15295.0,14039.0,0.0,11334.0,3584.0,,11731.0,11731.0,11731.0,11731.0,,11731.0,
385,SALARIES,4110 - Custodial Services,P.S. Custodians,line,111637.95,105761.66,81769.5,151566.0,92480.0,69596.7,,116598.0,116598.0,116598.0,116598.0,,116598.0,
386,SALARIES,4110 - Custodial Services,P.S. Custodians Overtime,line,4384.08,3115.0,3506.78,6500.0,6500.0,1234.66,,6500.0,6500.0,6500.0,6500.0,,6500.0,
387,SALARIES,4110 - Custodial Services,E.S. Custodians,line,124070.81,109884.77,112813.82,99829.0,108378.0,78360.53,,121507.0,121507.0,121507.0,121507.0,,121507.0,
388,SALARIES,4110 - Custodial Services,E.S. Custodians Overtime,line,5303.51,7495.53,2832.97,6500.0,6500.0,2569.32,,6500.0,6500.0,6500.0,6500.0,,6500.0,
389,SALARIES,4110 - Custodial Services,M.S. Custodians,line,141701.61,111460.52,100889.51,116902.0,132659.0,85861.56,,142317.0,142317.0,142317.0,132656.0,,142317.0,
390,SALARIES,4110 - Custodial Services,M.S. Custodians Overtime,line,3673.33,8872.19,3300.08,6500.0,6500.0,2579.22,,6500.0,6500.0,6500.0,6500.0,,6500.0,
391,SALARIES,4110 - Custodial Services,H.S. Custodians,line,141754.41,113995.68,97805.15,136888.0,137940.0,87113.91,,142317.0,142317.0,142317.0,142317.0,,142317.0,
392,SALARIES,4110 - Custodial Services,H.S. Custodians Overtime,line,3673.73,8872.44,6009.77,6500.0,6500.0,2579.36,,6500.0,6500.0,6500.0,6500.0,,6500.0,
393,SALARIES,4110 - Custodial Services,Maintenance/System Salaries,line,296667.53,237421.03,235166.33,338466.0,261826.0,175020.2,,268337.0,268337.0,268337.0,268337.0,,268337.0,
394,SALARIES,4110 - Custodial Services,Maintenance/System Overtime,line,14277.9,12947.21,11310.26,13000.0,13000.0,11201.19,,13000.0,13000.0,13000.0,13000.0,,13000.0,
395,SALARIES,4110 - Custodial Services,Maintenance Clothing Allowance,line,6277.5,5872.5,4810.0,6278.0,6278.0,6320.0,,6278.0,6278.0,6278.0,6278.0,,6278.0,
396,SALARIES,5500 - Crossing Guards,5500 - Crossing Guards,line,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,
397,SALARIES,5500 - Crossing Guards,District-wide Crossing Guards,line,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
399,SALARIES,TOTAL SALARIES,TOTAL SALARIES,total,15882348.0,15639645.0,16835183.0,16809123.0,17117494.0,9645770.31,780.0,18944951.0,18719308.0,18155871.0,17631924.5,,,"new total is: $18,947,035"
401,SALARIES,TOTAL SALARIES,Salary Reserve,line,0.0,0.0,0.0,347338.0,90770.0,0.0,,74491.6,74492.0,74492.0,74492.0,,,
402,SALARIES,TOTAL SALARIES,TOTAL EXPENSES:,total,6554462.11,7115443.8,7725328.31,8165299.0,9169981.93,5282486.03,1735177.44,9501373.0,9378489.0,9102926.0,8865873.0,,,
403,SALARIES,TOTAL SALARIES,TOTAL SALARIES:,total,15882347.62,15639645.15,16835182.99,17156461.0,17117494.0,9645770.31,780.0,19019442.6,18793800.0,18230363.0,17706416.5,19397609.303754687,,
404,SALARIES,TOTAL SALARIES,TOTAL ACTUALS & BUDGET:,total,22436809.73,22755088.95,24560511.3,25321760.0,26287473.93,14928256.34,1735957.44,28520815.6,28172288.0,27333288.0,26572287.5,,,
