kind,sy,org_code,org_name,org_type,stu_grp,subj_cat,subj,test_takers_cnt,tests_taken_cnt,one_test_cnt,two_test_cnt,three_test_cnt,four_test_cnt,five_plus_test_cnt,tests_taken,score_1,score_2,score_3,score_4,score_5,pct_1_2,pct_3_5
participation,2025,01620505,Lunenburg High,School,White,Arts,Arts,3,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,Math and Computer Science,Computer Sci A,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,History and Social Science,Govt & Pol: U.S.,28,28,28,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,History and Social Science,Human Geography,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,Arts,Drawing,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,History and Social Science,History and Social Science,49,52,46,3,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,History and Social Science,Psychology,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,History and Social Science,Govt RAD: U.S.,28,28,28,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,Science and Technology,Physics 1,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,Math and Computer Science,Calculus AB,6,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,Math and Computer Science,Math and Computer Science,17,20,14,3,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,Foreign Languages,Foreign Languages,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,Foreign Languages,French Lang,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,English Language Arts,English Lit/Comp,21,21,21,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,History and Social Science,History: U.S.,21,21,21,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,English Language Arts,English Lang/Comp,33,33,33,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,White,Science and Technology,Environmental Sci,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,Arts,2-D Art and Design,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,Math and Computer Science,Math and Computer Science,3,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,English Language Arts,English Lang/Comp,4,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,Arts,Drawing,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,Arts,Studio Art: 2-D Design,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,Math and Computer Science,Statistics,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,History and Social Science,History: U.S.,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,English Language Arts,English Language Arts,6,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,Arts,Arts,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,History and Social Science,History and Social Science,7,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,History and Social Science,Govt RAD: U.S.,5,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,Math and Computer Science,Computer Sci A,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,English Language Arts,English Lit/Comp,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,History and Social Science,Govt & Pol: U.S.,5,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,Arts,Studio Art: Drawing,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,High Needs,Math and Computer Science,Calculus AB,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,Arts,Studio Art: Drawing,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,History and Social Science,History: U.S.,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,Arts,Studio Art: 2-D Design,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,History and Social Science,History and Social Science,6,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,English Language Arts,English Language Arts,6,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,English Language Arts,English Lang/Comp,4,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,Math and Computer Science,Computer Sci A,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,Arts,2-D Art and Design,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,Arts,Arts,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,English Language Arts,English Lit/Comp,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,Math and Computer Science,Math and Computer Science,3,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,History and Social Science,Govt & Pol: U.S.,4,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,Math and Computer Science,Statistics,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,Math and Computer Science,Calculus AB,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,Arts,Drawing,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Low Income,History and Social Science,Govt RAD: U.S.,4,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Students with Disabilities,History and Social Science,Govt & Pol: U.S.,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Students with Disabilities,History and Social Science,Govt RAD: U.S.,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Students with Disabilities,History and Social Science,History and Social Science,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Students with Disabilities,Arts,Arts,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Students with Disabilities,Arts,Studio Art: 2-D Design,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Students with Disabilities,Arts,2-D Art and Design,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,Arts,Drawing,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,Math and Computer Science,Calculus AB,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,Math and Computer Science,Math and Computer Science,9,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,History and Social Science,History and Social Science,25,27,23,2,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,Science and Technology,Science and Technology,5,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,English Language Arts,English Language Arts,40,40,40,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,History and Social Science,Govt & Pol: U.S.,13,13,13,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,Science and Technology,Biology,4,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,History and Social Science,History: U.S.,12,12,12,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,Arts,Arts,3,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,English Language Arts,English Lang/Comp,24,24,24,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,Arts,2-D Art and Design,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,English Language Arts,English Lit/Comp,16,16,16,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,Arts,Studio Art: 2-D Design,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,Math and Computer Science,Statistics,9,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,History and Social Science,Govt RAD: U.S.,13,13,13,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,Arts,Studio Art: Drawing,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,Science and Technology,Chemistry,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Female,History and Social Science,Psychology,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,Arts,Arts,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,Science and Technology,Biology,3,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,Science and Technology,Science and Technology,4,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,History and Social Science,History and Social Science,31,32,30,1,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,Math and Computer Science,Calculus AB,4,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,English Language Arts,English Language Arts,18,18,18,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,Math and Computer Science,Statistics,4,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,English Language Arts,English Lang/Comp,12,12,12,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,History and Social Science,History: U.S.,13,13,13,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,Science and Technology,Physics 1,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,History and Social Science,Govt & Pol: U.S.,18,18,18,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,Math and Computer Science,Computer Sci A,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,History and Social Science,Govt RAD: U.S.,18,18,18,0,0,0,0,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,Arts,Studio Art: 2-D Design,2,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,Foreign Languages,Foreign Languages,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,English Language Arts,English Lit/Comp,6,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,Science and Technology,Environmental Sci,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,History and Social Science,Human Geography,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,Foreign Languages,French Lang,1,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,Math and Computer Science,Math and Computer Science,9,,,,,,,,,,,,,,
participation,2025,01620505,Lunenburg High,School,Male,Arts,2-D Art and Design,2,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,All Subjects,All Subjects,83,162,31,35,11,4,2,,,,,,,,
participation,2024,01620000,Lunenburg,District,American Indian or Alaska Native,All Subjects,All Subjects,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Asian,All Subjects,All Subjects,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Black or African American,All Subjects,All Subjects,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Hispanic or Latino,All Subjects,All Subjects,4,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",All Subjects,All Subjects,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,All Subjects,All Subjects,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,White,All Subjects,All Subjects,74,148,26,32,10,4,2,,,,,,,,
participation,2024,01620000,Lunenburg,District,High Needs,All Subjects,All Subjects,11,20,5,3,3,0,0,,,,,,,,
participation,2024,01620000,Lunenburg,District,Low Income,All Subjects,All Subjects,11,20,5,3,3,0,0,,,,,,,,
participation,2024,01620000,Lunenburg,District,Female,All Subjects,All Subjects,49,88,20,21,6,2,0,,,,,,,,
participation,2024,01620000,Lunenburg,District,Male,All Subjects,All Subjects,34,74,11,14,5,2,2,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Math and Computer Science,Statistics,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,English Language Arts,English Lit/Comp,42,42,42,0,0,0,0,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Arts,2-D Art and Design,6,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,English Language Arts,English Language Arts,66,66,66,0,0,0,0,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Foreign Languages,Foreign Languages,11,11,11,0,0,0,0,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Arts,Arts,7,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Arts,Studio Art: 2-D Design,6,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Foreign Languages,French Lang,4,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Science and Technology,Chemistry,11,11,11,0,0,0,0,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Math and Computer Science,Calculus AB,11,11,11,0,0,0,0,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,English Language Arts,English Lang/Comp,24,24,24,0,0,0,0,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,History and Social Science,History and Social Science,44,44,44,0,0,0,0,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Math and Computer Science,Precalculus,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,History and Social Science,History: U.S.,14,14,14,0,0,0,0,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,History and Social Science,Govt RAD: U.S.,30,30,30,0,0,0,0,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Foreign Languages,Spanish Lang,7,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Arts,Studio Art: Drawing,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Science and Technology,Science and Technology,18,20,16,2,0,0,0,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Arts,Drawing,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,History and Social Science,Govt & Pol: U.S.,30,30,30,0,0,0,0,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Science and Technology,Biology,7,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Math and Computer Science,Computer Sci A,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Science and Technology,Physics 1,2,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,All Students,Math and Computer Science,Math and Computer Science,12,14,10,2,0,0,0,,,,,,,,
participation,2024,01620000,Lunenburg,District,American Indian or Alaska Native,Arts,Studio Art: 2-D Design,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,American Indian or Alaska Native,Arts,2-D Art and Design,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,American Indian or Alaska Native,History and Social Science,History and Social Science,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,American Indian or Alaska Native,Arts,Arts,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,American Indian or Alaska Native,History and Social Science,Govt RAD: U.S.,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,American Indian or Alaska Native,History and Social Science,Govt & Pol: U.S.,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Asian,English Language Arts,English Language Arts,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Asian,Math and Computer Science,Calculus AB,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Asian,Math and Computer Science,Math and Computer Science,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Asian,English Language Arts,English Lit/Comp,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Asian,Foreign Languages,Foreign Languages,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Asian,Foreign Languages,Spanish Lang,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Black or African American,English Language Arts,English Language Arts,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Black or African American,English Language Arts,English Lit/Comp,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Hispanic or Latino,Arts,Drawing,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Hispanic or Latino,Foreign Languages,Spanish Lang,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Hispanic or Latino,Arts,Studio Art: Drawing,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Hispanic or Latino,Foreign Languages,Foreign Languages,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Hispanic or Latino,English Language Arts,English Lang/Comp,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Hispanic or Latino,History and Social Science,History and Social Science,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Hispanic or Latino,English Language Arts,English Language Arts,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Hispanic or Latino,Arts,Arts,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Hispanic or Latino,Science and Technology,Science and Technology,1,,,,,,,,,,,,,,
participation,2024,01620000,Lunenburg,District,Hispanic or Latino,History and Social Science,History: U.S.,1,,,,,,,,,,,,,,
