kind,sy,org_code,org_name,org_type,stu_grp,subj_cat,subj,test_takers_cnt,tests_taken_cnt,one_test_cnt,two_test_cnt,three_test_cnt,four_test_cnt,five_plus_test_cnt,tests_taken,score_1,score_2,score_3,score_4,score_5,pct_1_2,pct_3_5
participation,2008,01620505,Lunenburg High,School,All Students,Math and Computer Science,Calculus BC,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,Science and Technology,Chemistry,20,20,20,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,Math and Computer Science,Math and Computer Science,17,17,17,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,Arts,Arts,7,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,History and Social Science,History and Social Science,20,20,20,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,History and Social Science,History: U.S.,19,19,19,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,English Language Arts,English Lit/Comp,17,17,17,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,Science and Technology,Science and Technology,20,20,20,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,Foreign Languages,Latin: Lit,11,11,11,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,Math and Computer Science,Calculus AB,16,16,16,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,History and Social Science,History: European,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,Arts,Drawing,5,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,Foreign Languages,Foreign Languages,19,19,19,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,Foreign Languages,Spanish Lang,8,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,Arts,Music Theory,2,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,Arts,Studio Art: Drawing,5,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,All Students,English Language Arts,English Language Arts,17,17,17,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Asian,Foreign Languages,Foreign Languages,2,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Asian,English Language Arts,English Lit/Comp,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Asian,History and Social Science,History and Social Science,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Asian,History and Social Science,History: U.S.,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Asian,English Language Arts,English Language Arts,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Asian,Math and Computer Science,Calculus AB,2,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Asian,Math and Computer Science,Math and Computer Science,2,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Asian,Foreign Languages,Latin: Lit,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Asian,Foreign Languages,Spanish Lang,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Hispanic or Latino,History and Social Science,History and Social Science,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Hispanic or Latino,Science and Technology,Science and Technology,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Hispanic or Latino,History and Social Science,History: U.S.,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Hispanic or Latino,Science and Technology,Chemistry,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,Foreign Languages,Spanish Lang,7,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,Arts,Studio Art: Drawing,5,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,Foreign Languages,Foreign Languages,17,17,17,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,History and Social Science,History: U.S.,17,17,17,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,Arts,Music Theory,2,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,Math and Computer Science,Calculus AB,14,14,14,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,Science and Technology,Science and Technology,19,19,19,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,Foreign Languages,Latin: Lit,10,10,10,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,Science and Technology,Chemistry,19,19,19,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,History and Social Science,History and Social Science,18,18,18,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,Math and Computer Science,Calculus BC,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,Arts,Arts,7,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,English Language Arts,English Language Arts,16,16,16,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,English Language Arts,English Lit/Comp,16,16,16,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,Arts,Drawing,5,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,History and Social Science,History: European,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,White,Math and Computer Science,Math and Computer Science,15,15,15,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Students with Disabilities,Arts,Arts,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Students with Disabilities,Arts,Drawing,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Students with Disabilities,Arts,Studio Art: Drawing,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Female,Foreign Languages,Foreign Languages,6,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Female,Science and Technology,Chemistry,9,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Female,English Language Arts,English Language Arts,9,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Female,Math and Computer Science,Calculus AB,4,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Female,Arts,Arts,2,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Female,Foreign Languages,Spanish Lang,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Female,English Language Arts,English Lit/Comp,9,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Female,Math and Computer Science,Math and Computer Science,4,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Female,History and Social Science,History: U.S.,9,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Female,Arts,Studio Art: Drawing,2,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Female,History and Social Science,History and Social Science,9,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Female,Arts,Drawing,2,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Female,Science and Technology,Science and Technology,9,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Female,Foreign Languages,Latin: Lit,5,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,Science and Technology,Chemistry,11,11,11,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,Foreign Languages,Foreign Languages,13,13,13,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,Foreign Languages,Spanish Lang,7,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,Math and Computer Science,Calculus BC,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,English Language Arts,English Lit/Comp,8,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,Arts,Arts,5,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,Math and Computer Science,Math and Computer Science,13,13,13,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,History and Social Science,History: European,1,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,History and Social Science,History and Social Science,11,11,11,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,Arts,Drawing,3,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,Math and Computer Science,Calculus AB,12,12,12,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,History and Social Science,History: U.S.,10,10,10,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,English Language Arts,English Language Arts,8,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,Science and Technology,Science and Technology,11,11,11,0,0,0,0,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,Arts,Music Theory,2,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,Foreign Languages,Latin: Lit,6,,,,,,,,,,,,,,
participation,2008,01620505,Lunenburg High,School,Male,Arts,Studio Art: Drawing,3,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,All Subjects,All Subjects,58,91,33,17,8,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,Asian,All Subjects,All Subjects,2,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Black or African American,All Subjects,All Subjects,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,All Subjects,All Subjects,55,87,31,16,8,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,Low Income,All Subjects,All Subjects,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,All Subjects,All Subjects,32,52,18,8,6,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,Male,All Subjects,All Subjects,26,39,15,9,2,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,Foreign Languages,French Lang,2,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,History and Social Science,History and Social Science,29,29,29,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,Science and Technology,Science and Technology,14,14,14,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,English Language Arts,English Lit/Comp,18,18,18,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,History and Social Science,History: U.S.,29,29,29,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,Arts,Studio Art: Drawing,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,Arts,Drawing,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,Math and Computer Science,Calculus AB,14,14,14,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,Foreign Languages,Latin: Lit,8,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,Foreign Languages,Foreign Languages,14,14,14,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,Arts,Arts,2,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,Science and Technology,Chemistry,14,14,14,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,Arts,2-D Art and Design,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,English Language Arts,English Language Arts,18,18,18,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,Math and Computer Science,Math and Computer Science,14,14,14,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,Foreign Languages,Spanish Lang,4,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,All Students,Arts,Studio Art: 2-D Design,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Asian,History and Social Science,History: U.S.,2,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Asian,History and Social Science,History and Social Science,2,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Asian,Science and Technology,Science and Technology,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Asian,Science and Technology,Chemistry,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Black or African American,Foreign Languages,Foreign Languages,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Black or African American,Foreign Languages,Spanish Lang,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,Foreign Languages,Foreign Languages,13,13,13,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,History and Social Science,History: U.S.,27,27,27,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,Foreign Languages,French Lang,2,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,Foreign Languages,Spanish Lang,3,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,Science and Technology,Chemistry,13,13,13,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,Arts,Arts,2,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,Arts,2-D Art and Design,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,Foreign Languages,Latin: Lit,8,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,Science and Technology,Science and Technology,13,13,13,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,English Language Arts,English Lit/Comp,18,18,18,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,Math and Computer Science,Math and Computer Science,14,14,14,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,Arts,Studio Art: Drawing,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,Arts,Drawing,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,Math and Computer Science,Calculus AB,14,14,14,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,English Language Arts,English Language Arts,18,18,18,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,Arts,Studio Art: 2-D Design,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,White,History and Social Science,History and Social Science,27,27,27,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,Low Income,Science and Technology,Chemistry,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Low Income,History and Social Science,History and Social Science,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Low Income,History and Social Science,History: U.S.,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Low Income,Science and Technology,Science and Technology,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,Arts,Arts,2,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,Arts,2-D Art and Design,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,Arts,Studio Art: Drawing,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,Math and Computer Science,Calculus AB,8,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,Arts,Drawing,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,Science and Technology,Science and Technology,5,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,Math and Computer Science,Math and Computer Science,8,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,English Language Arts,English Language Arts,13,13,13,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,English Language Arts,English Lit/Comp,13,13,13,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,Science and Technology,Chemistry,5,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,Foreign Languages,Foreign Languages,12,12,12,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,Foreign Languages,French Lang,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,Foreign Languages,Latin: Lit,7,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,History and Social Science,History and Social Science,12,12,12,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,Foreign Languages,Spanish Lang,4,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,History and Social Science,History: U.S.,12,12,12,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,Female,Arts,Studio Art: 2-D Design,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Male,Foreign Languages,French Lang,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Male,English Language Arts,English Language Arts,5,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Male,Math and Computer Science,Calculus AB,6,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Male,Science and Technology,Science and Technology,9,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Male,Foreign Languages,Foreign Languages,2,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Male,History and Social Science,History: U.S.,17,17,17,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,Male,English Language Arts,English Lit/Comp,5,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Male,Foreign Languages,Latin: Lit,1,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Male,History and Social Science,History and Social Science,17,17,17,0,0,0,0,,,,,,,,
participation,2007,01620000,Lunenburg,District,Male,Science and Technology,Chemistry,9,,,,,,,,,,,,,,
participation,2007,01620000,Lunenburg,District,Male,Math and Computer Science,Math and Computer Science,6,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,All Subjects,All Subjects,58,91,33,17,8,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Asian,All Subjects,All Subjects,2,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Black or African American,All Subjects,All Subjects,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,All Subjects,All Subjects,55,87,31,16,8,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Low Income,All Subjects,All Subjects,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,All Subjects,All Subjects,32,52,18,8,6,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Male,All Subjects,All Subjects,26,39,15,9,2,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,Arts,Studio Art: Drawing,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,English Language Arts,English Lit/Comp,18,18,18,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,Math and Computer Science,Math and Computer Science,14,14,14,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,Math and Computer Science,Calculus AB,14,14,14,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,Science and Technology,Chemistry,14,14,14,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,Arts,2-D Art and Design,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,Foreign Languages,Spanish Lang,4,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,Foreign Languages,Latin: Lit,8,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,Science and Technology,Science and Technology,14,14,14,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,Foreign Languages,French Lang,2,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,English Language Arts,English Language Arts,18,18,18,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,History and Social Science,History and Social Science,29,29,29,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,Arts,Arts,2,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,Arts,Drawing,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,Foreign Languages,Foreign Languages,14,14,14,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,History and Social Science,History: U.S.,29,29,29,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,All Students,Arts,Studio Art: 2-D Design,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Asian,Science and Technology,Chemistry,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Asian,Science and Technology,Science and Technology,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Asian,History and Social Science,History and Social Science,2,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Asian,History and Social Science,History: U.S.,2,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Black or African American,Foreign Languages,Spanish Lang,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Black or African American,Foreign Languages,Foreign Languages,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,Foreign Languages,Latin: Lit,8,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,Math and Computer Science,Calculus AB,14,14,14,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,Science and Technology,Science and Technology,13,13,13,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,English Language Arts,English Lit/Comp,18,18,18,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,Arts,Studio Art: Drawing,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,History and Social Science,History and Social Science,27,27,27,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,Science and Technology,Chemistry,13,13,13,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,History and Social Science,History: U.S.,27,27,27,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,Arts,Arts,2,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,Foreign Languages,French Lang,2,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,Foreign Languages,Foreign Languages,13,13,13,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,Foreign Languages,Spanish Lang,3,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,Arts,2-D Art and Design,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,Arts,Drawing,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,Arts,Studio Art: 2-D Design,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,Math and Computer Science,Math and Computer Science,14,14,14,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,White,English Language Arts,English Language Arts,18,18,18,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Low Income,History and Social Science,History: U.S.,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Low Income,Science and Technology,Science and Technology,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Low Income,Science and Technology,Chemistry,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Low Income,History and Social Science,History and Social Science,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,Foreign Languages,Spanish Lang,4,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,History and Social Science,History: U.S.,12,12,12,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,Arts,Studio Art: 2-D Design,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,Science and Technology,Chemistry,5,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,English Language Arts,English Language Arts,13,13,13,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,History and Social Science,History and Social Science,12,12,12,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,Foreign Languages,Foreign Languages,12,12,12,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,Foreign Languages,French Lang,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,Science and Technology,Science and Technology,5,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,Arts,Studio Art: Drawing,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,Arts,2-D Art and Design,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,English Language Arts,English Lit/Comp,13,13,13,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,Arts,Arts,2,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,Math and Computer Science,Math and Computer Science,8,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,Foreign Languages,Latin: Lit,7,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,Arts,Drawing,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Female,Math and Computer Science,Calculus AB,8,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Male,Foreign Languages,Foreign Languages,2,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Male,Foreign Languages,Latin: Lit,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Male,History and Social Science,History: U.S.,17,17,17,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Male,History and Social Science,History and Social Science,17,17,17,0,0,0,0,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Male,Science and Technology,Science and Technology,9,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Male,Math and Computer Science,Calculus AB,6,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Male,Science and Technology,Chemistry,9,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Male,English Language Arts,English Language Arts,5,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Male,English Language Arts,English Lit/Comp,5,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Male,Foreign Languages,French Lang,1,,,,,,,,,,,,,,
participation,2007,01620505,Lunenburg High,School,Male,Math and Computer Science,Math and Computer Science,6,,,,,,,,,,,,,,
performance,2025,01620000,Lunenburg,District,All Students,All Subjects,All Subjects,,,,,,,,154,2,16,42,66,28,0.117,0.883
performance,2025,01620000,Lunenburg,District,Black or African American,All Subjects,All Subjects,,,,,,,,3,,,,,,,
performance,2025,01620000,Lunenburg,District,Female,All Subjects,All Subjects,,,,,,,,86,0,12,25,36,13,0.14,0.86
performance,2025,01620000,Lunenburg,District,High Needs,All Subjects,All Subjects,,,,,,,,19,1,1,6,8,3,0.105,0.895
performance,2025,01620000,Lunenburg,District,Hispanic or Latino,All Subjects,All Subjects,,,,,,,,9,,,,,,,
performance,2025,01620000,Lunenburg,District,Low Income,All Subjects,All Subjects,,,,,,,,18,1,1,5,8,3,0.111,0.889
performance,2025,01620000,Lunenburg,District,Male,All Subjects,All Subjects,,,,,,,,68,2,4,17,30,15,0.088,0.912
performance,2025,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",All Subjects,All Subjects,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,All Subjects,All Subjects,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Students with Disabilities,All Subjects,All Subjects,,,,,,,,2,,,,,,,
