fy,lea,district,org_code,org_name,org_level,subject,subject_level,pk_2_fte,grade_3_5_fte,grade_6_8_fte,grade_9_12_fte,multi_grade_fte,all_grade_fte,total_fte,printing,reconciles,agrees_with_teacher_subject,doc_id
2011,01250000,Harvard,01250505,The Bromfield High School,school,Economics,subject,0,0,0,0.6,0,0,0.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,Engineering and Technology,subject,0,0,1.5,0.5,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,English/Language Arts,subject,0,0,2,4.1,0,0,6.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,Foreign Language,subject,0,0,3.1,3.9,0,0,7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,Geography,subject,0,0,0,1,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,Health Care Sciences,subject,0,0,0,0.1,0,0,0.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,History,subject,0,0,3,2,0,0,5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,Mathematics,subject,0,0,3.5,5.2,0,0,8.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,Miscellaneous,subject,0,0,0.9,2.3,0,0,3.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,"Physical, Health, and Safety Education",subject,0,0,1.3,0.6,0,0,1.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,Reading,subject,0,0,0.5,0.5,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,Science,subject,0,0,3,5,0,0,8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,Social Studies/Social Sciences,subject,0,0,0,1,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,"Agriculture, Food, and Natural Resources",subject,0,0,0,0,0.2,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,All,all,18.1,21.4,20,27.9,13.5,1.5,102.3,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,Architecture and Construction,subject,0,0,0,0,0.6,0,0.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,Arts,subject,0,1,1.4,0.5,1.8,0.5,5.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,Civics/Government,subject,0,0,0,0,0.2,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,Communications and Audio/Visual Technology,subject,0,0,0,0,0.5,0,0.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,Core-All Subjects,group,18.1,19.4,3,0,4,1,45.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,Engineering and Technology,subject,0,0,0,0,0.8,0,0.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,English/Language Arts,subject,0,0,1.8,5,0,0,6.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,Foreign Language,subject,0,0,0.9,4.8,0,0,5.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,Geography,subject,0,0,1.3,0,0,0,1.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,History,subject,0,0,0.6,4.3,0,0,4.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,Mathematics,subject,0,0,2.1,5,0,0,7.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,Miscellaneous,subject,0,0,1.8,0.9,2.6,0,5.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,"Physical, Health, and Safety Education",subject,0,1,1.4,1.6,2.8,0,6.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,Science,subject,0,0,3.5,5.4,0,0,8.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620000,Lunenburg,district,Social Studies/Social Sciences,subject,0,0,2.1,0.4,0,0,2.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620010,Lunenburg Primary School,school,All,all,18.1,0,0,0,4,0.5,22.6,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620010,Lunenburg Primary School,school,Arts,subject,0,0,0,0,0.5,0.5,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620010,Lunenburg Primary School,school,Core-All Subjects,group,18.1,0,0,0,2.5,0,20.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620010,Lunenburg Primary School,school,"Physical, Health, and Safety Education",subject,0,0,0,0,1,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620015,Thomas C Passios Elementary,school,All,all,0,21.4,0,0,0,1,22.4,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620015,Thomas C Passios Elementary,school,Arts,subject,0,1,0,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620015,Thomas C Passios Elementary,school,Core-All Subjects,group,0,19.4,0,0,0,1,20.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620015,Thomas C Passios Elementary,school,"Physical, Health, and Safety Education",subject,0,1,0,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620020,Turkey Hill Middle,school,All,all,0,0,20,0,0.8,0,20.8,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620020,Turkey Hill Middle,school,Arts,subject,0,0,1.4,0,0.3,0,1.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620020,Turkey Hill Middle,school,Core-All Subjects,group,0,0,3,0,0.1,0,3.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620020,Turkey Hill Middle,school,Engineering and Technology,subject,0,0,0,0,0.4,0,0.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620020,Turkey Hill Middle,school,English/Language Arts,subject,0,0,1.8,0,0,0,1.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620020,Turkey Hill Middle,school,Foreign Language,subject,0,0,0.9,0,0,0,0.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620020,Turkey Hill Middle,school,Geography,subject,0,0,1.3,0,0,0,1.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620020,Turkey Hill Middle,school,History,subject,0,0,0.6,0,0,0,0.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620020,Turkey Hill Middle,school,Mathematics,subject,0,0,2.1,0,0,0,2.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620020,Turkey Hill Middle,school,Miscellaneous,subject,0,0,1.8,0,0,0,1.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620020,Turkey Hill Middle,school,"Physical, Health, and Safety Education",subject,0,0,1.4,0,0,0,1.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620020,Turkey Hill Middle,school,Science,subject,0,0,3.5,0,0,0,3.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620020,Turkey Hill Middle,school,Social Studies/Social Sciences,subject,0,0,2.1,0,0,0,2.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,"Agriculture, Food, and Natural Resources",subject,0,0,0,0,0.2,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,All,all,0,0,0,27.9,8.7,0,36.5,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,Architecture and Construction,subject,0,0,0,0,0.6,0,0.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,Arts,subject,0,0,0,0.5,1,0,1.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,Civics/Government,subject,0,0,0,0,0.2,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,Communications and Audio/Visual Technology,subject,0,0,0,0,0.5,0,0.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,Core-All Subjects,group,0,0,0,0,1.4,0,1.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,Engineering and Technology,subject,0,0,0,0,0.4,0,0.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,English/Language Arts,subject,0,0,0,5,0,0,5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,Foreign Language,subject,0,0,0,4.8,0,0,4.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,History,subject,0,0,0,4.3,0,0,4.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,Mathematics,subject,0,0,0,5,0,0,5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,Miscellaneous,subject,0,0,0,0.9,2.6,0,3.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,"Physical, Health, and Safety Education",subject,0,0,0,1.6,1.8,0,3.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,Science,subject,0,0,0,5.4,0,0,5.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01620000,Lunenburg,01620505,Lunenburg High,school,Social Studies/Social Sciences,subject,0,0,0,0.4,0,0,0.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,All,all,29.7,26.8,36.1,38.8,16.4,0.4,148.1,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Arts,subject,2.6,2.4,1.6,3.8,0,0.4,10.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Business and Marketing,subject,0,0,0,0.8,0,0,0.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Communications and Audio/Visual Technology,subject,0,0,0,0.3,0,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Computer and Information Sciences,subject,0.5,0.5,0.3,0.7,0,0,1.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Core-All Subjects,group,1.7,0.1,1.1,0.9,12.3,0,16.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Engineering and Technology,subject,0,0,1.2,0.9,0,0,2.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,English/Language Arts,subject,5.6,4.4,7.2,5.8,0.5,0,23.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Foreign Language,subject,0,0,1,2.4,0,0,3.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Geography,subject,0,0,1.8,0,0,0,1.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,History,subject,3,4.4,3.8,3.6,0,0,14.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Manufacturing,subject,0,0,0,1.3,0,0,1.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Mathematics,subject,5.7,4.4,8.7,7.4,0.2,0,26.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Miscellaneous,subject,5.6,4.4,0.6,2.3,1.3,0,14.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,"Physical, Health, and Safety Education",subject,1,1,1.2,2,2.1,0,7.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Reading,subject,0.9,0.8,1.1,0,0,0,2.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Science,subject,3,4.4,5.8,4.7,0,0,17.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Social Studies/Social Sciences,subject,0,0,0.8,1.9,0,0,2.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,All,all,5.8,14.2,0,0,4,0,24,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,Arts,subject,0.6,1.5,0,0,0,0,2.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,Core-All Subjects,group,0,0,0,0,4,0,4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,English/Language Arts,subject,1,2.4,0,0,0,0,3.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,History,subject,1,2.4,0,0,0,0,3.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,Mathematics,subject,1,2.4,0,0,0,0,3.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,Miscellaneous,subject,1,2.4,0,0,0,0,3.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,"Physical, Health, and Safety Education",subject,0.2,0.5,0,0,0,0,0.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,Reading,subject,0,0.2,0,0,0,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,Science,subject,1,2.4,0,0,0,0,3.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,All,all,10.4,0,0,0,1,0,11.4,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Arts,subject,0.9,0,0,0,0,0,0.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Core-All Subjects,group,1.7,0,0,0,1,0,2.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,English/Language Arts,subject,1.9,0,0,0,0,0,1.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,History,subject,0.6,0,0,0,0,0,0.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Mathematics,subject,2,0,0,0,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Miscellaneous,subject,1.9,0,0,0,0,0,1.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,"Physical, Health, and Safety Education",subject,0.3,0,0,0,0,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Reading,subject,0.6,0,0,0,0,0,0.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Science,subject,0.6,0,0,0,0,0,0.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,All,all,13.4,12.6,0,0,3.5,0,29.5,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Arts,subject,1,1,0,0,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Computer and Information Sciences,subject,0.5,0.5,0,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Core-All Subjects,group,0,0.1,0,0,3.5,0,3.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,English/Language Arts,subject,2.7,2,0,0,0,0,4.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,History,subject,1.4,2,0,0,0,0,3.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Mathematics,subject,2.8,2,0,0,0,0,4.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Miscellaneous,subject,2.7,2,0,0,0,0,4.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
