fy,lea,district,org_code,org_name,org_level,subject,subject_level,pk_2_fte,grade_3_5_fte,grade_6_8_fte,grade_9_12_fte,multi_grade_fte,all_grade_fte,total_fte,printing,reconciles,agrees_with_teacher_subject,doc_id
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Business and Marketing,subject,0,0,0,1,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Civics/Government,subject,0,0,0,0.2,0,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Communications and Audio/Visual Technology,subject,0,0,0,0.9,0,0,0.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Computer and Information Sciences,subject,0,0,0,1.2,0,0,1.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Core-All Subjects,group,26.4,21,1,1.2,3.7,0,53.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Economics,subject,0,0,0,0.5,0,0,0.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Engineering and Technology,subject,0,0,0,0.5,0,0,0.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,English/Language Arts,subject,0,2.4,8.1,9.3,0,0,19.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Foreign Language,subject,0,0.9,1.8,5.7,0,0,8.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Geography,subject,0,0,3,0,0,0,3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,History,subject,0,0,2.3,5,0,0,7.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Human Services,subject,0,0,0,0.2,0,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Mathematics,subject,0,2.7,8.4,10.9,0.1,0,22,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Miscellaneous,subject,0,0,0,1.6,0,0,1.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,"Physical, Health, and Safety Education",subject,0.9,1.3,2.2,2.9,0,0,7.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Reading,subject,0,1.1,0.9,0,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Science,subject,0,2.1,7,9.7,0,0,18.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Social Studies/Social Sciences,subject,0,2.1,2,0.9,0,0,5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730001,Boutwell School,school,All,all,2.5,0,0,0,0,0,2.5,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730001,Boutwell School,school,Core-All Subjects,group,2.5,0,0,0,0,0,2.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,All,all,9.8,7.8,0,0,0,0,17.6,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,Arts,subject,0.6,0.4,0,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,Core-All Subjects,group,8.8,7.2,0,0,0,0,16.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,"Physical, Health, and Safety Education",subject,0.3,0.2,0,0,0,0,0.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730010,Florence Roche School,school,All,all,16.8,14.5,0,0,0,0,31.3,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730010,Florence Roche School,school,Arts,subject,1.2,0.8,0,0,0,0,1.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730010,Florence Roche School,school,Core-All Subjects,group,15.1,13.3,0,0,0,0,28.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730010,Florence Roche School,school,"Physical, Health, and Safety Education",subject,0.6,0.4,0,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,All,all,0,13.6,40.4,0,2.7,0,56.7,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Arts,subject,0,1.3,3.7,0,0,0,5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Core-All Subjects,group,0,0.5,1,0,2.7,0,4.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,English/Language Arts,subject,0,2.4,8.1,0,0,0,10.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Foreign Language,subject,0,0.9,1.8,0,0,0,2.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Geography,subject,0,0,3,0,0,0,3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,History,subject,0,0,2.3,0,0,0,2.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Mathematics,subject,0,2.7,8.4,0,0,0,11,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,"Physical, Health, and Safety Education",subject,0,0.7,2.2,0,0,0,2.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Reading,subject,0,1.1,0.9,0,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Science,subject,0,2.1,7,0,0,0,9.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Social Studies/Social Sciences,subject,0,2.1,2,0,0,0,4.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,All,all,0,0,0,55,1.1,0,56.1,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Architecture and Construction,subject,0,0,0,0.3,0,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Arts,subject,0,0,0,3,0,0,3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Business and Marketing,subject,0,0,0,1,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Civics/Government,subject,0,0,0,0.2,0,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Communications and Audio/Visual Technology,subject,0,0,0,0.9,0,0,0.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Computer and Information Sciences,subject,0,0,0,1.2,0,0,1.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Core-All Subjects,group,0,0,0,1.2,1,0,2.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Economics,subject,0,0,0,0.5,0,0,0.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Engineering and Technology,subject,0,0,0,0.5,0,0,0.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,English/Language Arts,subject,0,0,0,9.3,0,0,9.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Foreign Language,subject,0,0,0,5.7,0,0,5.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,History,subject,0,0,0,5,0,0,5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Human Services,subject,0,0,0,0.2,0,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Mathematics,subject,0,0,0,10.9,0.1,0,11,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Miscellaneous,subject,0,0,0,1.6,0,0,1.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,"Physical, Health, and Safety Education",subject,0,0,0,2.9,0,0,2.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Science,subject,0,0,0,9.7,0,0,9.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Social Studies/Social Sciences,subject,0,0,0,0.9,0,0,0.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,All,all,61.2,58.6,63.4,54.7,8.5,9,255.3,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,Arts,subject,4.1,4.1,3.8,4.7,0,2,18.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,Business and Marketing,subject,0,0,0,1,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,Civics/Government,subject,0,0,0,0.3,0,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,Communications and Audio/Visual Technology,subject,0,0,0,1.1,0,0,1.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,Computer and Information Sciences,subject,1.8,2.2,1,1,0,0,6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,Core-All Subjects,group,16.7,8,1,0,0.4,0,26.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,Economics,subject,0,0,0,0.3,0,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,Engineering and Technology,subject,0,0,0,2.7,0,0,2.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,English/Language Arts,subject,8.9,10.5,10.9,10.3,3.8,0,44.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,Foreign Language,subject,0,0,4.6,4.7,0,0,9.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,History,subject,0,0,0,5.3,0.8,0,6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,Mathematics,subject,8.9,10.5,11.6,8,1,1,41,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,Miscellaneous,subject,1.2,3.5,8.6,1.9,1.2,0,16.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,"Physical, Health, and Safety Education",subject,2.1,2.5,4.6,3.7,0.6,0,13.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,Reading,subject,0,0.7,3.1,0,0.3,6,10.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,Science,subject,8.8,8.4,7.1,8.7,0.4,0,33.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350000,North Middlesex,district,Social Studies/Social Sciences,subject,8.6,8.2,7.1,1.2,0,0,25,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,All,all,5.5,0,0,0,0,0,5.5,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,Arts,subject,0.3,0,0,0,0,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,Core-All Subjects,group,4.7,0,0,0,0,0,4.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,"Physical, Health, and Safety Education",subject,0.5,0,0,0,0,0,0.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350005,Spaulding Memorial,school,All,all,19.3,13.6,0,0,1,2,35.9,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350005,Spaulding Memorial,school,Arts,subject,1.2,0.8,0,0,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350005,Spaulding Memorial,school,Computer and Information Sciences,subject,0.6,0.4,0,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350005,Spaulding Memorial,school,Core-All Subjects,group,4.1,2.6,0,0,0,0,6.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350005,Spaulding Memorial,school,English/Language Arts,subject,3.1,2.6,0,0,1,0,6.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350005,Spaulding Memorial,school,Mathematics,subject,3.1,2.5,0,0,0,0,5.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350005,Spaulding Memorial,school,Miscellaneous,subject,0.5,0.4,0,0,0,0,0.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350005,Spaulding Memorial,school,"Physical, Health, and Safety Education",subject,0.6,0.4,0,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350005,Spaulding Memorial,school,Reading,subject,0,0,0,0,0,2,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350005,Spaulding Memorial,school,Science,subject,3,2,0,0,0,0,5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350005,Spaulding Memorial,school,Social Studies/Social Sciences,subject,3,1.9,0,0,0,0,4.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350010,Ashby Elementary,school,All,all,11.9,7.1,0,0,0,1,20,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350010,Ashby Elementary,school,Arts,subject,1.1,0.6,0,0,0,0,1.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350010,Ashby Elementary,school,Computer and Information Sciences,subject,0.4,0.2,0,0,0,0,0.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350010,Ashby Elementary,school,Core-All Subjects,group,3.6,2,0,0,0,0,5.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350010,Ashby Elementary,school,English/Language Arts,subject,1.6,1,0,0,0,0,2.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350010,Ashby Elementary,school,Mathematics,subject,1.6,1,0,0,0,0,2.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350010,Ashby Elementary,school,Miscellaneous,subject,0.2,0.1,0,0,0,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350010,Ashby Elementary,school,"Physical, Health, and Safety Education",subject,0.4,0.2,0,0,0,0,0.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350010,Ashby Elementary,school,Reading,subject,0,0,0,0,0,1,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350010,Ashby Elementary,school,Science,subject,1.6,1,0,0,0,0,2.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350010,Ashby Elementary,school,Social Studies/Social Sciences,subject,1.6,1,0,0,0,0,2.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350030,Hawthorne Brook,school,All,all,0,9.1,27.2,0,1,2,39.3,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350030,Hawthorne Brook,school,Arts,subject,0,0.8,2.3,0,0,1,4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350030,Hawthorne Brook,school,Computer and Information Sciences,subject,0,0.5,0.5,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350030,Hawthorne Brook,school,Core-All Subjects,group,0,0,1,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350030,Hawthorne Brook,school,English/Language Arts,subject,0,1.5,4.8,0,1,0,7.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350030,Hawthorne Brook,school,Foreign Language,subject,0,0,1.6,0,0,0,1.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350030,Hawthorne Brook,school,Mathematics,subject,0,1.5,3.6,0,0,1,6.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350030,Hawthorne Brook,school,Miscellaneous,subject,0,2,5.6,0,0,0,7.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350030,Hawthorne Brook,school,"Physical, Health, and Safety Education",subject,0,0.8,2.3,0,0,0,3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350030,Hawthorne Brook,school,Reading,subject,0,0,0.8,0,0,0,0.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350030,Hawthorne Brook,school,Science,subject,0,1,2.4,0,0,0,3.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350030,Hawthorne Brook,school,Social Studies/Social Sciences,subject,0,1,2.4,0,0,0,3.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350035,Varnum Brook,school,All,all,24.4,19.1,0,0,0.4,2,45.9,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350035,Varnum Brook,school,Arts,subject,1.5,1.4,0,0,0,0,3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350035,Varnum Brook,school,Computer and Information Sciences,subject,0.9,0.6,0,0,0,0,1.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350035,Varnum Brook,school,Core-All Subjects,group,4.3,3.4,0,0,0,0,7.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350035,Varnum Brook,school,English/Language Arts,subject,4.2,3.2,0,0,0,0,7.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350035,Varnum Brook,school,Mathematics,subject,4.2,3.2,0,0,0,0,7.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350035,Varnum Brook,school,Miscellaneous,subject,0.5,0.4,0,0,0,0,0.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350035,Varnum Brook,school,"Physical, Health, and Safety Education",subject,0.7,0.5,0,0,0.4,0,1.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350035,Varnum Brook,school,Reading,subject,0,0,0,0,0,2,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350035,Varnum Brook,school,Science,subject,4.2,3.2,0,0,0,0,7.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350035,Varnum Brook,school,Social Studies/Social Sciences,subject,4,3.1,0,0,0,0,7.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350310,Nissitissit Middle School,school,All,all,0,9.8,36.2,0,0,2,48,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Arts,subject,0,0.5,1.5,0,0,1,3.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Computer and Information Sciences,subject,0,0.5,0.5,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350310,Nissitissit Middle School,school,English/Language Arts,subject,0,2.2,6.1,0,0,0,8.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Foreign Language,subject,0,0,3,0,0,0,3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Mathematics,subject,0,2.3,8.1,0,0,0,10.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Miscellaneous,subject,0,0.7,3.1,0,0,0,3.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350310,Nissitissit Middle School,school,"Physical, Health, and Safety Education",subject,0,0.7,2.3,0,0,0,3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Reading,subject,0,0.7,2.2,0,0,1,3.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Science,subject,0,1.2,4.7,0,0,0,5.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Social Studies/Social Sciences,subject,0,1.2,4.6,0,0,0,5.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350505,North Middlesex Regional,school,All,all,0,0,0,54.6,6,0,60.6,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350505,North Middlesex Regional,school,Arts,subject,0,0,0,4.7,0,0,4.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350505,North Middlesex Regional,school,Business and Marketing,subject,0,0,0,1,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350505,North Middlesex Regional,school,Civics/Government,subject,0,0,0,0.3,0,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350505,North Middlesex Regional,school,Communications and Audio/Visual Technology,subject,0,0,0,1.1,0,0,1.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350505,North Middlesex Regional,school,Computer and Information Sciences,subject,0,0,0,1,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350505,North Middlesex Regional,school,Core-All Subjects,group,0,0,0,0,0.4,0,0.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350505,North Middlesex Regional,school,Economics,subject,0,0,0,0.3,0,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2015,07350000,North Middlesex,07350505,North Middlesex Regional,school,Engineering and Technology,subject,0,0,0,2.7,0,0,2.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
