doc_id,fy,period,fund,fund_name,funds_covered,account_type,level,dept,org,object,account,function,name,original,transfers,revised,expended,encumbered,available,pct_used,totals_only,suppress_zero,rounded_columns
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,131,,,,,FINANCE COMMITTEE,1800.0,0.0,1800.0,261.0,0.0,1539.0,14.5,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,132,,,,,RESERVE FUND,185000.0,0.0,185000.0,0.0,0.0,185000.0,0.0,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,133,,,,,SALARY RESERVE,210000.0,-128954.0,81046.0,0.0,0.0,81046.33,0.0,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,135,,,,,TOWN ACCOUNTANT,323244.0,172724.0,495969.0,311705.43,6763.6,177499.53,64.2,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,136,,,,,ANNUAL AUDIT,0.0,12600.0,12600.0,12600.0,0.0,0.0,100.0,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,141,,,,,ASSESSOR'S ADMINISTRATION,297308.0,29947.0,327256.0,204701.28,4310.0,118244.34,63.9,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,145,,,,,TREASURER'S ADMINISTRATION,118966.0,1809.0,120775.0,81501.46,276.97,38997.0,67.7,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,146,,,,,TAX COLLECTOR'S ADMINISTRATION,130718.0,3888.0,134606.0,78936.13,4006.09,51663.29,61.6,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,155,,,,,INFORMATION TECHNOLOGY DEPT,491311.0,22976.0,514288.0,376887.75,68419.65,68980.16,86.6,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,158,,,,,TAX TITLE REDEMP/FORECLOSURE,30500.0,4461.0,34961.0,4870.0,4800.87,25290.0,27.7,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,161,,,,,TOWN CLERK'S ADMINISTRATION,143602.0,900.0,144502.0,100644.18,2374.3,41483.6,71.3,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,162,,,,,ELECTIONS,11100.0,0.0,11100.0,2280.0,0.0,8820.0,20.5,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,163,,,,,REGISTRATION & CENSUS,20950.0,0.0,20950.0,7547.5,0.0,13402.5,36.0,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,170,,,,,LAND USE,440157.0,6512.0,446669.0,205320.45,1805.65,239542.96,46.4,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,175,,,,,PLANNING BOARD,0.0,0.0,0.0,14320.68,0.0,-14320.68,100.0,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,178,,,,,ARCHITECTURAL PRESERVATION DIS,500.0,0.0,500.0,0.0,0.0,500.0,0.0,1,1,"original,transfers,revised"
