fy,document,page,section,line,balance_forward,commitments,abatements,payments,refunds,transfer,adjustments,balance,row_check,ocr_corrected
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2005,364.18,,,,,,,364.18,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2006,3316.57,,,-59.57,,,,3257.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2007,3207.35,,,-25.47,,,,3181.88,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2008,3131.20,,,,,,,3131.20,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2009,3092.33,,,,,,,3092.33,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2010,2762.01,,,-113.86,,,,2648.15,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2011,2383.80,,,-98.58,,,,2285.22,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2012,2357.18,,,-218.28,,,,2138.90,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2013,2518.41,,,-304.50,,,,2213.91,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2014,2806.45,,,-103.44,,,,2703.01,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2015,1717.68,,,-190.18,,,,1527.50,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2016,3321.86,,,-462.44,,,,2859.42,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2017,4228.96,,,-378.64,,,,3850.32,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2018,3529.65,,,,,,,3529.65,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2019,5542.07,,,,,,,5542.07,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2020,8679.99,,,-804.35,,,,7875.64,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2021,11772.92,,,-384.07,,,0.06,11388.91,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2022,19435.69,,,-4815.09,,,0.03,14620.63,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,54,PERSONAL PROPERTY,LEVY OF 2023,0.00,806332.68,-11683.60,-777040.47,4091.80,,,21700.41,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2005,0.00,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2006,1585.73,,,,,,,1585.73,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2007,0.00,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2008,0.00,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2009,204.58,,,,,,,204.58,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2010,0.00,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2011,5911.98,,,-52.50,,,,5859.48,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2012,4041.38,,,-52.50,,,,3988.88,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2013,3719.79,,,,,,,3719.79,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2014,5035.73,,,,,,,5035.73,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2015,5890.13,,,-22.40,,,,5867.73,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2016,7797.74,,,-53.75,11.77,,,7755.76,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2017,10953.84,,,-516.57,121.25,,,10558.52,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2018,10367.84,,,-548.35,,,,9819.49,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2019,12339.79,,,-1898.35,,,,10441.44,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2020,21642.95,,-429.65,-6732.05,380.16,,48.60,14910.01,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2021,55210.85,189.76,-1453.03,-38571.57,1693.37,,30.33,17099.71,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2022,300328.33,171305.15,-17443.53,-414344.58,15881.79,,,55727.16,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,,LEVY OF 2023,0.00,1876628.52,-38326.31,-1654099.33,6400.81,,,190603.69,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,OTHER EXCISE TAXES,FARM ANIMAL EXCISE,17.50,,,,,,,17.50,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,SUPPLEMENTAL TAXES,LEVY OF 2022,23077.24,,,-23080.05,,,0.65,-2.16,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,SUPPLEMENTAL TAXES,LEVY OF 2023,0.00,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,SUPPLEMENTAL TAXES,TAX LIENS,799077.53,193658.30,,-116378.83,,,,876357.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,SUPPLEMENTAL TAXES,TAX TITLE USER CHARGES,0.00,2326.38,,,,,,2326.38,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,SUPPLEMENTAL TAXES,FORECLOSURES,47179.26,,,,,,,47179.26,checked,balance
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,SUPPLEMENTAL TAXES,ROLLBACK TAXES,0.00,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,SUPPLEMENTAL TAXES,DEFERRED PROPERTY TAX,2614.02,,,,,,,2614.02,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,SUPPLEMENTAL TAXES,DEFERRED SEWER PRI,0.00,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,SUPPLEMENTAL TAXES,DEFERRED SEWER INT,0.00,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,SUPPLEMENTAL TAXES,WATER USER CHARGES,0.00,44180.69,,-43580.44,,,-600.00,0.25,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,SUPPLEMENTAL TAXES,SEWER USER CHARGES,65996.47,1272662.59,,-1017427.73,,,-238594.99,82636.34,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,UTILITY LIENS ADDED TO TAXES,SLIEN COMM TO RE PRIN,3372.35,24983.21,,-22801.91,,-2092.75,,3460.90,checked,transfer
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,UTILITY LIENS ADDED TO TAXES,SILIEN COMM TO RE INT,283.03,2292.82,,-2013.87,,-233.63,,328.35,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,UNAPPORTIONED ASSESSMENTS,SEWER BETTERMENT,3870951.84,-284491.30,,-76795.49,,,,3509665.05,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,UNAPPORTIONED ASSESSMENTS,MEADOW WOODS WATER BETTERMENT,940000.00,-25000.00,,,,,,915000.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,55,UNAPPORTIONED ASSESSMENTS,STREET BETTERMENT,0.00,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,,SEPTIC BETTERMENT,0.00,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,,SEPTIC EOCDSE,0.00,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,,WATER BETTERMENT,0.00,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,APPROTIONED ASSESSMENT ADDED TO TAXES,SEWER COMMITTED PRIN,12059.62,284491.30,,-280584.53,,-5856.40,,10109.99,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,APPROTIONED ASSESSMENT ADDED TO TAXES,SEWER COMMITTED INT,3569.23,116746.34,,-115488.39,,-2202.55,,2624.63,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,APPROTIONED ASSESSMENT ADDED TO TAXES,SEWER PRELIM COMM PR,1000.00,756.90,,-756.90,,,,1000.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,APPROTIONED ASSESSMENT ADDED TO TAXES,SEWER PRELIM COMM IN,200.00,200.00,,-200.00,,,,200.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,APPROTIONED ASSESSMENT ADDED TO TAXES,MEADOW WATER COMMITTED PRIN,,25000.00,,-25000.00,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,APPROTIONED ASSESSMENT ADDED TO TAXES,MEADOW WATER COMMITTED INT,,33837.50,,-33837.50,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,APPROTIONED ASSESSMENT ADDED TO TAXES,STREET COMMITTED PRIN,,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,APPROTIONED ASSESSMENT ADDED TO TAXES,STREET COMMITTED INT,,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,APPROTIONED ASSESSMENT ADDED TO TAXES,WATER COMMITTED DUE W.D. PRI,0.00,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,APPROTIONED ASSESSMENT ADDED TO TAXES,WATER COMMITTED DUE W.D. INT,0.00,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,APPROTIONED ASSESSMENT ADDED TO TAXES,SEPTIC COMMITTED PRI,,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,APPROTIONED ASSESSMENT ADDED TO TAXES,SEPTIC COMMITTED INT,,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,APPROTIONED ASSESSMENT ADDED TO TAXES,SEPTIC EOCDSE COMMITTED PRIN,0.00,,,,,,,0.00,checked,
2023,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv,56,APPROTIONED ASSESSMENT ADDED TO TAXES,SEPTIC EOCDSE COMMITTED INT,0.00,,,,,,,0.00,checked,
