report_fy,document,page,as_of,issue_seq,issue,due_fy,principal,interest,admin_fee,total,cells_printed,rows_offset,column_foots
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",1,MASS WATER POOL 3*,2015,10026,1683,,11709,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",1,MASS WATER POOL 3*,2016,10334,1116,,11450,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",1,MASS WATER POOL 3*,2017,10651,533,,11184,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",2,MASS WATER POOL 4*,2015,10868,2479,,13347,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",2,MASS WATER POOL 4*,2016,10868,1922,,12790,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",2,MASS WATER POOL 4*,2017,10868,1365,,12233,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",2,MASS WATER POOL 4*,2018,10868,815,,11683,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",2,MASS WATER POOL 4*,2019,10868,272,,11140,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",3,MASS WATER POOL 5*,2015,20000,7020,,27020,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",3,MASS WATER POOL 5*,2016,25000,5710,,30710,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",3,MASS WATER POOL 5*,2017,25000,4406,,29406,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",3,MASS WATER POOL 5*,2018,25000,3010,,28010,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",3,MASS WATER POOL 5*,2019,25000,1863,,26863,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",3,MASS WATER POOL 5*,2020,25000,688,,25688,PIT,0,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",5,MASS WATER POOL 7*,2015,119764,45726,,165490,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",5,MASS WATER POOL 7*,2016,119764,38860,,158624,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",5,MASS WATER POOL 7*,2017,124555,32002,,156557,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",5,MASS WATER POOL 7*,2018,129345,24068,,153413,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",5,MASS WATER POOL 7*,2019,134136,15019,,149155,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",5,MASS WATER POOL 7*,2020,138926,6946,,145872,PIT,0,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",5,MASS WATER POOL 7*,2021,138926,3474,,142400,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",6,MUNICIPAL PURPOSE,2015,1070000,391000,,1461000,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",6,MUNICIPAL PURPOSE,2016,1090000,348200,,1438200,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",6,MUNICIPAL PURPOSE,2017,1030000,304600,,1334600,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",6,MUNICIPAL PURPOSE,2018,1055000,263400,,1318400,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",6,MUNICIPAL PURPOSE,2019,1075000,221200,,1296200,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",6,MUNICIPAL PURPOSE,2020,1095000,178200,,1273200,PIT,0,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",6,MUNICIPAL PURPOSE,2021,1110000,134400,,1244400,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",6,MUNICIPAL PURPOSE,2022,1135000,90000,,1225000,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",6,MUNICIPAL PURPOSE,2023,1115000,44600,,1159600,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",7,MASS WATER POOL 9*,2015,319909,172203,,492112,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",7,MASS WATER POOL 9*,2016,329318,154349,,483667,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",7,MASS WATER POOL 9*,2017,338727,136402,,475129,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",7,MASS WATER POOL 9*,2018,352841,115103,,467944,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",7,MASS WATER POOL 9*,2019,362250,94788,,457038,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",7,MASS WATER POOL 9*,2020,376363,78282,,454645,PIT,0,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",7,MASS WATER POOL 9*,2021,385772,59822,,445594,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",7,MASS WATER POOL 9*,2022,399886,41160,,441046,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",7,MASS WATER POOL 9*,2023,409295,20649,,429944,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",8,MUNICIPAL PURPOSE,2015,210000,80555,,290555,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",8,MUNICIPAL PURPOSE,2016,205000,72255,,277255,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",8,MUNICIPAL PURPOSE,2017,195000,64255,,259255,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",8,MUNICIPAL PURPOSE,2018,195000,56455,,251455,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",8,MUNICIPAL PURPOSE,2019,195000,48655,,243655,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",8,MUNICIPAL PURPOSE,2020,195000,40855,,235855,PIT,0,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",8,MUNICIPAL PURPOSE,2021,195000,32958,,227958,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",8,MUNICIPAL PURPOSE,2022,195000,24865,,219865,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",8,MUNICIPAL PURPOSE,2023,190000,16780,,206780,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",8,MUNICIPAL PURPOSE,2024,190000,8705,,198705,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",8,MUNICIPAL PURPOSE,2025,105000,2310,,107310,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",9,MASS WATER POOL 13*,2015,45345,0,,45345,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",9,MASS WATER POOL 13*,2016,45345,0,,45345,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",9,MASS WATER POOL 13*,2017,45345,0,,45345,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",9,MASS WATER POOL 13*,2018,45345,0,,45345,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",9,MASS WATER POOL 13*,2019,45346,0,,45346,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",9,MASS WATER POOL 13*,2020,45346,0,,45346,PIT,0,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",9,MASS WATER POOL 13*,2021,45346,0,,45346,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",9,MASS WATER POOL 13*,2022,45344,0,,45344,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",9,MASS WATER POOL 13*,2023,38979,0,,38979,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",9,MASS WATER POOL 13*,2024,38979,0,,38979,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",9,MASS WATER POOL 13*,2025,14114,0,,14114,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",9,MASS WATER POOL 13*,2026,14114,0,,14114,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",9,MASS WATER POOL 13*,2027,14114,0,,14114,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",9,MASS WATER POOL 13*,2028,14114,0,,14114,PT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",10,MUNICIPAL PURPOSE,2015,130000,57785,,187785,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",10,MUNICIPAL PURPOSE,2016,130000,51610,,181610,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",10,MUNICIPAL PURPOSE,2017,130000,45435,,175435,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",10,MUNICIPAL PURPOSE,2018,130000,39325,,169325,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",10,MUNICIPAL PURPOSE,2019,130000,34450,,164450,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",10,MUNICIPAL PURPOSE,2020,130000,29510,,159510,PIT,0,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",10,MUNICIPAL PURPOSE,2021,130000,24505,,154505,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",10,MUNICIPAL PURPOSE,2022,130000,19467,,149467,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",10,MUNICIPAL PURPOSE,2023,130000,14430,,144430,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",10,MUNICIPAL PURPOSE,2024,125000,9360,,134360,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",10,MUNICIPAL PURPOSE,2025,115000,4485,,119485,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",11,MASS WATER POOL 14*,2015,15154,5098,,20252,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",11,MASS WATER POOL 14*,2016,15460,4791,,20251,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",11,MASS WATER POOL 14*,2017,15773,4479,,20252,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",11,MASS WATER POOL 14*,2018,16091,4160,,20251,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",11,MASS WATER POOL 14*,2019,16417,3835,,20252,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",11,MASS WATER POOL 14*,2020,16748,3504,,20252,PIT,0,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",11,MASS WATER POOL 14*,2021,17086,3165,,20251,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",11,MASS WATER POOL 14*,2022,17432,2820,,20252,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",11,MASS WATER POOL 14*,2023,17784,2468,,20252,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",11,MASS WATER POOL 14*,2024,18143,2109,,20252,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",11,MASS WATER POOL 14*,2025,18510,1742,,20252,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",11,MASS WATER POOL 14*,2026,18884,1368,,20252,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",11,MASS WATER POOL 14*,2027,19265,987,,20252,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",11,MASS WATER POOL 14*,2028,19654,598,,20252,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2015,22679,70485,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2016,23671,69493,,93164,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2017,24706,68458,,93164,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2018,25787,67377,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2019,26915,66249,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2020,28093,65071,,93164,PIT,0,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2021,29322,63842,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2022,30605,62559,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2023,31944,61220,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2024,33341,59823,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2025,34800,58364,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2026,36323,56841,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2027,37912,55252,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2028,39571,53593,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2015,15283,47498,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2016,15951,46830,,62781,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2017,16649,46132,,62781,PIT,0,interest out by -1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2018,17378,45403,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2019,18138,44643,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2020,18931,43850,,62781,PIT,0,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2021,19760,43021,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2022,20624,42157,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2023,21527,41254,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2024,22468,40313,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2025,23451,39330,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2026,24477,38304,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2027,25548,37233,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,40,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2028,26666,36115,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",11,MASS WATER POOL 14*,2029,20051,201,,20252,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2029,41302,51862,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2030,43109,50055,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2031,44995,48169,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2032,46963,46201,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2033,49018,44146,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2034,51162,42002,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2035,53401,39763,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2036,55737,37427,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2037,58175,34989,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2038,60721,32443,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2039,63377,29787,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2040,66150,27014,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2041,69044,24120,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2042,72065,21099,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2043,75218,17946,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2044,78508,14656,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2045,81943,11221,,93164,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2029,27833,34948,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2030,29050,33731,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2031,30321,32460,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2032,31648,31133,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2033,33032,29749,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2034,34477,28304,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2035,35986,26795,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2036,37560,25221,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2037,39203,23578,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2038,40919,21862,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2039,42709,20072,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2040,44577,18204,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2041,46528,16253,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2042,48563,14218,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2043,50688,12093,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2044,52905,9876,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,41,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2045,55220,7561,,62781,PIT,0,yes
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",1,MASS WATER POOL 3*,TOTAL,31011,3332,,34343,PIT,1,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",2,MASS WATER POOL 4*,TOTAL,54340,6854,,61194,PIT,1,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",3,MASS WATER POOL 5*,TOTAL,145000,22697,,167697,PIT,1,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",4,MUNICIPAL PURPOSE,TOTAL,0,0,,0,PIT,1,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",5,MASS WATER POOL 7*,TOTAL,905416,166095,,1071511,PIT,1,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",6,MUNICIPAL PURPOSE,TOTAL,9775000,1975600,,11750600,PIT,1,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",8,MUNICIPAL PURPOSE,TOTAL,2070000,448648,,2518648,PIT,1,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",9,MASS WATER POOL 13*,TOTAL,497176,0,,497176,PIT,1,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",10,MUNICIPAL PURPOSE,TOTAL,1410000,330362,,1740362,PIT,1,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",11,MASS WATER POOL 14*,TOTAL,262452,41325,,303777,PIT,1,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2046,85528,7636,,93164,PIT,1,yes
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,2047,89008,3894,,92902,PIT,1,yes
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",12,MUNICIPAL PURPOSE SEWER,TOTAL,1611093,1463057,,3074150,PIT,1,interest out by +1
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2046,57636,5145,,62781,PIT,1,yes
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,2047,59970,2624,,62594,PIT,1,yes
2014,4120-fy-2014-annual-town-report.pdf,42,"June 30, 2014",13,MUNICIPAL PURPOSE WATER,TOTAL,1085676,985910,,2071586,PIT,1,interest out by +1
2015,4121-fy-2015-annual-town-report.pdf,42,,1,MASS WATER POOL 3*,2016,10334,1116,,11450,PIT,0,"principal out by +625,000; interest out by +1,009,754"
2015,4121-fy-2015-annual-town-report.pdf,42,,1,MASS WATER POOL 3*,2017,10651,533,,11184,PIT,0,"principal out by +640,000; interest out by +999,070"
2015,4121-fy-2015-annual-town-report.pdf,42,,2,MASS WATER POOL 4*,2016,10868,1922,,12790,PIT,0,"principal out by +625,000; interest out by +1,009,754"
2015,4121-fy-2015-annual-town-report.pdf,42,,2,MASS WATER POOL 4*,2017,10868,1365,,12233,PIT,0,"principal out by +640,000; interest out by +999,070"
2015,4121-fy-2015-annual-town-report.pdf,42,,2,MASS WATER POOL 4*,2018,10868,815,,11683,PIT,0,"principal out by +665,000; interest out by +975,871"
2015,4121-fy-2015-annual-town-report.pdf,42,,2,MASS WATER POOL 4*,2019,10868,272,,11140,PIT,0,"principal out by +690,000; interest out by +951,771"
2015,4121-fy-2015-annual-town-report.pdf,42,,3,MASS WATER POOL 5*,2016,25000,5710,,30710,PIT,0,"principal out by +625,000; interest out by +1,009,754"
2015,4121-fy-2015-annual-town-report.pdf,42,,3,MASS WATER POOL 5*,2017,25000,4406,,29406,PIT,0,"principal out by +640,000; interest out by +999,070"
2015,4121-fy-2015-annual-town-report.pdf,42,,3,MASS WATER POOL 5*,2018,25000,3010,,28010,PIT,0,"principal out by +665,000; interest out by +975,871"
2015,4121-fy-2015-annual-town-report.pdf,42,,3,MASS WATER POOL 5*,2019,25000,1863,,26863,PIT,0,"principal out by +690,000; interest out by +951,771"
2015,4121-fy-2015-annual-town-report.pdf,42,,3,MASS WATER POOL 5*,2020,25000,688,,25688,PIT,0,"principal out by +715,000; interest out by +926,722"
2015,4121-fy-2015-annual-town-report.pdf,42,,5,MASS WATER POOL 7*,2016,119764,38860,,158624,PIT,0,"principal out by +625,000; interest out by +1,009,754"
2015,4121-fy-2015-annual-town-report.pdf,42,,5,MASS WATER POOL 7*,2017,124555,32002,,156557,PIT,0,"principal out by +640,000; interest out by +999,070"
2015,4121-fy-2015-annual-town-report.pdf,42,,5,MASS WATER POOL 7*,2018,129345,24068,,153413,PIT,0,"principal out by +665,000; interest out by +975,871"
2015,4121-fy-2015-annual-town-report.pdf,42,,5,MASS WATER POOL 7*,2019,134136,15019,,149155,PIT,0,"principal out by +690,000; interest out by +951,771"
2015,4121-fy-2015-annual-town-report.pdf,42,,5,MASS WATER POOL 7*,2020,138926,6946,,145872,PIT,0,"principal out by +715,000; interest out by +926,722"
