report_fy,document,page,as_of,issue_seq,issue,due_fy,principal,interest,admin_fee,total,cells_printed,rows_offset,column_foots
2016,4123-fy-2016-annual-town-report.pdf,45,,16,MASS CLEAN WATER POOL 19,2032,84979,8875,,93854,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,16,MASS CLEAN WATER POOL 19,2033,86826,7176,,94002,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,16,MASS CLEAN WATER POOL 19,2034,88713,5439,,94152,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,16,MASS CLEAN WATER POOL 19,2035,90641,3665,,94306,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,45,,16,MASS CLEAN WATER POOL 19,2036,92611,1852,,94463,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,1,MASS WATER POOL 3*,TOTAL,10651,533,,11184,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,2,MASS WATER POOL 4*,TOTAL,32145,2452,,34597,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,3,MASS WATER POOL 5*,TOTAL,100000,9966,,109966,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,4,MASS WATER POOL 7*,TOTAL,665889,81507,,747396,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,5,MUNICIPAL PURPOSE,TOTAL,7615000,1236400,,8851400,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,7,MASS WATER POOL 13*,TOTAL,406486,0,,406486,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,8,MUNICIPAL PURPOSE,TOTAL,1150000,220968,,1370968,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,9,MASS WATER POOL 14*,TOTAL,231838,31436,,263274,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,10,MUNICIPAL PURPOSE SEWER,2030,43109,50055,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,10,MUNICIPAL PURPOSE SEWER,2031,44995,48169,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,10,MUNICIPAL PURPOSE SEWER,2032,46963,46201,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,10,MUNICIPAL PURPOSE SEWER,2040,66150,27014,,93164,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,46,,10,MUNICIPAL PURPOSE SEWER,2041,69044,24120,,93164,PIT,0,principal out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,10,MUNICIPAL PURPOSE SEWER,2042,72065,21099,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,10,MUNICIPAL PURPOSE SEWER,2043,75218,17946,,93164,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,10,MUNICIPAL PURPOSE SEWER,2044,78508,14656,,93164,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,46,,10,MUNICIPAL PURPOSE SEWER,2045,81943,11221,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,10,MUNICIPAL PURPOSE SEWER,2046,85528,7636,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,10,MUNICIPAL PURPOSE SEWER,2047,89008,3894,,92902,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,10,MUNICIPAL PURPOSE SEWER,TOTAL,1564744,1323078,,2887822,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,11,MUNICIPAL PURPOSE WATER,2030,29050,33731,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,11,MUNICIPAL PURPOSE WATER,2031,30321,32460,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,11,MUNICIPAL PURPOSE WATER,2032,31648,31133,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,11,MUNICIPAL PURPOSE WATER,2040,44577,18204,,62781,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,46,,11,MUNICIPAL PURPOSE WATER,2041,46527,16254,,62781,PIT,0,principal out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,11,MUNICIPAL PURPOSE WATER,2042,48563,14218,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,11,MUNICIPAL PURPOSE WATER,2043,50688,12093,,62781,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,11,MUNICIPAL PURPOSE WATER,2044,52905,9876,,62781,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,46,,11,MUNICIPAL PURPOSE WATER,2045,55220,7561,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,11,MUNICIPAL PURPOSE WATER,2046,57636,5145,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,11,MUNICIPAL PURPOSE WATER,2047,59970,2624,,62594,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,11,MUNICIPAL PURPOSE WATER,TOTAL,1054441,891583,,1946024,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,12,MUNICIPAL PURPOSE,TOTAL,200000,2500,,202500,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,13,MS-HS CONSTRUCTION,2030,290000,189425,,479425,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,13,MS-HS CONSTRUCTION,2031,300000,180145,,480145,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,13,MS-HS CONSTRUCTION,2032,310000,170545,,480545,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,13,MS-HS CONSTRUCTION,2040,405000,76125,,481125,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,46,,13,MS-HS CONSTRUCTION,2041,420000,61950,,481950,PIT,0,principal out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,13,MS-HS CONSTRUCTION,2042,435000,47250,,482250,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,13,MS-HS CONSTRUCTION,2043,450000,32025,,482025,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,13,MS-HS CONSTRUCTION,2044,465000,16275,,481275,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,46,,13,MS-HS CONSTRUCTION,TOTAL,8770000,4894500,,13664500,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,14,MS-HS CONSTRUCTION,2030,665000,438971,,1103971,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,14,MS-HS CONSTRUCTION,2031,685000,419021,,1104021,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,14,MS-HS CONSTRUCTION,2032,705000,398471,,1103471,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,14,MS-HS CONSTRUCTION,2040,905000,202994,,1107994,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,46,,14,MS-HS CONSTRUCTION,2041,935000,172450,,1107450,PIT,0,principal out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,14,MS-HS CONSTRUCTION,2042,965000,140894,,1105894,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,14,MS-HS CONSTRUCTION,2043,995000,108325,,1103325,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,14,MS-HS CONSTRUCTION,2044,1030000,73500,,1103500,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,46,,14,MS-HS CONSTRUCTION,2045,1070000,37450,,1107450,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,14,MS-HS CONSTRUCTION,TOTAL,20210000,11851406,,32061406,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,15,MS-HS CONSTRUCTION / MPL,2030,130000,85513,,215513,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,15,MS-HS CONSTRUCTION / MPL,2031,130000,81613,,211613,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,15,MS-HS CONSTRUCTION / MPL,2032,135000,77713,,212713,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,15,MS-HS CONSTRUCTION / MPL,2040,175000,37513,,212513,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,46,,15,MS-HS CONSTRUCTION / MPL,2041,180000,31825,,211825,PIT,0,principal out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,15,MS-HS CONSTRUCTION / MPL,2042,190000,25975,,215975,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,15,MS-HS CONSTRUCTION / MPL,2043,195000,19800,,214800,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,15,MS-HS CONSTRUCTION / MPL,2044,200000,13365,,213365,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,46,,15,MS-HS CONSTRUCTION / MPL,2045,205000,6765,,211765,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,15,MS-HS CONSTRUCTION / MPL,TOTAL,5610000,2417563,,8027563,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,46,,16,MASS CLEAN WATER POOL 19,2030,81402,12167,,93569,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,16,MASS CLEAN WATER POOL 19,2031,83171,10539,,93710,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,16,MASS CLEAN WATER POOL 19,2032,84979,8875,,93854,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,46,,16,MASS CLEAN WATER POOL 19,TOTAL,1521653,339039,,1860692,PIT,0,interest out by -1
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2020,30000,54875,,84875,PIT,0,"principal out by -3,103,690; interest out by -1,500,558"
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2021,30000,53375,,83375,PIT,0,"principal out by -3,074,552; interest out by -1,388,719"
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2022,30000,51875,,81875,PIT,0,"principal out by -3,001,223; interest out by -1,277,046"
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2023,35000,50375,,85375,PIT,0,"principal out by -3,030,783; interest out by -1,163,368"
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2024,35000,48625,,83625,PIT,0,"principal out by -2,151,741; interest out by -1,047,095"
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2025,40000,46875,,86875,PIT,0,"principal out by -1,514,754; interest out by -987,160"
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2026,40000,44875,,84875,PIT,0,"principal out by -1,336,369; interest out by -933,534"
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2027,40000,42875,,82875,PIT,0,"principal out by -1,373,019; interest out by -885,660"
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2028,45000,41275,,86275,PIT,0,"principal out by -1,389,704; interest out by -837,428"
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2029,45000,39475,,84475,PIT,0,"principal out by -1,402,311; interest out by -788,512"
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2030,45000,37675,,82675,PIT,0,"principal out by -1,323,613; interest out by -738,916"
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2031,50000,35875,,85875,PIT,0,"principal out by -1,354,996; interest out by -698,764"
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2032,50000,34375,,84375,PIT,0,"principal out by -1,366,409; interest out by -658,164"
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2033,50000,32875,,82875,PIT,0,"principal out by -1,257,852; interest out by -617,216"
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2034,55000,31250,,86250,PIT,0,"principal out by -1,294,327; interest out by -579,519"
2018,4125-fy-2018-annual-town-report.pdf,49,,0,,2035,55000,29463,,84463,PIT,0,"principal out by -1,335,834; interest out by -540,359"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2020,20000,36838,,56838,PIT,0,"principal out by -3,103,690; interest out by -1,500,558"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2021,20000,35838,,55838,PIT,0,"principal out by -3,074,552; interest out by -1,388,719"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2022,20000,34838,,54838,PIT,0,"principal out by -3,001,223; interest out by -1,277,046"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2023,25000,33838,,58838,PIT,0,"principal out by -3,030,783; interest out by -1,163,368"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2024,25000,32588,,57588,PIT,0,"principal out by -2,151,741; interest out by -1,047,095"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2025,25000,31338,,56338,PIT,0,"principal out by -1,514,754; interest out by -987,160"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2026,25000,30088,,55088,PIT,0,"principal out by -1,336,369; interest out by -933,534"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2027,30000,28838,,58838,PIT,0,"principal out by -1,373,019; interest out by -885,660"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2028,30000,27638,,57638,PIT,0,"principal out by -1,389,704; interest out by -837,428"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2029,30000,26438,,56438,PIT,0,"principal out by -1,402,311; interest out by -788,512"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2030,30000,25238,,55238,PIT,0,"principal out by -1,323,613; interest out by -738,916"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2031,30000,24038,,54038,PIT,0,"principal out by -1,354,996; interest out by -698,764"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2032,35000,23138,,58138,PIT,0,"principal out by -1,366,409; interest out by -658,164"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2033,35000,22088,,57088,PIT,0,"principal out by -1,257,852; interest out by -617,216"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2034,35000,20950,,55950,PIT,0,"principal out by -1,294,327; interest out by -579,519"
2018,4125-fy-2018-annual-town-report.pdf,49,,1,MEADOW WOODS -WATER GENERAL OBLIGATION,2035,35000,19813,,54813,PIT,0,"principal out by -1,335,834; interest out by -540,359"
2025,4130-fy-2025-annual-town-report.pdf,39,,1,MUNICIPAL PURPOSE,TOTAL,0,0,,0,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,2,MASS WATER POOL 9*,TOTAL,0,0,0,0,PIAT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,3,MASS WATER POOL 13*,2026,14114,0,53,14167,PIAT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,3,MASS WATER POOL 13*,2027,14114,0,32,14146,PIAT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,3,MASS WATER POOL 13*,2028,14114,0,11,14125,PIAT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,3,MASS WATER POOL 13*,TOTAL,42342,0,95,42437,PIAT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,4,MUNICIPAL PURPOSE,TOTAL,0,0,,0,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,5,MASS WATER POOL 14*,2026,18884,1368,103,20355,PIAT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,5,MASS WATER POOL 14*,2027,19265,987,74,20326,PIAT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,5,MASS WATER POOL 14*,2029,20051,201,15,20267,PIAT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2026,255000,226700,,481700,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2027,260000,217775,,477775,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2028,270000,208675,,478675,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2029,280000,199225,,479225,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2030,290000,189425,,479425,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2031,300000,180145,,480145,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2032,310000,170545,,480545,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2033,320000,160625,,480625,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2034,330000,150385,,480385,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2035,340000,139825,,479825,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2036,350000,127925,,477925,PIT,0,interest out by -1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2037,365000,115675,,480675,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2038,375000,102900,,477900,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2039,390000,89775,,479775,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2040,405000,76125,,481125,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2041,420000,61950,,481950,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2042,435000,47250,,482250,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2043,450000,32025,,482025,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,2044,465000,16275,,481275,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,6,GOB MS-HS CONSTRUCTION,TOTAL,6610000,2513225,,9123225,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2026,570000,535771,,1105771,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2027,595000,512971,,1107971,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2028,615000,489171,,1104171,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2029,640000,464571,,1104571,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2030,665000,438971,,1103971,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2031,685000,419021,,1104021,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2032,705000,398471,,1103471,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2033,730000,377321,,1107321,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2034,750000,355421,,1105421,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2035,775000,332921,,1107921,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2036,795000,308121,,1103121,PIT,0,interest out by -1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2037,825000,282681,,1107681,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2038,850000,256900,,1106900,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2039,875000,230338,,1105338,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2040,905000,202994,,1107994,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2041,935000,172450,,1107450,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2042,965000,140894,,1105894,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2043,995000,108325,,1103325,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2044,1030000,73500,,1103500,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,2045,1070000,37450,,1107450,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,7,GOB MS-HS CONSTRUCTION,TOTAL,15975000,6138265,,22113265,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2026,115000,99913,,214913,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2027,120000,96463,,216463,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2028,120000,92863,,212863,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2029,125000,89263,,214263,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2030,130000,85513,,215513,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2031,130000,81613,,211613,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2032,135000,77713,,212713,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2033,140000,73663,,213663,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2034,145000,69463,,214463,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2035,150000,64750,,214750,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2036,155000,59875,,214875,PIT,0,interest out by -1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2037,160000,54838,,214838,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2038,165000,49238,,214238,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2039,170000,43463,,213463,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2040,175000,37513,,212513,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2041,180000,31825,,211825,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2042,190000,25975,,215975,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2043,195000,19800,,214800,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2044,200000,13365,,213365,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,2045,205000,6765,,211765,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,8,SCH/SEWER/MPL REFUNDING,TOTAL,3105000,1173868,,4278868,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,9,MASS WATER POOL 19*,2027,59640,13165,987,73792,PIAT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,9,MASS WATER POOL 19*,2028,60936,11972,898,73806,PIAT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,9,MASS WATER POOL 19*,2029,62260,10753,807,73820,PIAT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,9,MASS WATER POOL 19*,2032,66409,6936,520,73865,PIAT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,9,MASS WATER POOL 19*,2033,67852,5608,421,73881,PIAT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,9,MASS WATER POOL 19*,2035,70834,2864,215,73913,PIAT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,9,MASS WATER POOL 19*,2036,72373,1447,109,73929,PIAT,0,interest out by -1
2025,4130-fy-2025-annual-town-report.pdf,39,,10,MUNICIPAL PURPOSE LOAN/SCH CONSTRUCTION,2026,205000,34650,,239650,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,10,MUNICIPAL PURPOSE LOAN/SCH CONSTRUCTION,2027,205000,28500,,233500,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,10,MUNICIPAL PURPOSE LOAN/SCH CONSTRUCTION,2028,195000,22350,,217350,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,10,MUNICIPAL PURPOSE LOAN/SCH CONSTRUCTION,2029,200000,16500,,216500,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,10,MUNICIPAL PURPOSE LOAN/SCH CONSTRUCTION,2030,125000,10500,,135500,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,10,MUNICIPAL PURPOSE LOAN/SCH CONSTRUCTION,2031,125000,6750,,131750,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,10,MUNICIPAL PURPOSE LOAN/SCH CONSTRUCTION,2032,100000,3000,,103000,PIT,0,interest out by +1
