fy,document,page,mode,gutters,money,chars,rows,sections,totals,note
2022,4129-fy-2022-annual-town-report.pdf,40,plain,1,40,1677,40,trust_funds,,
2022,4129-fy-2022-annual-town-report.pdf,41,ocr,2,324,3500,21,trust_funds,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,42,ocr,4,355,3848,26,trust_funds,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,43,ocr,1,44,1089,10,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,44,plain,0,0,2672,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,45,ocr,0,0,4250,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,46,ocr,0,0,406,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,47,ocr,0,0,2023,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,48,ocr,0,0,276,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,49,ocr,1,117,1691,9,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,50,ocr,1,115,1760,7,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,51,ocr,1,59,1105,8,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,52,ocr,0,0,2,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,53,ocr,0,0,13,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,54,plain,0,0,3504,0,school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,55,plain,0,0,1353,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,56,plain,0,0,4927,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,57,layout,0,1,4339,1,,,
2022,4129-fy-2022-annual-town-report.pdf,58,layout,0,0,1179,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,59,layout,0,0,4252,0,school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,60,layout,0,1,4606,1,,,
2022,4129-fy-2022-annual-town-report.pdf,61,layout,0,0,4392,0,school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,62,layout,0,0,3413,0,school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,63,layout,0,2,4861,2,town_meeting|school_report,,
2022,4129-fy-2022-annual-town-report.pdf,64,layout,1,4,4376,3,debt|town_meeting|school_report,,
2022,4129-fy-2022-annual-town-report.pdf,65,layout,0,0,2392,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,66,layout,0,0,4457,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,67,layout,0,0,2944,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,68,layout,0,0,2588,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,69,plain,0,0,1692,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,70,layout,0,0,2601,0,town_meeting|school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,71,layout,0,2,2975,1,enterprise|town_meeting,,
2022,4129-fy-2022-annual-town-report.pdf,72,layout,2,27,952,16,,"TOTAL=76,330.72",
2022,4129-fy-2022-annual-town-report.pdf,73,layout,0,1,3165,1,,,
2022,4129-fy-2022-annual-town-report.pdf,74,layout,0,2,2832,1,enterprise,,
2022,4129-fy-2022-annual-town-report.pdf,75,layout,0,11,4051,7,enterprise|debt|town_meeting,,
2022,4129-fy-2022-annual-town-report.pdf,76,layout,0,1,1858,1,trust_funds|town_meeting,,
2022,4129-fy-2022-annual-town-report.pdf,77,layout,0,4,3253,3,,,
2022,4129-fy-2022-annual-town-report.pdf,78,ocr,0,0,2,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,79,ocr,0,0,34,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,80,layout,0,0,4736,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,81,layout,0,0,3505,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,82,layout,0,0,4204,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,83,layout,0,0,2382,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,84,layout,0,0,5342,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,85,plain,0,0,2725,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,86,layout,0,0,1763,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,87,plain,0,0,669,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,88,layout,0,0,4201,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,89,layout,0,0,2734,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,90,layout,0,0,5010,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,91,plain,0,0,1016,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,92,ocr,0,0,2,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,93,ocr,0,0,10,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,94,plain,1,28,3555,28,town_meeting|school_report,,
2022,4129-fy-2022-annual-town-report.pdf,95,layout,0,1,4402,1,town_meeting,,
2022,4129-fy-2022-annual-town-report.pdf,96,layout,0,0,3056,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,97,layout,0,0,2778,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,98,ocr,0,0,2,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,99,ocr,0,0,11,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,100,layout,0,0,4526,0,school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,101,layout,0,0,5290,0,school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,102,layout,0,0,3645,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,103,layout,0,0,2791,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,104,layout,0,2,4727,2,,,
2022,4129-fy-2022-annual-town-report.pdf,105,layout,0,0,5488,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,106,layout,0,0,4837,0,school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,107,layout,0,0,1840,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,108,layout,0,0,4064,0,school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,109,layout,0,0,3632,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,110,layout,0,0,5221,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,111,layout,0,0,3170,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,112,ocr,0,0,1780,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,113,layout,0,0,4448,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,114,plain,0,0,1845,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,115,layout,0,0,3925,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,116,plain,0,0,1831,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,117,layout,0,0,2340,0,staff_roster,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,118,layout,0,0,2374,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,119,layout,0,0,1366,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,120,ocr,0,0,160,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,121,layout,0,0,3818,0,school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,122,plain,0,0,382,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,123,layout,0,2,1338,2,school_report,,
2022,4129-fy-2022-annual-town-report.pdf,124,layout,0,0,2418,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,125,layout,0,6,3704,2,,,
2022,4129-fy-2022-annual-town-report.pdf,126,layout,0,0,5117,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,127,layout,0,0,5433,0,school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,128,layout,0,0,5647,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,129,layout,0,0,5455,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,130,layout,0,0,4016,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,131,layout,0,0,3149,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,132,layout,0,0,4508,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,133,layout,0,0,3525,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,134,layout,0,0,4251,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,135,layout,0,0,4394,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,136,layout,0,0,2416,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,137,layout,0,0,1324,0,school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,138,ocr,0,0,3,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,139,ocr,0,0,13,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,140,plain,0,0,2687,0,town_meeting,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,141,layout,0,19,3315,14,town_meeting,,
2022,4129-fy-2022-annual-town-report.pdf,142,layout,0,0,2339,0,town_meeting,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,143,layout,0,0,4149,0,town_meeting,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,144,layout,0,0,4428,0,town_meeting|school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,145,layout,0,8,4229,5,enterprise,,
2022,4129-fy-2022-annual-town-report.pdf,146,plain,2,14,832,14,,,
2022,4129-fy-2022-annual-town-report.pdf,147,layout,4,30,3382,30,,,
2022,4129-fy-2022-annual-town-report.pdf,148,layout,4,30,3534,30,,,
2022,4129-fy-2022-annual-town-report.pdf,149,layout,4,23,2478,23,school_report,,
2022,4129-fy-2022-annual-town-report.pdf,150,layout,0,13,4442,11,trust_funds|enterprise|town_meeting,,
2022,4129-fy-2022-annual-town-report.pdf,151,layout,0,1,4835,1,town_meeting,,
2022,4129-fy-2022-annual-town-report.pdf,152,layout,9,160,4049,20,,,
2022,4129-fy-2022-annual-town-report.pdf,153,layout,0,0,4058,0,town_meeting,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,154,layout,0,0,3297,0,town_meeting,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,155,layout,0,0,3566,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,156,layout,0,0,3821,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,157,layout,0,0,2678,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,158,plain,0,0,3241,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,159,layout,0,0,4101,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,160,plain,0,0,3832,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,161,plain,0,0,3487,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,162,plain,0,0,3124,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,163,plain,0,0,3430,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,164,layout,0,0,3623,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,165,layout,0,0,2984,0,town_meeting|school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,166,layout,0,0,3350,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,167,layout,0,1,4304,1,,,
2022,4129-fy-2022-annual-town-report.pdf,168,layout,0,0,4027,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,169,layout,0,7,4484,5,town_meeting,,
2022,4129-fy-2022-annual-town-report.pdf,170,layout,0,4,5127,4,town_meeting,,
2022,4129-fy-2022-annual-town-report.pdf,171,layout,0,0,4285,0,town_meeting,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,172,layout,0,0,3541,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,173,layout,0,0,1846,0,town_meeting,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,174,plain,0,0,876,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,175,plain,0,0,614,0,school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,176,plain,0,0,804,0,trust_funds|school_report,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,177,plain,0,0,480,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,178,plain,0,0,1107,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,179,plain,0,0,1280,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,180,plain,0,0,1253,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,181,plain,0,0,866,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,182,plain,0,0,1327,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,183,plain,0,0,1522,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,184,plain,0,0,1665,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,185,ocr,0,0,27,0,,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,186,ocr,0,2,62,2,payroll,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,187,ocr,0,0,210,0,payroll,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,188,ocr,3,49,613,48,payroll,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,189,ocr,0,3,577,2,payroll,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,190,ocr,0,0,184,0,payroll,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,191,ocr,0,0,202,0,payroll,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,192,ocr,4,22,540,17,payroll,,0 low-confidence money line(s)
2022,4129-fy-2022-annual-town-report.pdf,193,plain,0,0,2015,0,,,"text, no figures"
2022,4129-fy-2022-annual-town-report.pdf,194,ocr,0,0,3,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,1,plain,0,0,51,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,2,,0,0,0,0,,,"no text layer -- scan, needs OCR"
2023,4131-fy-2023-annual-town-report.pdf,3,plain,0,0,2402,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,4,ocr,0,0,1009,0,appropriations|special_revenue|trust_funds|balance_sheet,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,5,ocr,0,0,670,0,payroll|town_meeting,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,6,layout,0,2,1515,2,tax_rate|town_meeting,,
2023,4131-fy-2023-annual-town-report.pdf,7,layout,0,0,3393,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,8,layout,0,0,1141,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,9,layout,0,0,629,0,trust_funds|school_report,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,10,plain,0,0,1361,0,school_report,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,11,plain,0,0,823,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,12,layout,0,0,1636,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,13,plain,0,0,820,0,school_report,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,14,plain,0,0,1169,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,15,layout,0,0,1295,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,16,ocr,0,0,2,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,17,ocr,0,0,16,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,18,layout,0,0,3621,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,19,layout,0,0,3167,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,20,layout,0,0,3151,0,town_meeting,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,21,layout,0,1,3460,1,trust_funds,,
2023,4131-fy-2023-annual-town-report.pdf,22,layout,0,0,3168,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,23,plain,0,0,293,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,24,ocr,5,84,2452,46,trust_funds|balance_sheet|debt,TOTAL LIABILITIES=84498.72 ; TOTAL FUND EQUITY=54123.02,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,25,ocr,1,17,1901,3,receipts,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,26,plain,0,4,109,4,,,
2023,4131-fy-2023-annual-town-report.pdf,27,ocr,6,202,2058,42,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,28,ocr,6,237,2056,39,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,29,ocr,6,183,1733,33,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,30,ocr,6,185,1862,38,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,31,ocr,7,188,1872,35,school_report,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,32,ocr,6,209,2118,35,special_revenue,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,33,ocr,6,39,708,13,appropriations|capital_project|debt,GRAND TOTAL=48.21,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,34,ocr,5,55,1128,20,special_revenue|school_report,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,35,ocr,5,77,1343,23,special_revenue,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,36,ocr,5,71,1284,22,special_revenue,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,37,ocr,5,73,1285,21,special_revenue,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,38,ocr,5,54,1112,22,special_revenue,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,39,ocr,5,58,1077,20,special_revenue,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,40,ocr,6,59,1101,18,special_revenue,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,41,ocr,5,78,1410,23,special_revenue|enterprise,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,42,ocr,5,61,1243,22,special_revenue|enterprise,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,43,ocr,5,34,640,9,special_revenue,"GRAND TOTAL=8,663,349.91",0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,44,ocr,4,159,4085,58,capital_project|school_report,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,45,plain,0,0,3400,0,tax_rate,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,46,plain,0,0,929,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,47,ocr,0,0,2,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,48,ocr,3,40,1908,40,trust_funds|enterprise,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,49,ocr,1,32,959,6,trust_funds,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,50,ocr,2,622,5876,26,trust_funds,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,51,ocr,2,65,869,15,trust_funds|enterprise,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,52,ocr,6,9,1722,3,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,53,ocr,0,6,1282,2,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,54,ocr,1,133,1585,8,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,55,ocr,1,137,1676,8,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,56,ocr,3,37,866,8,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,57,ocr,0,0,2,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,58,,0,0,0,0,,,"no text layer -- scan, needs OCR"
2023,4131-fy-2023-annual-town-report.pdf,59,ocr,0,0,15,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,60,plain,0,0,2265,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,61,layout,0,0,2269,0,school_report,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,62,layout,0,0,5374,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,63,plain,0,0,4336,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,64,layout,0,0,3919,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,65,layout,0,0,3265,0,school_report,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,66,layout,0,1,4451,1,,,
2023,4131-fy-2023-annual-town-report.pdf,67,layout,0,0,4364,0,school_report,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,68,plain,0,0,2172,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,69,layout,0,2,4879,2,town_meeting|school_report,,
2023,4131-fy-2023-annual-town-report.pdf,70,layout,1,4,4386,3,debt|town_meeting|school_report,,
2023,4131-fy-2023-annual-town-report.pdf,71,layout,0,0,3432,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,72,layout,0,0,3433,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,73,layout,0,0,3022,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,74,layout,0,0,1532,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,75,layout,0,0,1525,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,76,layout,0,0,1505,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,77,layout,0,0,2163,0,school_report,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,78,plain,0,0,2204,0,town_meeting,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,79,layout,0,1,1861,1,enterprise,,
2023,4131-fy-2023-annual-town-report.pdf,80,ocr,3,24,570,12,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,81,layout,0,0,2840,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,82,layout,0,0,3903,0,enterprise|town_meeting,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,83,layout,0,7,1978,6,trust_funds|enterprise|debt|town_meeting,,
2023,4131-fy-2023-annual-town-report.pdf,84,layout,0,3,2351,2,,,
2023,4131-fy-2023-annual-town-report.pdf,85,layout,0,0,679,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,86,ocr,0,0,2,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,87,ocr,0,0,34,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,88,layout,0,0,4750,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,89,layout,0,0,3483,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,90,layout,0,0,4214,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,91,layout,0,0,2391,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,92,layout,0,0,4144,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,93,layout,0,0,3846,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,94,layout,0,0,2646,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,95,ocr,0,0,1809,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,96,ocr,0,0,766,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,97,ocr,0,0,579,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,98,ocr,0,0,1736,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,99,ocr,0,0,1932,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,100,ocr,0,0,1512,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,101,ocr,0,0,1214,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,102,ocr,0,0,3174,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,103,ocr,0,0,1613,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,104,ocr,0,0,1947,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,105,ocr,0,0,3,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,106,ocr,0,0,3,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,107,ocr,0,0,11,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,108,layout,0,3,2822,3,town_meeting|school_report,,
2023,4131-fy-2023-annual-town-report.pdf,109,layout,0,0,3820,0,town_meeting,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,110,layout,0,0,1482,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,111,plain,0,0,3165,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,112,layout,0,0,1082,0,town_meeting,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,113,ocr,0,0,2243,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,114,ocr,0,0,3,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,115,ocr,0,0,12,0,,,0 low-confidence money line(s)
2023,4131-fy-2023-annual-town-report.pdf,116,layout,0,0,2903,0,school_report,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,117,plain,0,0,3852,0,school_report,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,118,layout,0,0,3503,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,119,plain,0,0,3024,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,120,layout,0,4,3810,2,,,
2023,4131-fy-2023-annual-town-report.pdf,121,layout,0,0,4692,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,122,layout,0,1,4565,1,school_report,,
2023,4131-fy-2023-annual-town-report.pdf,123,layout,0,0,3141,0,,,"text, no figures"
2023,4131-fy-2023-annual-town-report.pdf,124,plain,0,0,1882,0,,,"text, no figures"
