fy,page,order,post,kind,section,stated_members,person,vacancies,term_expires,note,size_check
2023,11,89,CONSERVATION COMMISSION,board seat,appointed,7,Richard Bursch,0,2026,,check failed
2023,11,90,CONSERVATION COMMISSION,board seat,appointed,7,Chris St. Germain,0,2026,,check failed
2023,11,91,CONSERVATION COMMISSION,board seat,appointed,7,Mike Larouche,0,2024,,check failed
2023,11,92,CONSERVATION COMMISSION,board seat,appointed,7,Bob Pease,0,2025,,check failed
2023,11,93,CONSERVATION COMMISSION,board seat,appointed,7,Richard Tremblay,0,2024,,check failed
2023,11,94,CONSERVATION COMMISSION,board seat,appointed,7,Jeffrey Viviano,0,2025,,check failed
2023,11,95,CONSERVATION COMMISSION,board seat,appointed,7,Mary Wilson—2025,0,,,check failed
2023,11,96,COUNCIL ON AGING- - (11 members,board seat,appointed,,Helen Balcom,0,2024,,no check
2023,11,97,COUNCIL ON AGING- - (11 members,board seat,appointed,,Cathy Beale,0,2024,,no check
2023,11,98,COUNCIL ON AGING- - (11 members,board seat,appointed,,Barbara Brown,0,,resigned 11/2022,no check
2023,11,99,COUNCIL ON AGING- - (11 members,board seat,appointed,,Elizabeth (Betty) DiGiacomo,0,2024,,no check
2023,11,100,COUNCIL ON AGING- - (11 members,board seat,appointed,,Jacqueline Dwyer,0,,resigned 11/2022,no check
2023,11,101,COUNCIL ON AGING- - (11 members,board seat,appointed,,Deborah Lincoln,0,2024,,no check
2023,11,102,COUNCIL ON AGING- - (11 members,board seat,appointed,,Peter Lincoln,0,2025,,no check
2023,11,103,COUNCIL ON AGING- - (11 members,board seat,appointed,,George Martin,0,2026,,no check
2023,11,104,COUNCIL ON AGING- - (11 members,board seat,appointed,,James McGuigan,0,2025,,no check
2023,11,105,COUNCIL ON AGING- - (11 members,board seat,appointed,,Diane Nowd,0,2026,,no check
2023,11,106,COUNCIL ON AGING- - (11 members,board seat,appointed,,Jane Rabbitt,0,2025,,no check
2023,11,107,COUNCIL ON AGING- - (11 members,board seat,appointed,,Susan O'Sullivan,0,2025,,no check
2023,11,108,COUNCIL ON AGING- - (11 members,board seat,appointed,,Judith Tarbell,0,2025,,no check
2023,11,109,COUNCIL ON AGING DIRECTOR,officer,appointed,,Susan Doherty,0,,,no check
2023,11,110,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Diane Beaudoin,0,2025,,checked
2023,11,111,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Daniel Burns,0,2024,,checked
2023,11,112,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Dr. Robin Chandler,0,,resigned 2023,checked
2023,11,113,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Judit Ernst,0,2025,,checked
2023,11,114,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Nancy Heald,0,2025,,checked
2023,11,115,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Karen Kemp,0,2024,,checked
2023,11,116,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Joan Pease,0,2025,,checked
2023,11,117,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Donna Saiia,0,2024,,checked
2023,11,118,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Kirsten Snape,0,2025,,checked
2023,12,119,ASSISTANT DAM KEEPER,officer,appointed,,Ronald Wilson,0,,,no check
2023,12,120,ASSISTANT DAM KEEPER,officer,appointed,,Richard Patry,0,,,no check
2023,12,121,DPW DIRECTOR,officer,appointed,,William Bernard,0,,,no check
2023,12,122,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,Maryrae Holman-Agricultural Commission Cathy Clark-Member at Large,0,,,no check
2023,12,123,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,Jeanne Dupre-Member at Large,0,,,no check
2023,12,124,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,Joeci Gilchrest-Member at Large,0,,,no check
2023,12,125,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,Ana Lockwood-Open Space Committee,0,,,no check
2023,12,126,Ex Officio Members,officer,appointed,,Louis Franco-Select Board Adam Burney-Land Use Director Matthew Brenner-Planning Board,0,,,no check
2023,12,127,Ex Officio Members,officer,appointed,,Jaclynn Nicoll-Business Owner,0,,,no check
2023,12,128,FIRE CHIEF/ EMERGENCY MANAGEMENTDIRECTOR/ FOREST WARDEN,officer,appointed,,Patrick Sullivan,0,,,no check
2023,12,129,FIRE CHIEF/ EMERGENCY MANAGEMENTDIRECTOR/ FOREST WARDEN,officer,appointed,,Say 2o0 resigned 520232,0,,,no check
2023,12,130,GREEN COMMUNITIES COMMITTEE,officer,appointed,,Matt Snyder,0,,term expires 2025,no check
2023,12,131,GREEN COMMUNITIES COMMITTEE,officer,appointed,,Chris Holden,0,,term expires 2024 Dave Passios-term expires 2026,no check
2023,12,132,GREEN COMMUNITIES COMMITTEE,officer,appointed,,Kim Duffy- Associate Member,0,,term expires 2024,no check
2023,12,133,HAZARDOUS WASTE COORDINATOR,officer,appointed,,Heather Lemieux,0,,,no check
2023,12,134,HAZARDOUS WASTE COORDINATOR,officer,appointed,,HEARINGS OFFICER Heather Lemieux,0,,,no check
2023,12,135,HISTORICAL COMMISSION- (not less than 3 nor more than 7 members,board seat,appointed,"(3, 7)",Kevin Boussom-2026 C. William Lakso-2024 Megan Lordan,0,2024,,check failed
2023,12,136,HISTORICAL COMMISSION- (not less than 3 nor more than 7 members,board seat,appointed,"(3, 7)",Richard McGrath-2024 Jennifer Sanderson,0,2026,,check failed
2023,13,137,INSPECTOR OF PLUMBING/GAS,officer,appointed,,Gary Williams,0,,,no check
2023,13,138,ASST. INSPECTOR OF PLUMBING/GAS,officer,appointed,,Richard Kapenas,0,,,no check
2023,13,139,INSPECTOR OF WEIGHTS & MEASURES,officer,appointed,,Stephen E. Cullinane,0,,,no check
2023,13,140,INSPECTOR OF WIRING,officer,appointed,,Jack Biery,0,,,no check
2023,13,141,INSPECTOR OF WIRING,officer,appointed,,Baron Bowser,0,,appointed 9/2023,no check
2023,13,142,ASST. INSPECTOR OF WIRING,officer,appointed,,Baron Bowser,0,,,no check
2023,13,143,ASST. INSPECTOR OF WIRING,officer,appointed,,Jack Biery,0,,appointed 9/2023,no check
2023,13,144,LOCAL CENSUS LIAISON,officer,appointed,,"Kathyrn M. Herrick, Town Clerk",0,,,no check
2023,13,145,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE,officer,appointed,,Matthew Allison-Planning Board,0,,,no check
2023,13,146,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE,officer,appointed,,David Blatt-Citizen at Large,0,,,no check
2023,13,147,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE,officer,appointed,,Michael-Ray Jeffreys-Select Board,0,,,no check
2023,13,148,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE,officer,appointed,,Brian Lehtinen-School Committee,0,,,no check
2023,13,149,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE,officer,appointed,,Kristina Masaitis-Citizen at Large,0,,,no check
2023,13,150,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE,officer,appointed,,Tom Gray-Finance Committee,0,,,no check
2023,13,151,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE,officer,appointed,,Greg Roy-Citizen at Large,0,,,no check
2023,13,152,MART ADVISORY BOARD,officer,appointed,,Caesar Nuzzolo,0,,,no check
2023,13,153,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,,Amanda Reid-Planning Board Representative,0,,,no check
2023,13,154,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,,,1,,Vacant-Select Board Representative,no check
2023,13,155,MONTACHUSETT METROPOLITAN PLANNING ORGANIZATION,officer,appointed,,Caesar Nuzzolo-Select Board Representative,0,,,no check
2023,14,156,MONTACHUSETT REGIONAL PLANNING COMMISSION,officer,appointed,,Amanda Reid-Planning Board,0,,,no check
2023,14,157,MONTACHUSETT REGIONAL PLANNING COMMISSION,officer,appointed,,,1,,Vacant-Select Board,no check
2023,14,158,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Barbara Reynolds,0,2027,,no check
2023,14,159,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,OPEN SPACE COMMITTEE (ad hoe),0,,,no check
2023,14,160,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Matthew Allison-Planning Board,0,,,no check
2023,14,161,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,1,,Vacancy-Member at Large Ana Lockwood-Parks Commission,no check
2023,14,162,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Brandon Kibbe-Member at Large,0,,,no check
2023,14,163,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Eric Hinds-Member at Large,0,,,no check
2023,14,164,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Mary Wilson-Conservation Commission,0,,,no check
2023,14,165,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Michael Toohill-Member at Large,0,,,no check
2023,14,166,PERSONNEL COMMITTEE,board seat,appointed,5,Susan Andrews,0,2026,,check failed
2023,14,167,PERSONNEL COMMITTEE,board seat,appointed,5,Erik Arnold,0,,resigned 2/2023,check failed
2023,14,168,PERSONNEL COMMITTEE,board seat,appointed,5,Wendy Bertrand,0,2025,,check failed
2023,14,169,PERSONNEL COMMITTEE,board seat,appointed,5,Joanna Bilotta-Simeone,0,2025,,check failed
2023,14,170,PERSONNEL COMMITTEE,board seat,appointed,5,Donna Fortune,0,2023,,check failed
2023,14,171,PERSONNEL COMMITTEE,board seat,appointed,5,,1,,1 Vacancy- 2026,check failed
2023,14,172,PERSONNEL COMMITTEE,board seat,appointed,5,"Julie Belliveau-Town Employee, Non-voting Member",0,,,check failed
2023,14,173,POLICE CHIEF,officer,appointed,,Thomas Gammel,0,,,no check
2023,14,174,POUND KEEPER,officer,appointed,,,1,,Vacant,no check
2023,14,175,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,5,Steve Archambault,0,2024,,checked
2023,14,176,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,5,Faith Beall,0,2024,,checked
2023,14,177,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,5,Peter Lincoln,0,2024,,checked
2023,14,178,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,5,Paul Sarapsas,0,2026,,checked
2023,14,179,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,5,Steven Walker,0,2026,,checked
2023,14,180,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,General Requests-Heather Lemieux-Supervisor,0,,,no check
2023,14,181,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,Police Department-Lt. Jeffrey Thibodeau,0,,,no check
2023,14,182,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,"Fire Dept.-Karen Weller, Admin. Asst./EMS Coordinator",0,,,no check
2023,14,183,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,School Dept.-Liz Petersen,0,,,no check
2023,15,184,RECREATION DIRECTOR,officer,appointed,,Angela Clement,0,,,no check
2023,15,185,STORM WATER TASK FORCE,board seat,appointed,5,John Beale-Member at Large Renee Emkey-Select Board Representative,0,,,check failed
2023,15,186,STORM WATER TASK FORCE,board seat,appointed,5,Matt Proctor II-Member at Large Timothy Willsmer-Planning Board Representative,0,,,check failed
2023,15,187,STORM WATER TASK FORCE,board seat,appointed,5,,1,,Vacant-Conservation Commission,check failed
2023,15,188,TAX COLLECTOR/TREASURER/TAX CUSTODIAN,officer,appointed,,Myleen Mallari,0,,,no check
2023,15,189,ASSISTANT TOWN CLERK,officer,appointed,,Susan Murchie,0,,,no check
2023,15,190,ASSISTANT TOWN CLERK,officer,appointed,,Ellen Griffin,0,,,no check
2023,15,191,TOWN COUNSEL,officer,appointed,,"Mead, Talerman & Costa, LLC",0,,,no check
2023,15,192,TOWN COUNSEL,officer,appointed,,Mirick O'Connell,0,,,no check
2023,15,193,TOWN CLOCKWINDERS,officer,appointed,,Tom Alonzo,0,,,no check
2023,15,194,TOWN CLOCKWINDERS,officer,appointed,,Louis Franco,0,,,no check
2023,15,195,TOWN CLOCKWINDERS,officer,appointed,,Michael Kidney,0,,,no check
2023,15,196,TOWN CLOCKWINDERS,officer,appointed,,William Tyler,0,,,no check
2023,15,197,TOWN CLOCKWINDERS,officer,appointed,,Chuck Venezia,0,,,no check
2023,15,198,TREE WARDEN,officer,appointed,,William Bernard,0,,,no check
2023,15,199,INTERIM VETERANS SERVICES AGENT,officer,appointed,,Michelle Durkee.,0,,,no check
2023,15,200,ZONING BOARD OF APPEALS,board seat,appointed,5,James Besarkarski,0,2026,,checked
2023,15,201,ZONING BOARD OF APPEALS,board seat,appointed,5,Patrick Callahan,0,2027,,checked
2023,15,202,ZONING BOARD OF APPEALS,board seat,appointed,5,Alfred Gravelle,0,2025,,checked
2023,15,203,ZONING BOARD OF APPEALS,board seat,appointed,5,Hans Wentrup,0,2026,,checked
2023,15,204,ZONING BOARD OF APPEALS,board seat,appointed,5,David Blatt,0,2027,,checked
2023,15,205,ZBA ASSOCIATE MEMBER,board seat,appointed,,Anthony Nicastro,0,2025,,no check
2023,15,206,ZBA ASSOCIATE MEMBER,board seat,appointed,,Steve Dubois,0,2026,,no check
2023,15,207,ZBA ASSOCIATE MEMBER,board seat,appointed,,Donald Gurney,0,2025,,no check
2024,8,1,Board of Assessors,board seat,elected,3,Brian Laffond,0,2025,,checked
2024,8,2,Board of Assessors,board seat,elected,3,Sarah Cammer,0,2027,,checked
2024,8,3,Board of Assessors,board seat,elected,3,John T. Rabbitt,0,2026,,checked
2024,8,4,Board of Health,board seat,elected,5,George Emond Jr.,0,2025,,checked
2024,8,5,Board of Health,board seat,elected,5,Paul J. Fortin,0,2027,,checked
2024,8,6,Board of Health,board seat,elected,5,Perry R. Jewell,0,2026,,checked
2024,8,7,Board of Health,board seat,elected,5,Matthew Procter,0,2027,,checked
2024,8,8,Board of Health,board seat,elected,5,Evan Watters,0,2026,,checked
2024,8,9,Select Board - Thomas Alonzo-2025,board seat,elected,5,Amanda Moore,0,2027,,check failed
2024,8,10,Select Board - Thomas Alonzo-2025,board seat,elected,5,Michael-Ray Jeffreys,0,2025,,check failed
2024,8,11,Select Board - Thomas Alonzo-2025,board seat,elected,5,Renee Emkey,0,2026,,check failed
2024,8,12,Select Board - Thomas Alonzo-2025,board seat,elected,5,Caesar Nuzzolo,0,2026,,check failed
2024,8,13,Cemetery Commission,board seat,elected,3,David Dorren,0,2024,,checked
2024,8,14,Cemetery Commission,board seat,elected,3,Nancy Foss Yasko,0,2025,,checked
2024,8,15,Cemetery Commission,board seat,elected,3,,1,,Vacancy,checked
2024,8,16,Constable,board seat,elected,,John E. Baker,0,2025,,no check
2024,8,17,Housing Authority,board seat,elected,5,Deborah A.H. Christen- Governor's Appointee,0,2026,,checked
2024,8,18,Housing Authority,board seat,elected,5,Linda M. McDonald,0,2029,,checked
2024,8,19,Housing Authority,board seat,elected,5,Dale Proulx,0,2025,,checked
2024,8,20,Housing Authority,board seat,elected,5,Nicole Waters,0,2026,,checked
2024,8,21,Housing Authority,board seat,elected,5,Wayne Comeau- Tenant Member,0,2023,,checked
2024,8,22,Library Trustees,board seat,elected,7,Laura Boussom,0,2027,,checked
2024,8,23,Library Trustees,board seat,elected,7,Robert Conroy,0,2024,,checked
2024,8,24,Library Trustees,board seat,elected,7,Harry Kubetz,0,2026,,checked
2024,8,25,Library Trustees,board seat,elected,7,Richard N. Mailloux,0,2025,,checked
2024,8,26,Library Trustees,board seat,elected,7,Donna Saiia,0,2025,,checked
2024,8,27,Library Trustees,board seat,elected,7,Maia Wentrup,0,2027,,checked
2024,8,28,Library Trustees,board seat,elected,7,Janalee Germaine Balish,0,2026,,checked
2024,8,29,Moderator,board seat,elected,,Timothy W. Murphy,0,2027,,no check
2024,8,30,Parks Commission,board seat,elected,5,Tim Lawless,0,2025,,checked
2024,8,31,Parks Commission,board seat,elected,5,Karin Menard,0,2026,,checked
2024,8,32,Parks Commission,board seat,elected,5,Colleen Shapiro,0,2026,,checked
2024,8,33,Parks Commission,board seat,elected,5,Christopher Sullivan,0,2027,,checked
2024,8,34,Parks Commission,board seat,elected,5,Anita Scheipers,0,2025,,checked
2024,9,35,Planning Board - 2,board seat,elected,5,Matthew Brenner,0,2026,,checked
2024,9,36,Planning Board - 2,board seat,elected,5,Matt Allison,0,2025,,checked
2024,9,37,Planning Board - 2,board seat,elected,5,Glenn McLeod,0,2029,,checked
2024,9,38,Planning Board - 2,board seat,elected,5,Amanda Reid,0,2027,,checked
2024,9,39,Planning Board - 2,board seat,elected,5,Timothy Russell Willsmer,0,2028,,checked
2024,9,40,School Committee,board seat,elected,5,Carol Archambault,0,2025,,checked
2024,9,41,School Committee,board seat,elected,5,Laura Brzozski,0,2026,,checked
2024,9,42,School Committee,board seat,elected,5,Anthony Sculimbrene,0,2027,,checked
2024,9,43,School Committee,board seat,elected,5,Brian Lehtinen,0,2025,,checked
2024,9,44,School Committee,board seat,elected,5,Peter Beardmore,0,2026,,checked
2024,9,45,Sewer Commission - 1/2/,board seat,elected,5,Joseph Hurley,0,2024,,check failed
2024,9,46,Sewer Commission - 1/2/,board seat,elected,5,Scott Dall,0,2025,,check failed
2024,9,47,Sewer Commission - 1/2/,board seat,elected,5,Tont Reynolds,0,2025,,check failed
2024,9,48,Town Clerk,board seat,elected,,Kathryn M. Herrick,0,2025,,no check
2024,9,49,Trust Fund Commission,board seat,elected,3,Elaina Corcoran,0,2025,,check failed
2024,9,50,Trust Fund Commission,board seat,elected,3,Corrine C. Scouten,0,2026,,check failed
2024,10,51,AGRICULTURAL COMMISSION,board seat,appointed,5,Matthew Allison,0,,Resigned 6/3 2024,check failed
2024,10,52,AGRICULTURAL COMMISSION,board seat,appointed,5,Greg Burns,0,2025,,check failed
2024,10,53,AGRICULTURAL COMMISSION,board seat,appointed,5,Jennifer Duffy,0,2026,,check failed
2024,10,54,AGRICULTURAL COMMISSION,board seat,appointed,5,Maryrae Holman,0,2025,,check failed
2024,10,55,AGRICULTURAL COMMISSION,board seat,appointed,5,Jorge Marzuca-2024,0,,Resigned 6/3/2024,check failed
2024,10,56,AGRICULTURAL COMMISSION,board seat,appointed,5,Ashley York-Aronovich,0,,Resigned 6/3/2024,check failed
2024,10,57,AGRICULTURAL COMMISSION,board seat,appointed,5,Jacqueline Chabot,0,2025,,check failed
2024,10,58,Associate Members—(2,board seat,appointed,,Ashley York-Aronovich-2026,0,,Resigned 6/3/2024,no check
2024,10,59,Associate Members—(2,board seat,appointed,,Kira McClellan-Associate,0,2025,,no check
2024,10,60,AMERICANS WITH DISABILITIES COMMITTEE,board seat,appointed,5,Select Board Representative-Renee Emkey,0,,,check failed
2024,10,61,AMERICANS WITH DISABILITIES COMMITTEE,board seat,appointed,5,Barbar ingras Miner at aise,0,2024,,check failed
2024,10,62,AMERICANS WITH DISABILITIES COMMITTEE,board seat,appointed,5,LoriAnn Tessier-Member at Large,0,2026,,check failed
2024,10,63,AMERICANS WITH DISABILITIES COMMITTEE,board seat,appointed,5,Carolyn Rossi-Member at Large,0,2025,,check failed
2024,10,64,ANIMAL CONTROL OFFICER,officer,appointed,,Kathleen M. Comeau,0,,,no check
2024,10,65,ANIMAL CONTROL OFFICER,officer,appointed,,ANIMAL INSPECTOR (Term runs May 1 to April 30),0,,,no check
2024,10,66,ANIMAL CONTROL OFFICER,officer,appointed,,Kathleen M. Comeau,0,,,no check
2024,10,67,BUILDING COMMISSIONER/ZONING ENFORCEMENT OFFICER,officer,appointed,,Brian Gingras,0,,,no check
2024,10,68,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,Tom Alonzo-Select Board,0,,,checked
2024,10,69,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,Matthew Brenner-Planning Board,0,,,checked
2024,10,70,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,Peter Beardmore-School Committee,0,,,checked
2024,10,71,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,Robert Bowen-Member at Large,0,,,checked
2024,10,72,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,David Passios- Finance Committee,0,,,checked
2024,11,73,CONSERVATION COMMISSION,board seat,appointed,7,Richard Bursch,0,2026,,checked
2024,11,74,CONSERVATION COMMISSION,board seat,appointed,7,Chris St. Germain,0,2026,,checked
2024,11,75,CONSERVATION COMMISSION,board seat,appointed,7,Mike Larouche,0,2027,,checked
2024,11,76,CONSERVATION COMMISSION,board seat,appointed,7,Peter Stella,0,2025,,checked
2024,11,77,CONSERVATION COMMISSION,board seat,appointed,7,Jenny Pewtherer,0,2027,,checked
2024,11,78,CONSERVATION COMMISSION,board seat,appointed,7,Jeffrey Viviano,0,2025,,checked
2024,11,79,CONSERVATION COMMISSION,board seat,appointed,7,Mary Wilson,0,2025,,checked
2024,11,80,COUNCIL ON AGING,board seat,appointed,11,Helen Balcom,0,2027,,checked
2024,11,81,COUNCIL ON AGING,board seat,appointed,11,Cathy Beale,0,2027,,checked
2024,11,82,COUNCIL ON AGING,board seat,appointed,11,Elena Christopher,0,2026,,checked
2024,11,83,COUNCIL ON AGING,board seat,appointed,11,Ana Lockwood,0,2027,,checked
2024,11,84,COUNCIL ON AGING,board seat,appointed,11,Deborah Lincoln,0,2027,,checked
2024,11,85,COUNCIL ON AGING,board seat,appointed,11,Peter Lincoln,0,2025,,checked
2024,11,86,COUNCIL ON AGING,board seat,appointed,11,James McGuigan,0,2025,,checked
2024,11,87,COUNCIL ON AGING,board seat,appointed,11,Diane Nowd,0,2026,,checked
2024,11,88,COUNCIL ON AGING,board seat,appointed,11,Jane Rabbitt,0,2025,,checked
2024,11,89,COUNCIL ON AGING,board seat,appointed,11,Susan O'Sullivan,0,2025,,checked
2024,11,90,COUNCIL ON AGING,board seat,appointed,11,Judith Tarbell,0,2025,,checked
2024,11,91,COUNCIL ON AGING DIRECTOR,officer,appointed,,Susan Doherty,0,,,no check
2024,11,92,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Diane Beaudoin,0,2025,,checked
2024,11,93,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Daniel Burns,0,2027,,checked
2024,11,94,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Elise Wiley,0,2027,,checked
2024,11,95,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Karen Kemp,0,2027,,checked
2024,11,96,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Donna Saiia,0,2027,,checked
2024,11,97,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Kirsten Snape,0,2025,,checked
2024,11,98,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Elise Wiley,0,2024,,checked
2024,11,99,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Chriztine Foltz,0,2027,,checked
2024,11,100,DAM KEEPER,officer,appointed,,Ronald Wilson,0,,,no check
2024,11,101,ASSISTANT DAM KEEPER,officer,appointed,,Richard Patry,0,,,no check
2024,11,102,DPW DIRECTOR,officer,appointed,,William Bernard,0,,,no check
2024,11,103,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,Maryrae Holman-Agricultural Commission,0,,,no check
2024,11,104,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,Cathy Clark-Member at Large,0,,,no check
2024,11,105,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,Jeanne Dupre-Member at Large,0,,,no check
2024,11,106,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,Joeci Gilchrest-Member at Large,0,,,no check
2024,11,107,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,Ana Lockwood- Open Space Committee,0,,,no check
2024,12,108,Ex Officio Members,officer,appointed,,Louis Franco-Select Board,0,,,no check
2024,12,109,ELECTION WORKERS,officer,appointed,,Warden: Glen Reinhardt,0,,,no check
2024,12,110,ELECTION WORKERS,officer,appointed,,Deputy Warden: Judy Halligan (R),0,,,no check
2024,12,111,ELECTION WORKERS,officer,appointed,,"Clerks: Kathleen Pliska (D) and Judy Haley (D),",0,,,no check
2024,12,112,ELECTION WORKERS,officer,appointed,,Inspectors: Sue Andrews (D) and Kathy Reinhardt (R);,0,,,no check
2024,12,113,ELECTION WORKERS,officer,appointed,,Deputy Inspectors: Joanne Bergeron (D) and Jane Ranley (R),0,,,no check
2024,12,114,FIRE CHIEF/ EMERGENCY MANAGEMENTDIRECTOR/ FOREST WARDEN,officer,appointed,,Patrick Sullivan,0,,,no check
2024,12,115,FIELD DRIVER,officer,appointed,,Kathleen M. Comeau,0,,,no check
2024,12,116,FINANCE COMMITTEE,board seat,appointed,7,Thomas Balish,0,,resigned 6/2023,check failed
2024,12,117,FINANCE COMMITTEE,board seat,appointed,7,Peter Beardmore,0,2025,,check failed
2024,12,118,FINANCE COMMITTEE,board seat,appointed,7,Thomas Gray,0,2024,,check failed
2024,12,119,FINANCE COMMITTEE,board seat,appointed,7,Chris Menard,0,2026,,check failed
2024,12,120,FINANCE COMMITTEE,board seat,appointed,7,Jeanne Russell,0,2025,,check failed
2024,12,121,FINANCE COMMITTEE,board seat,appointed,7,Jay Simeone,0,2026,,check failed
2024,12,122,FINANCE COMMITTEE,board seat,appointed,7,Evan Watters,0,2025,,check failed
2024,12,123,FINANCE COMMITTEE,board seat,appointed,7,Caesar Nuzzolo,0,,resigned 5/2023,check failed
2024,12,124,GREEN COMMUNITIES COMMITTEE,officer,appointed,,David Blatt,0,,term expires 2024,no check
2024,12,125,GREEN COMMUNITIES COMMITTEE,officer,appointed,,Matt Snyder,0,,term expires 2025,no check
2024,12,126,GREEN COMMUNITIES COMMITTEE,officer,appointed,,Dave Passes,0,,term expires 2024,no check
2024,12,127,GREEN COMMUNITIES COMMITTEE,officer,appointed,,Kim Duffy- Associate Member,0,,term expires 2024,no check
2024,12,128,GREEN COMMUNITIES COMMITTEE,officer,appointed,,,1,,Vacancies-terms expire 2024,no check
2024,12,129,HAZARDOUS WASTE COORDINATOR,officer,appointed,,Heather Lemieux,0,,,no check
2024,12,130,HEARINGS OFFICER,officer,appointed,,Heather Lemieux,0,,,no check
2024,12,131,HISTORICAL COMMISSION (not less than 3 nor more than 7 members,board seat,appointed,"(3, 7)",Kevin Boussom,0,2026,,checked
2024,12,132,HISTORICAL COMMISSION (not less than 3 nor more than 7 members,board seat,appointed,"(3, 7)",C. William Lakso,0,2024,,checked
2024,12,133,HISTORICAL COMMISSION (not less than 3 nor more than 7 members,board seat,appointed,"(3, 7)",Richard McGrath,0,2027,,checked
2024,12,134,HISTORICAL COMMISSION (not less than 3 nor more than 7 members,board seat,appointed,"(3, 7)",Jennifer Sanderson,0,2026,,checked
2024,13,135,INSPECTOR OF PLUMBING/GAS,officer,appointed,,Gary Williams,0,,,no check
2024,13,136,ASST. INSPECTOR OF PLUMBING/GAS,officer,appointed,,Richard Kapenas,0,,,no check
2024,13,137,INSPECTOR OF WEIGHTS & MEASURES,officer,appointed,,Stephen E. Cullinane,0,,,no check
2024,13,138,INSPECTOR OF WIRING,officer,appointed,,Jack Biery,0,,,no check
2024,13,139,INSPECTOR OF WIRING,officer,appointed,,Baron Bowser,0,,appointed 9/2023,no check
2024,13,140,ASST. INSPECTOR OF WIRING,officer,appointed,,Baron Bowser,0,,,no check
