fy,lea,district,geo_level,indicator_category,indicator,indicator_level,printing,denominator_cnt,measure_cnt,measure_pct,value_type,reconciles,doc_id
2023,06730000,Groton-Dunstable,district,Race/Ethnicity,Black or African American,member,1,393,6,0.015,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,06730000,Groton-Dunstable,district,Race/Ethnicity,Hispanic or Latino,member,1,393,28,0.071,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,06730000,Groton-Dunstable,district,Race/Ethnicity,Other,member,1,393,8,0.02,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,06730000,Groton-Dunstable,district,Race/Ethnicity,Total Students with Disabilities,total,1,393,393,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,06730000,Groton-Dunstable,district,Race/Ethnicity,White,member,1,393,339,0.863,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,06730000,Groton-Dunstable,district,Special Education FTEs per 100 SWDs,Paraprofessionals,member,1,61.8,373,0.166,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,06730000,Groton-Dunstable,district,Special Education FTEs per 100 SWDs,Services,member,1,11,373,0.029,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,06730000,Groton-Dunstable,district,Special Education FTEs per 100 SWDs,Support,member,1,,,,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,06730000,Groton-Dunstable,district,Special Education FTEs per 100 SWDs,Teachers,member,1,25.8,373,0.069,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,06730000,Groton-Dunstable,district,Special Education FTEs per 100 SWDs,Total Special Education FTEs,total,1,101.6,373,0.272,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,06730000,Groton-Dunstable,district,Special Education FTEs per 100 SWDs,Total Students with Disabilities,member,1,373,373,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type,Autism,member,1,740,131,0.177,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type,Developmental Delay,member,1,740,96,0.13,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type,Health Impairment,member,1,740,90,0.122,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type,Other Disability,member,1,740,202,0.273,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type,Specific Learning Disabilities,member,1,740,221,0.299,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type,Total Students with Disabilities,total,1,740,740,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type All,Autism,member,1,740,131,0.177,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type All,Communication Disability,member,1,740,45,0.061,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type All,Developmental Delay,member,1,740,96,0.13,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type All,Emotional Disability,member,1,740,78,0.105,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type All,Health Impairment,member,1,740,90,0.122,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type All,Intellectual Disability,member,1,740,23,0.031,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type All,Multiple Disabilities,member,1,740,3,0.004,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type All,Neurological Disability,member,1,740,50,0.068,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type All,Sensory Impairment,member,1,740,3,0.004,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type All,Specific Learning Disabilities,member,1,740,221,0.299,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Disability Type All,Total Students with Disabilities,total,1,740,740,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities Only,member,1,685,408,0.596,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and Economically Disadvantaged or Low Income,member,1,685,260,0.38,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and English Learners,member,1,685,8,0.012,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,EL and Low Income/Economically Disadvantaged,"Students with Disabilities, English Learners, and Economically Disadvantaged or Low Income",member,1,685,9,0.013,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,EL and Low Income/Economically Disadvantaged,Total Students with Disabilities,total,1,685,685,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Enrollment,Students with Disabilities,member,1,3074,740,0.241,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Enrollment,Students without Disabilities,member,1,3074,2334,0.759,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Enrollment,Total In- and Out-of-District Students,total,1,3074,3074,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Gender,Female,member,1,740,269,0.364,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Gender,Male,member,1,740,470,0.635,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Gender,Nonbinary,member,1,740,1,0.001,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Gender,Total Students with Disabilities,total,1,740,740,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Grade Span,Grades 3 to 5,member,1,740,185,0.25,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Grade Span,Grades 6 to 8,member,1,740,192,0.259,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Grade Span,Grades 9 to 12,member,1,740,210,0.284,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Grade Span,PK to 2,member,1,740,140,0.189,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Grade Span,Special Education Beyond Grade 12,member,1,740,13,0.018,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Grade Span,Total Students with Disabilities,total,1,740,740,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,In District/Out of District,In-District,member,1,740,685,0.926,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,In District/Out of District,Out-of-District,member,1,740,55,0.074,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,In District/Out of District,Total Students with Disabilities,total,1,740,740,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Placement,Full Inclusion,member,1,740,473,0.639,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Placement,Partial Inclusion,member,1,740,131,0.177,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Placement,Separate School in District,member,1,740,1,0.001,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Placement,Substantially Separate,member,1,740,67,0.091,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Placement,Total Students with Disabilities,total,1,740,740,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Race/Ethnicity,Asian,member,1,740,6,0.008,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Race/Ethnicity,Black or African American,member,1,740,19,0.026,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Race/Ethnicity,Hispanic or Latino,member,1,740,53,0.072,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Race/Ethnicity,Other,member,1,740,19,0.026,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Race/Ethnicity,Total Students with Disabilities,total,1,740,740,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Race/Ethnicity,White,member,1,740,643,0.869,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Special Education FTEs per 100 SWDs,Paraprofessionals,member,1,76.6,685,0.112,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Special Education FTEs per 100 SWDs,Services,member,1,18.5,685,0.027,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Special Education FTEs per 100 SWDs,Support,member,1,,,,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Special Education FTEs per 100 SWDs,Teachers,member,1,50.3,685,0.073,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Special Education FTEs per 100 SWDs,Total Special Education FTEs,total,1,150.39999999999998,685,0.22,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2023,07350000,North Middlesex,district,Special Education FTEs per 100 SWDs,Total Students with Disabilities,member,1,685,685,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type,Autism,member,1,187160,30862,0.165,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type,Communication Disability,member,1,187160,24003,0.128,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type,Health Impairment,member,1,187160,28281,0.151,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type,Other Disability,member,1,187160,59756,0.319,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type,Specific Learning Disabilities,member,1,187160,44258,0.236,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type,Total Students with Disabilities,total,1,187160,187160,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type All,Autism,member,1,187160,30862,0.165,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type All,Communication Disability,member,1,187160,24003,0.128,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type All,Developmental Delay,member,1,187160,22101,0.118,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type All,Emotional Disability,member,1,187160,17038,0.091,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type All,Health Impairment,member,1,187160,28281,0.151,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type All,Intellectual Disability,member,1,187160,6768,0.036,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type All,Multiple Disabilities,member,1,187160,1617,0.009,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type All,Neurological Disability,member,1,187160,9672,0.052,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type All,Physical Impairment,member,1,187160,680,0.004,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type All,Sensory Impairment,member,1,187160,1880,0.01,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type All,Specific Learning Disabilities,member,1,187160,44258,0.236,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Disability Type All,Total Students with Disabilities,total,1,187160,187160,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,EL and Low Income/Economically Disadvantaged,Students with Disabilities Only,member,1,177376,77638,0.438,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,EL and Low Income/Economically Disadvantaged,Students with Disabilities and Economically Disadvantaged or Low Income,member,1,177376,75001,0.423,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,EL and Low Income/Economically Disadvantaged,Students with Disabilities and English Learners,member,1,177376,5197,0.029,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,EL and Low Income/Economically Disadvantaged,"Students with Disabilities, English Learners, and Economically Disadvantaged or Low Income",member,1,177376,19540,0.11,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,EL and Low Income/Economically Disadvantaged,Total Students with Disabilities,total,1,177376,177376,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Enrollment,Students with Disabilities,member,1,924947,187160,0.202,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Enrollment,Students without Disabilities,member,1,924947,737787,0.798,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Enrollment,Total In- and Out-of-District Students,total,1,924947,924947,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Gender,Female,member,1,187160,67402,0.36,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Gender,Male,member,1,187160,119238,0.637,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Gender,Nonbinary,member,1,187160,520,0.003,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Gender,Total Students with Disabilities,total,1,187160,187160,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Grade Span,Grades 3 to 5,member,1,187160,42086,0.225,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Grade Span,Grades 6 to 8,member,1,187160,43371,0.232,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Grade Span,Grades 9 to 12,member,1,187160,55385,0.296,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Grade Span,PK to 2,member,1,187160,43139,0.23,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Grade Span,Special Education Beyond Grade 12,member,1,187160,3179,0.017,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Grade Span,Total Students with Disabilities,total,1,187160,187160,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,In District/Out of District,In-District,member,1,187160,177376,0.948,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,In District/Out of District,Out-of-District,member,1,187160,9784,0.052,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,In District/Out of District,Total Students with Disabilities,total,1,187160,187160,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Placement,Full Inclusion,member,1,187160,125491,0.671,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Placement,Partial Inclusion,member,1,187160,24045,0.128,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Placement,Separate School in District,member,1,187160,1258,0.007,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Placement,Substantially Separate,member,1,187160,25290,0.135,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Placement,Total Students with Disabilities,total,1,187160,187160,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Race/Ethnicity,Asian,member,1,187160,7212,0.039,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Race/Ethnicity,Black or African American,member,1,187160,20537,0.11,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Race/Ethnicity,Hispanic or Latino,member,1,187160,50975,0.272,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Race/Ethnicity,Other,member,1,187160,9197,0.049,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Race/Ethnicity,Total Students with Disabilities,total,1,187160,187160,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Race/Ethnicity,White,member,1,187160,99239,0.53,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Special Education FTEs per 100 SWDs,Paraprofessionals,member,1,17983.8,177376,0.101,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Special Education FTEs per 100 SWDs,Services,member,1,6572.3,177376,0.037,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Special Education FTEs per 100 SWDs,Support,member,1,1896.4,177376,0.011,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Special Education FTEs per 100 SWDs,Teachers,member,1,9471.6,177376,0.053,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Special Education FTEs per 100 SWDs,Total Special Education FTEs,total,1,35924.1,177376,0.203,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,00000000,State,state,Special Education FTEs per 100 SWDs,Total Students with Disabilities,member,1,177376,177376,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type,Autism,member,1,151,35,0.232,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type,Communication Disability,member,1,151,20,0.132,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type,Emotional Disability,member,1,151,19,0.126,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type,Health Impairment,member,1,151,30,0.199,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type,Other Disability,member,1,151,47,0.311,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type,Total Students with Disabilities,total,1,151,151,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type All,Autism,member,1,151,35,0.232,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type All,Communication Disability,member,1,151,20,0.132,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type All,Developmental Delay,member,1,151,16,0.106,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type All,Emotional Disability,member,1,151,19,0.126,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type All,Health Impairment,member,1,151,30,0.199,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type All,Multiple Disabilities,member,1,151,1,0.007,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type All,Neurological Disability,member,1,151,6,0.04,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type All,Physical Impairment,member,1,151,2,0.013,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type All,Sensory Impairment,member,1,151,5,0.033,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type All,Specific Learning Disabilities,member,1,151,17,0.113,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Disability Type All,Total Students with Disabilities,total,1,151,151,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities Only,member,1,129,103,0.798,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and Economically Disadvantaged or Low Income,member,1,129,23,0.178,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and English Learners,member,1,129,2,0.016,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,EL and Low Income/Economically Disadvantaged,"Students with Disabilities, English Learners, and Economically Disadvantaged or Low Income",member,1,129,1,0.008,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,EL and Low Income/Economically Disadvantaged,Total Students with Disabilities,total,1,129,129,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Enrollment,Students with Disabilities,member,1,1042,151,0.145,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Enrollment,Students without Disabilities,member,1,1042,891,0.855,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Enrollment,Total In- and Out-of-District Students,total,1,1042,1042,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Gender,Female,member,1,151,50,0.331,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Gender,Male,member,1,151,100,0.662,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Gender,Nonbinary,member,1,151,1,0.007,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Gender,Total Students with Disabilities,total,1,151,151,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Grade Span,Grades 3 to 5,member,1,151,33,0.219,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Grade Span,Grades 6 to 8,member,1,151,31,0.205,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Grade Span,Grades 9 to 12,member,1,151,46,0.305,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Grade Span,PK to 2,member,1,151,36,0.238,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Grade Span,Special Education Beyond Grade 12,member,1,151,5,0.033,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Grade Span,Total Students with Disabilities,total,1,151,151,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,In District/Out of District,In-District,member,1,151,129,0.854,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,In District/Out of District,Out-of-District,member,1,151,22,0.146,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,In District/Out of District,Total Students with Disabilities,total,1,151,151,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Placement,Full Inclusion,member,1,151,110,0.728,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Placement,Partial Inclusion,member,1,151,10,0.066,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Placement,Separate School in District,member,1,151,2,0.013,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Placement,Substantially Separate,member,1,151,6,0.04,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Placement,Total Students with Disabilities,total,1,151,151,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Race/Ethnicity,Asian,member,1,151,11,0.073,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Race/Ethnicity,Black or African American,member,1,151,9,0.06,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Race/Ethnicity,Hispanic or Latino,member,1,151,12,0.079,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Race/Ethnicity,Other,member,1,151,11,0.073,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Race/Ethnicity,Total Students with Disabilities,total,1,151,151,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Race/Ethnicity,White,member,1,151,108,0.715,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Special Education FTEs per 100 SWDs,Paraprofessionals,member,1,14,129,0.109,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Special Education FTEs per 100 SWDs,Services,member,1,,,,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Special Education FTEs per 100 SWDs,Support,member,1,,,,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Special Education FTEs per 100 SWDs,Teachers,member,1,,,,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Special Education FTEs per 100 SWDs,Total Special Education FTEs,total,1,23.8,129,0.184,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01250000,Harvard,district,Special Education FTEs per 100 SWDs,Total Students with Disabilities,member,1,129,129,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type,Autism,member,1,233,56,0.24,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type,Developmental Delay,member,1,233,24,0.103,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type,Health Impairment,member,1,233,37,0.159,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
