fy,lea,district,geo_level,indicator_category,indicator,indicator_level,printing,denominator_cnt,measure_cnt,measure_pct,value_type,reconciles,doc_id
2025,06160000,Ayer Shirley School District,district,Disability Type,Autism,member,2,357,71,0.199,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type,Developmental Delay,member,2,357,51,0.143,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type,Health Impairment,member,2,357,44,0.123,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type,Other Disability,member,2,357,86,0.241,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type,Specific Learning Disabilities,member,2,357,105,0.294,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type,Total Students with Disabilities,total,2,357,357,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type All,Autism,member,2,357,71,0.199,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type All,Communication Disability,member,2,357,30,0.084,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type All,Developmental Delay,member,2,357,51,0.143,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type All,Emotional Disability,member,2,357,21,0.059,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type All,Health Impairment,member,2,357,44,0.123,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type All,Intellectual Disability,member,2,357,9,0.025,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type All,Neurological Disability,member,2,357,19,0.053,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type All,Physical Impairment,member,2,357,1,0.003,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type All,Sensory Impairment,member,2,357,6,0.017,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type All,Specific Learning Disabilities,member,2,357,105,0.294,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Disability Type All,Total Students with Disabilities,total,2,357,357,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Special Education FTEs per 100 SWDs,Paraprofessionals,member,1,58.3,332,0.176,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Special Education FTEs per 100 SWDs,Services,member,1,8.6,332,0.026,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Special Education FTEs per 100 SWDs,Teachers,member,1,29.1,332,0.088,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Special Education FTEs per 100 SWDs,Total Special Education FTEs,total,1,96,332,0.289,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley School District,district,Special Education FTEs per 100 SWDs,Total Students with Disabilities,member,1,332,332,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type,Autism,member,1,424,81,0.191,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type,Communication Disability,member,1,424,58,0.137,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type,Health Impairment,member,1,424,96,0.226,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type,Other Disability,member,1,424,100,0.236,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type,Specific Learning Disabilities,member,1,424,89,0.21,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type,Total Students with Disabilities,total,1,424,424,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type All,Autism,member,1,424,81,0.191,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type All,Communication Disability,member,1,424,58,0.137,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type All,Developmental Delay,member,1,424,48,0.113,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type All,Emotional Disability,member,1,424,22,0.052,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type All,Health Impairment,member,1,424,96,0.226,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type All,Intellectual Disability,member,1,424,6,0.014,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type All,Multiple Disabilities,member,1,424,5,0.012,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type All,Neurological Disability,member,1,424,13,0.031,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type All,Sensory Impairment,member,1,424,6,0.014,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type All,Specific Learning Disabilities,member,1,424,89,0.21,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Disability Type All,Total Students with Disabilities,total,1,424,424,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities Only,member,1,401,319,0.796,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and Economically Disadvantaged or Low Income,member,1,401,70,0.175,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and English Learners,member,1,401,4,0.01,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,EL and Low Income/Economically Disadvantaged,"Students with Disabilities, English Learners, and Economically Disadvantaged or Low Income",member,1,401,8,0.02,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,EL and Low Income/Economically Disadvantaged,Total Students with Disabilities,total,1,401,401,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Enrollment,Students with Disabilities,member,1,2323,424,0.183,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Enrollment,Students without Disabilities,member,1,2323,1899,0.817,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Enrollment,Total In- and Out-of-District Students,total,1,2323,2323,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Gender,Female,member,1,424,154,0.363,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Gender,Male,member,1,424,270,0.637,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Gender,Nonbinary,member,1,424,0,0.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Gender,Total Students with Disabilities,total,1,424,424,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Grade Span,Grades 3 to 5,member,1,424,96,0.226,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Grade Span,Grades 6 to 8,member,1,424,106,0.25,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Grade Span,Grades 9 to 12,member,1,424,108,0.255,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Grade Span,PK to 2,member,1,424,101,0.238,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Grade Span,Special Education Beyond Grade 12,member,1,424,13,0.031,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Grade Span,Total Students with Disabilities,total,1,424,424,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,In District/Out of District,In-District,member,1,424,401,0.946,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,In District/Out of District,Out-of-District,member,1,424,23,0.054,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,In District/Out of District,Total Students with Disabilities,total,1,424,424,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Placement,Full Inclusion,member,1,424,281,0.663,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Placement,Partial Inclusion,member,1,424,81,0.191,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Placement,Separate School in District,member,1,424,16,0.038,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Placement,Substantially Separate,member,1,424,26,0.061,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Placement,Total Students with Disabilities,total,1,424,424,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Race/Ethnicity,Asian,member,1,424,16,0.038,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Race/Ethnicity,Black or African American,member,1,424,9,0.021,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Race/Ethnicity,Hispanic or Latino,member,1,424,33,0.078,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Race/Ethnicity,Other,member,1,424,10,0.024,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Race/Ethnicity,Total Students with Disabilities,total,1,424,424,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Race/Ethnicity,White,member,1,424,356,0.84,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Special Education FTEs per 100 SWDs,Paraprofessionals,member,1,66,401,0.165,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Special Education FTEs per 100 SWDs,Services,member,1,16.8,401,0.042,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Special Education FTEs per 100 SWDs,Support,member,1,,,,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Special Education FTEs per 100 SWDs,Teachers,member,1,26,401,0.065,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Special Education FTEs per 100 SWDs,Total Special Education FTEs,total,1,111.7,401,0.279,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06730000,Groton-Dunstable,district,Special Education FTEs per 100 SWDs,Total Students with Disabilities,member,1,401,401,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,07350000,North Middlesex,district,Disability Type,Autism,member,1,775,135,0.174,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,07350000,North Middlesex,district,Disability Type,Developmental Delay,member,1,775,114,0.147,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,07350000,North Middlesex,district,Disability Type,Health Impairment,member,1,775,115,0.148,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,07350000,North Middlesex,district,Disability Type,Other Disability,member,1,775,215,0.277,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,07350000,North Middlesex,district,Disability Type,Specific Learning Disabilities,member,1,775,196,0.253,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,07350000,North Middlesex,district,Disability Type,Total Students with Disabilities,total,1,775,775,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,07350000,North Middlesex,district,Disability Type All,Autism,member,1,775,135,0.174,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,07350000,North Middlesex,district,Disability Type All,Communication Disability,member,1,775,49,0.063,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,07350000,North Middlesex,district,Disability Type All,Developmental Delay,member,1,775,114,0.147,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
