fy,lea,district,geo_level,grades,grades_level,enrolled_cnt,on_iep_cnt,moved_in_cnt,moved_out_cnt,grade_rows_sum,repeats_prior_year,doc_id
2025,00000000,State,state,Grade 6,grade,65108,14186,1140,958,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,00000000,State,state,Grade 7,grade,66344,14075,1123,999,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,00000000,State,state,Grade 8,grade,65118,13819,1013,1167,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,00000000,State,state,Grade 9,grade,71477,14494,1204,1007,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,00000000,State,state,K-12,all,823078,169858,21889,11998,789946,yes,sources/state-dese/dese-sped-movement.xlsx
2025,00000000,State,state,Kindergarten,grade,59867,8611,2871,903,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01250000,Harvard,district,Grade 1,grade,71,12,3,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01250000,Harvard,district,Grade 10,grade,88,8,2,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01250000,Harvard,district,Grade 11,grade,85,15,0,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01250000,Harvard,district,Grade 12,grade,1,1,0,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01250000,Harvard,district,Grade 2,grade,75,11,4,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01250000,Harvard,district,Grade 3,grade,58,17,0,4,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01250000,Harvard,district,Grade 4,grade,71,9,1,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01250000,Harvard,district,Grade 5,grade,75,7,2,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01250000,Harvard,district,Grade 6,grade,86,10,3,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01250000,Harvard,district,Grade 7,grade,79,12,4,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01250000,Harvard,district,Grade 8,grade,86,8,1,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01250000,Harvard,district,Grade 9,grade,75,11,3,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01250000,Harvard,district,K-12,all,937,135,32,10,914,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01250000,Harvard,district,Kindergarten,grade,64,7,8,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01620000,Lunenburg,district,Grade 1,grade,113,11,7,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01620000,Lunenburg,district,Grade 10,grade,120,7,0,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01620000,Lunenburg,district,Grade 11,grade,101,12,0,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01620000,Lunenburg,district,Grade 12,grade,4,4,0,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01620000,Lunenburg,district,Grade 2,grade,120,14,4,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01620000,Lunenburg,district,Grade 3,grade,111,16,3,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01620000,Lunenburg,district,Grade 4,grade,106,13,1,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01620000,Lunenburg,district,Grade 5,grade,147,29,4,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01620000,Lunenburg,district,Grade 6,grade,111,14,6,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01620000,Lunenburg,district,Grade 7,grade,119,19,3,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01620000,Lunenburg,district,Grade 8,grade,128,25,0,4,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01620000,Lunenburg,district,Grade 9,grade,110,15,0,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01620000,Lunenburg,district,K-12,all,1448,222,38,17,1393,yes,sources/state-dese/dese-sped-movement.xlsx
2025,01620000,Lunenburg,district,Kindergarten,grade,103,17,4,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade 1,grade,159,14,4,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade 10,grade,165,30,1,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade 11,grade,150,24,1,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade 12,grade,3,3,0,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade 2,grade,165,31,5,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade 3,grade,164,40,5,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade 4,grade,160,29,1,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade 5,grade,208,45,2,9,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade 6,grade,175,34,0,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade 7,grade,174,35,3,5,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade 8,grade,173,24,1,3,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade 9,grade,156,27,3,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06100000,Ashburnham-Westminster,district,K-12,all,2076,392,32,35,1997,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06100000,Ashburnham-Westminster,district,Kindergarten,grade,145,31,2,7,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06160000,Ayer Shirley School District,district,Grade 1,grade,139,18,8,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06160000,Ayer Shirley School District,district,Grade 10,grade,100,12,4,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06160000,Ayer Shirley School District,district,Grade 11,grade,118,24,1,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06160000,Ayer Shirley School District,district,Grade 12,grade,2,2,0,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06160000,Ayer Shirley School District,district,Grade 2,grade,152,37,7,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06160000,Ayer Shirley School District,district,Grade 3,grade,115,28,4,6,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06160000,Ayer Shirley School District,district,Grade 4,grade,137,36,2,8,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06160000,Ayer Shirley School District,district,Grade 5,grade,127,29,8,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06160000,Ayer Shirley School District,district,Grade 6,grade,131,28,6,4,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06160000,Ayer Shirley School District,district,Grade 7,grade,128,20,1,4,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06160000,Ayer Shirley School District,district,Grade 8,grade,112,25,3,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06160000,Ayer Shirley School District,district,Grade 9,grade,95,16,1,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06160000,Ayer Shirley School District,district,K-12,all,1563,322,50,35,1474,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06160000,Ayer Shirley School District,district,Kindergarten,grade,118,19,4,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06730000,Groton-Dunstable,district,Grade 1,grade,150,26,6,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06730000,Groton-Dunstable,district,Grade 10,grade,166,31,4,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06730000,Groton-Dunstable,district,Grade 11,grade,170,29,2,3,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06730000,Groton-Dunstable,district,Grade 12,grade,6,6,0,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06730000,Groton-Dunstable,district,Grade 2,grade,177,22,7,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06730000,Groton-Dunstable,district,Grade 3,grade,162,30,9,4,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06730000,Groton-Dunstable,district,Grade 4,grade,177,34,5,7,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06730000,Groton-Dunstable,district,Grade 5,grade,185,39,3,6,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06730000,Groton-Dunstable,district,Grade 6,grade,181,32,6,4,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06730000,Groton-Dunstable,district,Grade 7,grade,183,33,3,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06730000,Groton-Dunstable,district,Grade 8,grade,141,29,5,4,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06730000,Groton-Dunstable,district,Grade 9,grade,179,21,4,2,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06730000,Groton-Dunstable,district,K-12,all,2103,388,73,41,2020,yes,sources/state-dese/dese-sped-movement.xlsx
2025,06730000,Groton-Dunstable,district,Kindergarten,grade,143,21,8,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,07350000,North Middlesex,district,Grade 1,grade,219,39,13,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,07350000,North Middlesex,district,Grade 10,grade,188,48,0,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,07350000,North Middlesex,district,Grade 11,grade,213,57,0,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,07350000,North Middlesex,district,Grade 12,grade,10,9,1,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,07350000,North Middlesex,district,Grade 2,grade,243,50,12,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,07350000,North Middlesex,district,Grade 3,grade,256,61,15,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,07350000,North Middlesex,district,Grade 4,grade,229,66,4,5,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,07350000,North Middlesex,district,Grade 5,grade,237,58,8,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,07350000,North Middlesex,district,Grade 6,grade,233,67,5,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,07350000,North Middlesex,district,Grade 7,grade,228,60,2,1,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,07350000,North Middlesex,district,Grade 8,grade,222,69,3,9,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,07350000,North Middlesex,district,Grade 9,grade,165,36,3,0,,yes,sources/state-dese/dese-sped-movement.xlsx
2025,07350000,North Middlesex,district,K-12,all,2779,680,113,16,2684,yes,sources/state-dese/dese-sped-movement.xlsx
2025,07350000,North Middlesex,district,Kindergarten,grade,241,34,20,1,,yes,sources/state-dese/dese-sped-movement.xlsx
